object_id,ein,DsrgrddEnttyNm_BsnssNmLn1Txt,USAddrss_AddrssLn1Txt,USAddrss_CtyNm,USAddrss_SttAbbrvtnCd,USAddrss_ZIPCd,IdRltdTxExmptOrg_EIN,IdRltdTxExmptOrg_PrmryActvtsTxt,IdRltdTxExmptOrg_LglDmclSttCd,IdRltdTxExmptOrg_ExmptCdSctnTxt,IdRltdTxExmptOrg_PblcChrtySttsTxt,IdRltdTxExmptOrg_CntrlldOrgnztnInd
201612259349302571,205320422,EDVOICE FOR THE KIDS PAC,1107 9TH STREET SUITE 680,SACRAMENTO,CA,95814,030389563,POLITICAL ACTIVITY,CA,527,EDVOICE,0
201632239349300138,311229532,finance fund capital corporation,175 south third st ste 1200,columbus,OH,43215,743033288,lending,OH,501(c)(3),0
201622249349302802,237069110,OXFAM AMERICA ADVOCACY FUND,226 CAUSEWAY STREET 5TH FLOOR,BOSTON,MA,021142206,201971032,LOBBYING,MA,501(C)(4),OXFAM AMERICA INC,1
201642249349300714,010541478,FEDERATION OF STATE CONSERVATION LEAGUES,295 WATER STREET 9,AUGUSTA,ME,04330,010536008,PUBLIC POLICY AND SUPPORT,ME,501 (C)(4),0
201602259349302660,411606979,A PLUS HOME HEALTH CARE INC,8682 EAGLE CREEK CIRCLE,SAVAGE,MN,55378,411784950,"ADMINISTRATIVE SUPPORT OF A+ HOME CARE, INC.",MN,501(C)(3),11A,N/A,true
201632229349301128,386263347,LEARNING TO GIVE,1 S HARBOR SUITE 3,GRAND HAVEN,MI,49417,611479763,TEACHING K-12 STUDENTS ABOUT PHILANTHROPY & VOLUNTEERISM,MI,501C3,"LINE 11, TYPE 1",0
201632229349301128,386263347,MICHIGAN COMMUNITY FOUNDATIONS VENTURES,1 S HARBOR SUITE 3,GRAND HAVEN,MI,49417,383160228,SUPPORT COLLABORATIVE ACTIVITIES FOR COMMUNITY FOUNDATIONS,MI,501C3,"LINE 11, TYPE 1",0
201632229349301128,386263347,COUNCIL OF MICHIGAN FOUNDATIONS SUPPORTING ORGANIZATION,1 S HARBOR SUITE 3,GRAND HAVEN,MI,49417,383151591,SUPPORT COLLABORATIVE RESPONSES BY MICHIGAN'S FOUNDATION COMMMUNITY,MI,501C3,"LINE 11, TYPE 1",COUNCIL OF MICHIGAN FOUNDATIONS,1
201622239349301852,043372500,ISO New England Inc Retiree Medical Dental and Life Trust,One Sullivan Road,Holyoke,MA,01040,137379593,Retiree Insurance,MA,501(c)(9),N/A,N/A,0
201632289349306638,841559406,2101 Telegraph Avenue Inc,1999 Broadway Suite 1000,Denver,CO,80202,943222935,low-inc hsng,CA,501 (c) (3),11a,NA,false
201632289349306638,841559406,All Hallows Community,1999 Broadway Suite 1000,Denver,CO,80202,942722870,low-inc hsng,CA,501 (c) (3),9,NA,false
201632289349306638,841559406,Allegre Point Senior Residences,1999 Broadway Suite 1000,Denver,CO,80202,204295472,low-inc hsng,CO,501 (c) (3),9,NA,false
201632289349306638,841559406,Avondale Senior Village,1999 Broadway Suite 1000,Denver,CO,80202,860980810,low-inc hsng,AZ,501 (c) (3),9,NA,false
201632289349306638,841559406,Camelot Casitas,1999 Broadway Suite 1000,Denver,CO,80202,860980809,low-inc hsng,AZ,501 (c) (3),9,NA,false
201632289349306638,841559406,Cantebria Senior Homes,1999 Broadway Suite 1000,Denver,CO,80202,943361794,low-inc hsng,CA,501 (c) (3),9,NA,false
201632289349306638,841559406,Casa de Merced,1999 Broadway Suite 1000,Denver,CO,80202,860808941,low-inc hsng,AZ,501 (c) (3),9,NA,false
201632289349306638,841559406,Casa de Shanti,1999 Broadway Suite 1000,Denver,CO,80202,860728526,low-inc hsng,AZ,501 (c) (3),11a,NA,false
201632289349306638,841559406,Central Coast Housing,1999 Broadway Suite 1000,Denver,CO,80202,770117473,low-inc hsng,CA,501 (c) (3),9,NA,false
201632289349306638,841559406,Charles Crest Corporation (Charles Crest,1999 Broadway Suite 1000,Denver,CO,80202,341399869,low-inc hsng,OH,501 (c) (3),9,NA,false
201632289349306638,841559406,Charles Crest II Corporation,1999 Broadway Suite 1000,Denver,CO,80202,341714407,low-inc hsng,OH,501 (c) (3),9,NA,false
201632289349306638,841559406,Charles Meadows Corporation,1999 Broadway Suite 1000,Denver,CO,80202,341552671,low-inc hsng,OH,501 (c) (3),9,NA,false
201632289349306638,841559406,Decatur Place,1999 Broadway Suite 1000,Denver,CO,80202,841062097,low-inc hsng,CO,501 (c) (3),9,NA,false
201632289349306638,841559406,Dublin Manor Inc,1999 Broadway Suite 1000,Denver,CO,80202,020655254,low-inc hsng,KY,501 (c) (3),9,NA,false
201632289349306638,841559406,Eagle Senior Village,1999 Broadway Suite 1000,Denver,CO,80202,030410639,low-inc hsng,ID,501 (c) (3),9,NA,false
201632289349306638,841559406,EHCC Housing Corp (Eden House),1999 Broadway Suite 1000,Denver,CO,80202,943234538,low-inc hsng,CA,501 (c) (3),11a,NA,false
201632289349306638,841559406,El Mirage Senior,1999 Broadway Suite 1000,Denver,CO,80202,860847975,low-inc hsng,AZ,501 (c) (3),9,NA,false
201632289349306638,841559406,Fairfax Nonprofit Housing Development Co,1999 Broadway Suite 1000,Denver,CO,80202,942772546,low-inc hsng,CA,501 (c) (3),9,NA,false
201632289349306638,841559406,Florin Housing Corp,1999 Broadway Suite 1000,Denver,CO,80202,680336533,low-inc hsng,CA,501 (c) (3),11a,NA,false
201632289349306638,841559406,Francis of Assisi Community,1999 Broadway Suite 1000,Denver,CO,80202,942366315,low-inc hsng,CA,501 (c) (3),9,NA,false
201632289349306638,841559406,Garden Park Apt Community,1999 Broadway Suite 1000,Denver,CO,80202,680484147,low-inc hsng,CA,501 (c) (3),11a,NA,false
201632289349306638,841559406,Gault Street Senior,1999 Broadway Suite 1000,Denver,CO,80202,752983979,low-inc hsng,CA,501 (c) (3),9,NA,false
201632289349306638,841559406,Guadalupe Senior Village,1999 Broadway Suite 1000,Denver,CO,80202,860897709,low-inc hsng,AZ,501 (c) (3),9,NA,false
201632289349306638,841559406,Homes for Greeley,1999 Broadway Suite 1000,Denver,CO,80202,841349918,low-inc hsng,CO,501 (c) (3),9,NA,false
201632289349306638,841559406,Independence Hill Inc,1999 Broadway Suite 1000,Denver,CO,80202,721545927,low-inc hsng,ID,501 (c) (3),11a,NA,false
201632289349306638,841559406,Intercommunity Housing Ferndale,1999 Broadway Suite 1000,Denver,CO,80202,911667138,low-inc hsng,WA,501 (c) (3),9,NA,false
201632289349306638,841559406,John W King Senior Community,1999 Broadway Suite 1000,Denver,CO,80202,943282891,low-inc hsng,CA,501 (c) (3),9,NA,false
201632289349306638,841559406,Kane County Neighborhood Stabilization C,1999 Broadway Suite 1000,Denver,CO,80202,272239991,low-inc hsng,IL,501 (c) (3),9,NA,false
201632289349306638,841559406,Macleav Non-Proft Housing Development,1999 Broadway Suite 1000,Denver,CO,80202,942762529,low-inc hsng,CA,501 (c) (3),9,NA,false
201632289349306638,841559406,Maria B Freitas Senior Housing Corp,1999 Broadway Suite 1000,Denver,CO,80202,943190261,low-inc hsng,CA,501 (c) (3),9,NA,false
201632289349306638,841559406,Marin Homes for Independent Living,1999 Broadway Suite 1000,Denver,CO,80202,942787430,low-inc hsng,CA,501 (c) (3),11a,NA,false
201632289349306638,841559406,Marin Housing Corp,1999 Broadway Suite 1000,Denver,CO,80202,941358291,low-inc hsng,CA,501 (c) (3),11a,NA,false
201632289349306638,841559406,Marlton Affordable Housing Corp,1999 Broadway Suite 1000,Denver,CO,80202,912164481,low-inc hsng,CA,501 (c) (3),11a,NA,false
201632289349306638,841559406,Marshside Village Inc,1999 Broadway Suite 1000,Denver,CO,80202,201910771,low-inc hsng,SC,501 (c) (3),9,NA,false
201632289349306638,841559406,McAuley Manor Inc,1999 Broadway Suite 1000,Denver,CO,80202,311548500,low-inc hsng,KY,501 (c) (3),9,NA,false
201632289349306638,841559406,Mercy Bond Properties AZ I,1999 Broadway Suite 1000,Denver,CO,80202,943142767,low-inc hsng,AZ,501 (c) (3),11a,NA,false
201632289349306638,841559406,Mercy Bond Properties Colorado I,1999 Broadway Suite 1000,Denver,CO,80202,943286321,low-inc hsng,CO,501 (c) (3),11a,NA,false
201632289349306638,841559406,Mercy Bond Properties Nebraska I,1999 Broadway Suite 1000,Denver,CO,80202,680378674,low-inc hsng,NE,501 (c) (3),11a,NA,false
201632289349306638,841559406,Mercy Community Housing Georgia,1999 Broadway Suite 1000,Denver,CO,80202,582461689,low-inc hsng,GA,501 (c) (3),11a,NA,false
201632289349306638,841559406,Mercy Gardens,1999 Broadway Suite 1000,Denver,CO,80202,330809069,low-inc hsng,CA,501 (c) (3),9,NA,false
201632289349306638,841559406,Mercy Holly Park East,1999 Broadway Suite 1000,Denver,CO,80202,841347445,low-inc hsng,CO,501 (c) (3),11a,NA,false
201632289349306638,841559406,Mercy Housing CA Holding Co,1999 Broadway Suite 1000,Denver,CO,80202,942834861,low-inc hsng,CA,501 (c) (3),11a,NA,false
201632289349306638,841559406,Mercy Housing California,1999 Broadway Suite 1000,Denver,CO,80202,943081666,low-inc hsng,CA,501 (c) (3),9,NA,false
201632289349306638,841559406,Mercy Housing California Family Properti,1999 Broadway Suite 1000,Denver,CO,80202,330998451,low-inc hsng,CA,501 (c) (3),11a,NA,false
201632289349306638,841559406,Mercy Housing California Senior Properti,1999 Broadway Suite 1000,Denver,CO,80202,203177114,low-inc hsng,IL,501 (c) (3),9,NA,false
201632289349306638,841559406,Mercy Housing California Special Needs,1999 Broadway Suite 1000,Denver,CO,80202,943088260,low-inc hsng,CA,501 (c) (3),11a,NA,false
201632289349306638,841559406,Mercy Housing CalWest,1999 Broadway Suite 1000,Denver,CO,80202,942963228,low-inc hsng,CA,501 (c) (3),9,NA,false
201632289349306638,841559406,Mercy Housing Lakefront,1999 Broadway Suite 1000,Denver,CO,80202,363453183,low-inc hsng,IL,501 (c) (3),7,NA,false
201632289349306638,841559406,MERCY HOUSING MANAGEMENT GROUP,1999 Broadway Suite 1000,Denver,CO,80202,820376108,low-inc hsng,IL,501 (c) (3),9,NA,false
201632289349306638,841559406,Mercy Housing Midwest,1999 Broadway Suite 1000,Denver,CO,80202,470772351,low-inc hsng,NE,501 (c) (3),9,NA,false
201632289349306638,841559406,MERCY HOUSING MOUNTAIN PLAINS,1999 Broadway Suite 1000,Denver,CO,80202,201583332,low-inc hsng,CO,501 (c) (3),9,NA,false
201632289349306638,841559406,Mercy Housing Northwest,1999 Broadway Suite 1000,Denver,CO,80202,911546525,low-inc hsng,WA,501 (c) (3),9,NA,false
201632289349306638,841559406,Mercy Housing Northwest Idaho Inc,1999 Broadway Suite 1000,Denver,CO,80202,363453183,low-inc hsng,ID,501 (c) (3),11a,NA,false
201632289349306638,841559406,Mercy Housing Ohio Inc,1999 Broadway Suite 1000,Denver,CO,80202,202373936,low-inc hsng,OH,501 (c) (3),11a,NA,false
201632289349306638,841559406,Mercy Housing Pembroke Inc,1999 Broadway Suite 1000,Denver,CO,80202,134224803,low-inc hsng,GA,501 (c) (3),9,NA,false
201632289349306638,841559406,Mercy Housing Southeast,1999 Broadway Suite 1000,Denver,CO,80202,561993872,low-inc hsng,NC,501 (c) (3),9,NA,false
201632289349306638,841559406,Mercy Housing Southwest,1999 Broadway Suite 1000,Denver,CO,80202,860743192,low-inc hsng,AZ,501 (c) (3),9,NA,false
201632289349306638,841559406,Mercy Housing West,1999 Broadway Suite 1000,Denver,CO,80202,680254564,low-inc hsng,CA,501 (c) (3),9,NA,false
201632289349306638,841559406,Mercy Housing 2904 N 45th St Omaha,1999 Broadway Suite 1000,Denver,CO,80202,371068780,low-inc hsng,NE,501 (c) (3),9,NA,false
201632289349306638,841559406,Mercy Housing Inc,1999 Broadway Suite 1000,Denver,CO,80202,470646706,low-inc hsng,CA,501 (c) (3),9,NA,false
201632289349306638,841559406,Mercy Loan Fund,1999 Broadway Suite 1000,Denver,CO,80202,841559406,low-inc hsng,CA,501 (c) (3),9,NA,false
201632289349306638,841559406,Mercy Manor Inc,1999 Broadway Suite 1000,Denver,CO,80202,611344092,low-inc hsng,TN,501 (c) (3),9,NA,false
201632289349306638,841559406,Mercy Midtown Inc,1999 Broadway Suite 1000,Denver,CO,80202,680002157,low-inc hsng,CA,501 (c) (3),9,NA,false
201632289349306638,841559406,Mercy Moscow Inc (Hawthorne),1999 Broadway Suite 1000,Denver,CO,80202,820475388,low-inc hsng,ID,501 (c) (3),9,NA,false
201632289349306638,841559406,Mercy Oaks Village,1999 Broadway Suite 1000,Denver,CO,80202,753134134,low-inc hsng,CA,501 (c) (3),9,NA,false
201632289349306638,841559406,Mercy Oakwood Gardens,1999 Broadway Suite 1000,Denver,CO,80202,841344220,low-inc hsng,AZ,501 (c) (3),9,NA,false
201632289349306638,841559406,Mercy Place Belmont Inc,1999 Broadway Suite 1000,Denver,CO,80202,800034784,low-inc hsng,NC,501 (c) (3),9,NA,false
201632289349306638,841559406,Mercy Portfolio Services,1999 Broadway Suite 1000,Denver,CO,80202,264002114,low-inc hsng,CO,501 (c) (3),9,NA,false
201632289349306638,841559406,Mercy Properties Arizona,1999 Broadway Suite 1000,Denver,CO,80202,860772987,low-inc hsng,AR,501 (c) (3),9,NA,false
201632289349306638,841559406,Mercy Properties California,1999 Broadway Suite 1000,Denver,CO,80202,680233835,low-inc hsng,CA,501 (c) (3),11a,NA,false
201632289349306638,841559406,Mercy Properties II Inc,1999 Broadway Suite 1000,Denver,CO,80202,820485862,low-inc hsng,ID,501 (c) (3),11a,NA,false
201632289349306638,841559406,Mercy Properties WA II,1999 Broadway Suite 1000,Denver,CO,80202,300117515,low-inc hsng,WA,501 (c) (3),9,NA,false
201632289349306638,841559406,Mercy Properties Washington,1999 Broadway Suite 1000,Denver,CO,80202,911903782,low-inc hsng,WA,501 (c) (3),11a,NA,false
201632289349306638,841559406,Mercy Properties Inc (MPI),1999 Broadway Suite 1000,Denver,CO,80202,841173689,low-inc hsng,CA,501 (c) (3),9,NA,false
201632289349306638,841559406,Mercy Senior Housing Oxnard,1999 Broadway Suite 1000,Denver,CO,80202,943224446,low-inc hsng,CA,501 (c) (3),9,NA,false
201632289349306638,841559406,Mercy Southeast Idaho Inc,1999 Broadway Suite 1000,Denver,CO,80202,841284293,low-inc hsng,CA,501 (c) (3),9,NA,false
201632289349306638,841559406,Mercy Village Joplin,1999 Broadway Suite 1000,Denver,CO,80202,371459692,low-inc hsng,MO,501 (c) (3),9,NA,false
201632289349306638,841559406,Mesa Senior Meadows,1999 Broadway Suite 1000,Denver,CO,80202,860897708,low-inc hsng,AZ,501 (c) (3),9,NA,false
201632289349306638,841559406,Most Holy Redeemer Senior Housing Corpor,1999 Broadway Suite 1000,Denver,CO,80202,943044873,low-inc hsng,CA,501 (c) (3),9,NA,false
201632289349306638,841559406,Neary Lagoon Inc,1999 Broadway Suite 1000,Denver,CO,80202,770214799,low-inc hsng,CA,501 (c) (3),9,NA,false
201632289349306638,841559406,Notre Dame Senior Housing Corp,1999 Broadway Suite 1000,Denver,CO,80202,943209503,low-inc hsng,CA,501 (c) (3),9,NA,false
201632289349306638,841559406,Oceana Senior Housing Corp,1999 Broadway Suite 1000,Denver,CO,80202,943167825,low-inc hsng,CA,501 (c) (3),9,NA,false
201632289349306638,841559406,Padre Apartments Community,1999 Broadway Suite 1000,Denver,CO,80202,840789830,low-inc hsng,CA,501 (c) (3),11a,NA,false
201632289349306638,841559406,Peoria Place,1999 Broadway Suite 1000,Denver,CO,80202,860980811,low-inc hsng,AZ,501 (c) (3),9,NA,false
201632289349306638,841559406,Plazas de Merced,1999 Broadway Suite 1000,Denver,CO,80202,860758961,low-inc hsng,AZ,501 (c) (3),9,NA,false
201632289349306638,841559406,Presentation Senior Community,1999 Broadway Suite 1000,Denver,CO,80202,943264209,low-inc hsng,CA,501 (c) (3),9,NA,false
201632289349306638,841559406,Riverview - St Mary's Inc(St Mary's,1999 Broadway Suite 1000,Denver,CO,80202,621782683,low-inc hsng,TN,501 (c) (3),9,NA,false
201632289349306638,841559406,Roseland Place Inc NFP,1999 Broadway Suite 1000,Denver,CO,80202,262330256,low-inc hsng,IL,501 (c) (3),9,NA,false
201632289349306638,841559406,Roseland Village Inc,1999 Broadway Suite 1000,Denver,CO,80202,264723017,low-inc hsng,IL,501 (c) (3),9,NA,false
201632289349306638,841559406,Russell Manor,1999 Broadway Suite 1000,Denver,CO,80202,931189914,low-inc hsng,CA,501 (c) (3),9,NA,false
201632289349306638,841559406,Sacred Heart Village I Inc,1999 Broadway Suite 1000,Denver,CO,80202,311411531,low-inc hsng,KY,501 (c) (3),9,NA,false
201632289349306638,841559406,Sacred Heart Village II Inc,1999 Broadway Suite 1000,Denver,CO,80202,611339396,low-inc hsng,KY,501 (c) (3),9,NA,false
201632289349306638,841559406,Sacred Heart Village III Inc,1999 Broadway Suite 1000,Denver,CO,80202,611367719,low-inc hsng,OH,501 (c) (3),9,NA,false
201632289349306638,841559406,San Juan Housing Corp,1999 Broadway Suite 1000,Denver,CO,80202,680378676,low-inc hsng,CA,501 (c) (3),11a,NA,false
201632289349306638,841559406,Savannah Gardens Senior Residences Inc,1999 Broadway Suite 1000,Denver,CO,80202,273400284,low-inc hsng,GA,501 (c) (3),9,NA,false
201632289349306638,841559406,Siena Springs (Siena Springs I),1999 Broadway Suite 1000,Denver,CO,80202,311052772,low-inc hsng,OH,501 (c) (3),9,NA,false
201632289349306638,841559406,Siena Springs II,1999 Broadway Suite 1000,Denver,CO,80202,311591780,low-inc hsng,OH,501 (c) (3),9,NA,false
201632289349306638,841559406,South of Market Mercy,1999 Broadway Suite 1000,Denver,CO,80202,943199902,low-inc hsng,CA,501 (c) (3),11a,NA,false
201632289349306638,841559406,St Catherine Residence Inc,1999 Broadway Suite 1000,Denver,CO,80202,390857537,low-inc hsng,WI,501 (c) (3),1,NA,false
201632289349306638,841559406,St Elizabeth Housing Corp,1999 Broadway Suite 1000,Denver,CO,80202,942705149,low-inc hsng,CA,501 (c) (3),11a,NA,false
201632289349306638,841559406,St Mary's Villa at Riverview II Inc (,1999 Broadway Suite 1000,Denver,CO,80202,311723287,low-inc hsng,TN,501 (c) (3),11a,NA,false
201632289349306638,841559406,St Mary's Villa Inc,1999 Broadway Suite 1000,Denver,CO,80202,311548512,low-inc hsng,KY,501 (c) (3),9,NA,false
201632289349306638,841559406,St Theresa Village Inc,1999 Broadway Suite 1000,Denver,CO,80202,311411529,low-inc hsng,OH,501 (c) (3),9,NA,false
201632289349306638,841559406,Sterling Senior Housing,1999 Broadway Suite 1000,Denver,CO,80202,141866405,low-inc hsng,WA,501 (c) (3),9,NA,false
201632289349306638,841559406,Sunset Lane Apartments LLC,1999 Broadway Suite 1000,Denver,CO,80202,453959651,low-inc hsng,CA,501 (c) (3),11A,NA,false
201632289349306638,841559406,Tierra Del Sol Inc,1999 Broadway Suite 1000,Denver,CO,80202,753004763,low-inc hsng,CA,501 (c) (3),9,NA,false
201632289349306638,841559406,Transbay Block 6 LLC,1999 Broadway Suite 1000,Denver,CO,80202,465357713,low-inc hsng,CA,501 (c) (3),9,NA,false
201632289349306638,841559406,Villa Caridad Senior Housing,1999 Broadway Suite 1000,Denver,CO,80202,680387620,low-inc hsng,CA,501 (c) (3),9,NA,false
201632289349306638,841559406,Visitacion Valley Affordable Housing,1999 Broadway Suite 1000,Denver,CO,80202,943273336,low-inc hsng,CA,501 (c) (3),11a,NA,false
201632289349306638,841559406,Vista Alegre,1999 Broadway Suite 1000,Denver,CO,80202,860947230,low-inc hsng,AZ,501 (c) (3),9,NA,false
201632289349306638,841559406,Walnut Grove,1999 Broadway Suite 1000,Denver,CO,80202,680233835,low-inc hsng,CA,501 (c) (3),11a,NA,false
201632289349306638,841559406,Willow Street Apartments,1999 Broadway Suite 1000,Denver,CO,80202,841334167,low-inc hsng,CO,501 (c) (3),9,NA,false
201632289349305023,061003712,THE CONNECTICUT HOSPICE INC,100 DOUBLE BEACH ROAD,BRANFORD,CT,064054003,060878822,TEACHING PALLIATIVE HOSPITAL AND HOSPICE CARE,CT,501(C)(3),BOX 3,N/A,0
201632289349303163,510247185,PRISON FELLOWSHIP AT SINGAPORE LTD,2 CLUNY RD,SN,259570,CHARITY,SN,N/A,N/A,PFI,1
201632289349303163,510247185,PRISON FELLOWSHIP INTERNATIONAL GERMANY,MOLLENACHSTRASSE 14,LEONBERG,GM,71229,CHARITY,GM,N/A,N/A,PFI,1
201632289349303163,510247185,PRISON FELLOWSHIP INTERNATIONAL CANADA,36 TORONTO STREET STE 1000,TORONTO,ONTARIO,CA,M5C2C5,CHARITY,CA,N/A,N/A,PFI,1
201642229349300839,571192504,CROSSROADS COALITION INC,1423 CHICAGO RD,CHICAGO HEIGHTS,IL,60411,352260048,NON PROFIT,IL,501(C)3,N/A,false
201642249349302379,050318003,UNITED METHODIST ELDER CARE,40 IRVING AVENUE,EAST PROVIDENCE,RI,02914,050500898,MANAGES THE OPERATIONS AND FUNDRAISING ACTIVITIES OF RELATED ORGANIZATIONS,RI,501(C)(3),LINE 7,N/A,0
201642249349302379,050318003,UNITED METHODIST ELDER CARE FOUNDATION,40 IRVING AVENUE,EAST PROVIDENCE,RI,02914,050500900,HANDLES THE INVESTMENTS AND OTHER SUPPORTING ACTIVITIES,RI,501(C)(3),LINE 11A,N/A,0
201642249349302379,050318003,UNITED METHODIST HEALTH CARE CENTER,40 IRVING AVENUE,EAST PROVIDENCE,RI,02914,050500899,OPERATION OF AN 84 BED NURSING FACILITY FOR THE ELDERLY,RI,501(C)(3),LINE 7,N/A,0
201642249349302379,050318003,THE PROVIDENCE DEACONESS HOME OF THE UNITED METHODIST CHURCH,40 IRVING AVENUE,EAST PROVIDENCE,RI,02914,PROVIDE A COMMUNITY WHERE OLDER PERSONS MAY LIVE IN COMFORT AND DIGNITY,RI,501(C)(3),LINE 11A,N/A,0
201642249349302379,050318003,ARBOR HILL ASSISTED LIVING,153 DEAN STREET,PROVIDENCE,RI,02903,452047960,OPERATION OF A 53 UNIT ASSISTED LIVING CENTER FOR THE ELDERLY,RI,501(C)(3),LINE 9,N/A,0
201642249349301614,200254573,THE COMMUNITY FOUNDATION OF HERKIMER AND ONEIDA COUNTIES INC,2608 GENESEE ST,UTICA,NY,13502,COMMUNITY SUPPORT,NY,501(C)(3),LINE 7,0
201642219349302074,311806773,YAMPA VALLEY MEDICAL CENTER,1024 CENTRAL PART DRIVE,STEAMBOAT SPRINGS,CO,80487,840398876,HOSPITAL,CO,501(C)(3),line 3,NA,false
201612579349300236,310906405,No Indiana Historical Society Inc,808 W Washington,South Bend,IN,46601,351124156,MUSEUM,IN,501(c)(3),7,NA,false
201602579349300825,043326727,CHELSEA JEWISH NURSING HOME FOUNDATION INC,165 CAPTAINS ROW,CHELSEA,MA,02150,510141617,FUNDRAISING AND SUPPORT FOR THE NURSING HOME,MA,501(C)(3),LINE 7,0
201602579349300825,043326727,CHELSEA JEWISH NURSING HOME INC,165 CAPTAINS ROW,CHELSEA,MA,02150,042200583,SKILLED NUSRING FACILITY,MA,501(C)(3),LINE 9,CHELSEA JEWISH NURSING HOME FOUNDATION INC,1
201602579349300825,043326727,CHELSEA JEWISH COMMUNITY INC,165 CAPTAINS ROW,CHELSEA,MA,02150,271756594,ACADEMY FOR TRAINING CERTIFIED NURSE ASSISTANTS,MA,501(C)(3),LINE 9,CHELSEA JEWISH NURSING HOME FOUNDATION INC,1
201602569349300110,520986261,Festival Center,1640 Columbia Road NW,Washington,DC,20009,521499111,Rental,DC,501c3CharitableRelig,operating,0
201612589349301136,990143109,HALE MAHAOLU AKAHI INC,200 HINA AVENUE,KAHULUI,HI,96732,990351979,HOUSING,HI,501C,9,N/A,false
201612589349301136,990143109,HALE MAHAOLU EKOLU INC,200 HINA AVENUE,KAHULUI,HI,96732,990266121,HOUSING,HI,501C,9,N/A,false
201612589349301136,990143109,HALE MAHAOLU EHA INC,200 HINA AVENUE,KAHULUI,HI,96732,990302883,HOUSING,HI,501C,9,N/A,false
201612589349301136,990143109,HALE MAHAOLU ELIMA INC,200 HINA AVENUE,KAHULUI,HI,96732,990312168,HOUSING,HI,501C,9,N/A,false
201612589349301136,990143109,HALE MAHAOLU HOME PUMEHANA II INC,200 HINA AVENUE,KAHULUI,HI,96732,990330585,HOUSING,HI,501C,9,N/A,false
201612589349301136,990143109,HALE MAHAOLU LAHAINA SURF INC,200 HINA AVENUE,KAHULUI,HI,96732,990351981,HOUSING,HI,501C,9,N/A,false
201612589349301136,990143109,HALE MAHAOLU EHIKU INC,200 HINA AVENUE,KAHULUI,HI,96732,990330582,HOUSING,HI,501C,9,N/A,false
201612589349301136,990143109,HALE MAHAOLU EHIKU II INC,200 HINA AVENUE,KAHULUI,HI,96732,020675730,HOUSING,HI,501C,9,N/A,false
201612589349301136,990143109,HALE MAHAOLU EONO (5) INC,200 HINA AVENUE,KAHULUI,HI,96732,990351982,HOUSING,HI,501C,9,N/A,false
201612589349301136,990143109,HALE MAHAOLU EONO INC,200 HINA AVENUE,KAHULUI,HI,96732,990330583,HOUSING,HI,501C,9,N/A,false
201612589349301136,990143109,HALE MAHAOLU EWALU INC,200 HINA AVENUE,KAHULUI,HI,96732,463161865,HOUSING,HI,501C,9,N/A,false
201612589349301136,990143109,HALE MAHAOLU EWALU II INC,200 HINA AVENUE,KAHULUI,HI,96732,463215790,HOUSING,HI,501C,9,N/A,false
201612589349301136,990143109,TRI-ISLE PERSONAL CARE INC,200 HINA AVENUE,KAHULUI,HI,96732,134341854,PERSONAL C,501C,9,N/A,false
201602579349301265,520643040,THE NAVAL INSTITUTE FOUNDATION INC,291 WOOD ROAD,ANNAPOLIS,MD,21402,521814344,RAISE FUNDS FOR CHARITABLE AND EDUCATIONAL PURPOSES,MD,501(C)(3),"LINE 11A, I",UNITED STATES NAVAL INSTITUTE,1
201602569349301265,951725190,PASADENA TOURNAMENT OF ROSES FOUNDATION,391 S ORANGE GROVE BLVD,PASADENA,CA,91105,953915725,GRANT MAKING,CA,501(C)(3),11- TYPE 1,N/A,0
201612329349300646,461165316,JEWISH COMMUNITY FOUNDATION OF GREATER KC,5801 W 115TH STREET,OVERLAND PARK,KS,66211,436049281,FOUNDATION,KS,501(C)(3),Line 7,N/A,0
201612359349300216,510106272,Teamsters Local Union No 326 Political Action Committee,451 East New Churchmans Road,New Castle,DE,19720,510307196,Political Action Committee,DE,527,0
201612369349300201,311830583,Southwest Georgia United Empowerment Zon,1150 Industrial Drive,Vienna,GA,31092,582196032,Economic Development,GA,501(c)3,7,N/A,false
201612369349300201,311830583,Rural Community Improvement Corp Inc,1150 Industrial Drive,Vienna,GA,31092,300399518,Renovate or build affordable housing,GA,501(c)3,12,N/A,false
201612369349300346,770324027,LYTTON GARDENS SENIOR COMMUNITIES,437 Webster Street,Palo Alto,CA,94301,943382412,PARENT ORGANIZATION OF LCH: MANAGEMENT AND FUNDRAISING SUPPORT,CA,501(C)(3),11-II,N/A,1
201612369349300346,770324027,Senior Resources of the West,2185 N California Blvd Suite 575,Walnut Creek,CA,94596,941591805,PARENT ORGANIZATION,CA,501(C)(3),11-III-FI,Senior Resources of the West,0
201612369349300346,770324027,Community Housing INC,437 Webster Street,Palo Alto,CA,94301,942264235,Affordable Senior Housing,CA,501(C)(3),9,Lytton Gardens Senior Communities,0
201612369349300346,770324027,Presidio Gates Apartments,2770 LOMBARD STREET,SAN FRANCISCO,CA,94123,680012837,Provide affordable housing to elderly and disabled persons,CA,501(C)(3),7,Lytton Gardens Senior Communities,0
201612369349300346,770324027,jennings senior housing inc,1080 jennings ave,SANTA ROSA,CA,95401,113754507,Provide affordable housing to elderly and disabled persons,CA,501(C)(3),9,Lytton Gardens Senior Communities,0
