object_id,ein,RgnTxt,PrpsOfGrntTxt,CshGrntAmt,MnnrOfCshDsbrsmntTxt
201711359349307756,951642394,East Asia and the Pacific,RSCH/SUBAWRD,45740
201731329349302298,231352651,Europe (Including Iceland and Greenland),SPONSORED RESEARCH,216511,CHECK,N/A,FMV
201731329349302298,231352651,Europe (Including Iceland and Greenland),SPONSORED RESEARCH,90685,CHECK,N/A,FMV
201731329349302298,231352651,Europe (Including Iceland and Greenland),SPONSORED RESEARCH,35484,CHECK,N/A,FMV
201731329349302298,231352651,Europe (Including Iceland and Greenland),SPONSORED RESEARCH,339509,ACH,N/A,FMV
201731329349302298,231352651,Europe (Including Iceland and Greenland),SPONSORED RESEARCH,36720,ACH,N/A,FMV
201731329349302298,231352651,Europe (Including Iceland and Greenland),SPONSORED RESEARCH,36787,ACH,N/A,FMV
201731359349304658,990113930,East Asia and the Pacific,91492,CHECK
201731359349304658,990113930,East Asia and the Pacific,26825,CHECK
201711329349307266,341018992,East Asia and the Pacific,Research,6211,Wire Transfer,0,N/A,N/A
201711329349307266,341018992,East Asia and the Pacific,Research,17204,Wire Transfer,0,N/A,N/A
201711329349307266,341018992,East Asia and the Pacific,Research,5253,Wire Transfer,0,N/A,N/A
201711329349307266,341018992,East Asia and the Pacific,Research,9408,Wire Transfer,0,N/A,N/A
201711329349307266,341018992,East Asia and the Pacific,Research,25036,Wire Transfer,0,N/A,N/A
201711329349307266,341018992,East Asia and the Pacific,Research,6116,Wire Transfer,0,N/A,N/A
201711329349307266,341018992,East Asia and the Pacific,Research,67063,Wire Transfer,0,N/A,N/A
201711329349307266,341018992,East Asia and the Pacific,Research,5250,Wire Transfer,0,N/A,N/A
201711329349307266,341018992,East Asia and the Pacific,Research,246811,Wire Transfer,0,N/A,N/A
201711329349307266,341018992,East Asia and the Pacific,Research,41654,Wire Transfer,0,N/A,N/A
201711329349307266,341018992,East Asia and the Pacific,Research,16435,Wire Transfer,0,N/A,N/A
201711329349307266,341018992,East Asia and the Pacific,Research,94461,Wire Transfer,0,N/A,N/A
201711329349307266,341018992,East Asia and the Pacific,Research,142847,Wire Transfer,0,N/A,N/A
201711329349307266,341018992,East Asia and the Pacific,Research,5859,Wire Transfer,0,N/A,N/A
201711329349307266,341018992,East Asia and the Pacific,Research,59888,Wire Transfer,0,N/A,N/A
201711329349307266,341018992,East Asia and the Pacific,Research,8707,Wire Transfer,0,N/A,N/A
201711329349307266,341018992,Europe (Including Iceland and Greenland),Research,78009,Wire Transfer,0,N/A,N/A
201711329349307266,341018992,Europe (Including Iceland and Greenland),Research,8694,Wire Transfer,0,N/A,N/A
201711329349307266,341018992,Europe (Including Iceland and Greenland),Research,25000,Wire Transfer,0,N/A,N/A
201711329349307266,341018992,Europe (Including Iceland and Greenland),Research,55000,Wire Transfer,0,N/A,N/A
201711329349307266,341018992,Europe (Including Iceland and Greenland),Research,55286,Wire Transfer,0,N/A,N/A
201711329349307266,341018992,Europe (Including Iceland and Greenland),Research,20150,Wire Transfer,0,N/A,N/a
201711329349307266,341018992,Europe (Including Iceland and Greenland),Research,149808,Wire Transfer,0,N/A,N/A
201711329349307266,341018992,Europe (Including Iceland and Greenland),Research,96952,Wire Transfer,0,N/A,N/A
201711329349307266,341018992,Europe (Including Iceland and Greenland),Research,84734,Wire Transfer,0,N/A,N/A
201711329349307266,341018992,South America,Research,127524,Wire Transfer,0,N/A,N/A
201711329349307266,341018992,Sub-Saharan Africa,Research,21141,Wire Transfer,0,N/A,N/A
201711329349307266,341018992,Sub-Saharan Africa,Research,46738,Wire Transfer,0,N/A,N/A
201711329349307266,341018992,Sub-Saharan Africa,Research,84870,Wire Transfer,0,N/A,N/A
201711329349307266,341018992,Sub-Saharan Africa,Research,21000,Wire Transfer,0,N/A,N/A
201711329349307266,341018992,Sub-Saharan Africa,Research,6000,Wire Transfer,0,N/A,N/A
201711329349307266,341018992,Sub-Saharan Africa,Research,323295,Wire Transfer,0,N/A,N/A
201711329349307266,341018992,Sub-Saharan Africa,Research,143011,Wire Transfer,0,N/A,N/A
201711329349307266,341018992,Sub-Saharan Africa,Research,65234,Wire Transfer,0,N/A,N/A
201711329349307266,341018992,Sub-Saharan Africa,Research,13779,Wire Transfer,0,N/A,N/A
201711329349307266,341018992,Sub-Saharan Africa,Research,30948,Wire Transfer,0,N/A,N/A
201711329349307266,341018992,Sub-Saharan Africa,Research,145947,Wire Transfer,0,N/A,N/A
201711329349307266,341018992,Sub-Saharan Africa,Research,150686,Wire Transfer,0,N/A,N/A
201711329349307266,341018992,Sub-Saharan Africa,Research,144787,Wire Transfer,0,N/A,N/A
201711329349307266,341018992,Sub-Saharan Africa,Research,16234,Wire Transfer,0,N/A,N/A
201711329349307266,341018992,Sub-Saharan Africa,Research,338102,Wire Transfer,0,N/A,N/A
201711329349307266,341018992,Sub-Saharan Africa,Research,1298970,Wire Transfer,0,N/A,N/A
201711329349307266,341018992,Sub-Saharan Africa,Research,49000,Wire Transfer,0,N/A,N/A
201711359349300901,240795686,NORTH AMERICA,PROMOTION OF HUMANITIES,147692,WIRE TRANSFER,0,N/A,N/A
201701329349307365,390806261,Central America and the Caribbean,Research Subaward,163726,WIRE
201701329349307365,390806261,Europe (Including Iceland and Greenland),RESEARCH SUBAWARD,150562,CHECK
201701329349307365,390806261,Europe (Including Iceland and Greenland),RESEARCH SUBAWARD,45825,WIRE
201701329349307365,390806261,North America,Research Subaward,95076,CHECK
201701329349307365,390806261,Russia and the Newly Independent States,RESEARCH SUBAWARD,295622,WIRE
201701329349307365,390806261,Europe (Including Iceland and Greenland),RESEARCH SUBAWARD,7873,WIRE
201701329349307365,390806261,Europe (Including Iceland and Greenland),RESEARCH SUBAWARD,23643,WIRE
201731359349303788,550665758,SOUTH ASIA,INSTRUCTION,6046,CHECK
201731359349303788,550665758,SUB-SAHARAN AFRICA,RESEARCH,27615,CHECK
201731359349303788,550665758,SUB-SAHARAN AFRICA,RESEARCH,33250,CHECK
201731359349303788,550665758,CENTRAL AMERICA & THE CARRIBEAN,RESEARCH,10000,CHECK
201701359349304835,030179403,South Asia,GENERAL SUPPORT,9000
201701359349304835,030179403,South Asia,GENERAL SUPPORT,9000
201701359349304835,030179403,Central America and the Caribbean,GENERAL SUPPORT,7000
201701329349303175,042103578,"North America (including Canada and Mexico, but not the United States)",Sub-award for grant research,61503,Check
201701329349301270,250965591,EAST ASIA AND THE PACIFIC,RESEARCH SUBCONTRACT.,722398,WIRE/CHECK
201701329349301270,250965591,EUROPE,RESEARCH SUBCONTRACT.,2175596,WIRE/CHECK
201701329349301270,250965591,MIDDLE EAST AND NORTH AFRICA,RESEARCH SUBCONTRACT.,124814,WIRE/CHECK
201701329349301270,250965591,NORTH AMERICA,RESEARCH SUBCONTRACT.,332037,WIRE/CHECK
201701329349301270,250965591,SOUTH AMERICA,RESEARCH SUBCONTRACT.,128247,WIRE/CHECK
201701329349301270,250965591,SOUTH ASIA,RESEARCH SUBCONTRACT.,152623,WIRE/CHECK
201701329349301270,250965591,SUB-SAHARAN AFRICA,RESEARCH SUBCONTRACT,327748,WIRE/CHECK
201731319349301563,231353385,East Asia,Poverty Relief,8442,Wire Transfer,100,Used Clothing,FMV
201721329349300512,042103580,East Asia and the Pacific,SPONSORED RESEARCH SUB-AWARD,312544,EFT OR CHECK
201721329349300512,042103580,East Asia and the Pacific,SPONSORED RESEARCH SUB-AWARD,299067,EFT OR CHECK
201721329349300512,042103580,East Asia and the Pacific,SPONSORED RESEARCH SUB-AWARD,176410,EFT OR CHECK
201721329349300512,042103580,East Asia and the Pacific,SPONSORED RESEARCH SUB-AWARD,166937,EFT OR CHECK
201721329349300512,042103580,East Asia and the Pacific,SPONSORED RESEARCH SUB-AWARD,79979,EFT OR CHECK
201721329349300512,042103580,East Asia and the Pacific,SPONSORED RESEARCH SUB-AWARD,70890,EFT OR CHECK
201721329349300512,042103580,East Asia and the Pacific,SPONSORED RESEARCH SUB-AWARD,51284,EFT OR CHECK
201721329349300512,042103580,East Asia and the Pacific,SPONSORED RESEARCH SUB-AWARD,41613,EFT OR CHECK
201721329349300512,042103580,East Asia and the Pacific,SPONSORED RESEARCH SUB-AWARD,39279,EFT OR CHECK
201721329349300512,042103580,East Asia and the Pacific,SPONSORED RESEARCH SUB-AWARD,38847,EFT OR CHECK
201721329349300512,042103580,East Asia and the Pacific,SPONSORED RESEARCH SUB-AWARD,33787,EFT OR CHECK
201721329349300512,042103580,East Asia and the Pacific,SPONSORED RESEARCH SUB-AWARD,33720,EFT OR CHECK
201721329349300512,042103580,East Asia and the Pacific,SPONSORED RESEARCH SUB-AWARD,33150,EFT OR CHECK
201721329349300512,042103580,East Asia and the Pacific,SPONSORED RESEARCH SUB-AWARD,26999,EFT OR CHECK
201721329349300512,042103580,East Asia and the Pacific,SPONSORED RESEARCH SUB-AWARD,26991,EFT OR CHECK
201721329349300512,042103580,East Asia and the Pacific,SPONSORED RESEARCH SUB-AWARD,24868,EFT OR CHECK
201721329349300512,042103580,East Asia and the Pacific,SPONSORED RESEARCH SUB-AWARD,18417,EFT OR CHECK
201721329349300512,042103580,Europe (Including Iceland and Greenland),SPONSORED RESEARCH SUB-AWARD,649743,EFT OR CHECK
201721329349300512,042103580,Europe (Including Iceland and Greenland),SPONSORED RESEARCH SUB-AWARD,354928,EFT OR CHECK
201721329349300512,042103580,Europe (Including Iceland and Greenland),SPONSORED RESEARCH SUB-AWARD,286070,EFT OR CHECK
201721329349300512,042103580,Europe (Including Iceland and Greenland),SPONSORED RESEARCH SUB-AWARD,276580,EFT OR CHECK
201721329349300512,042103580,Europe (Including Iceland and Greenland),SPONSORED RESEARCH SUB-AWARD,244785,EFT OR CHECK
201721329349300512,042103580,Europe (Including Iceland and Greenland),SPONSORED RESEARCH SUB-AWARD,203000,EFT OR CHECK
201721329349300512,042103580,Europe (Including Iceland and Greenland),SPONSORED RESEARCH SUB-AWARD,191427,EFT OR CHECK
201721329349300512,042103580,Europe (Including Iceland and Greenland),SPONSORED RESEARCH SUB-AWARD,167467,EFT OR CHECK
201721329349300512,042103580,Europe (Including Iceland and Greenland),SPONSORED RESEARCH SUB-AWARD,135784,EFT OR CHECK
201721329349300512,042103580,Europe (Including Iceland and Greenland),SPONSORED RESEARCH SUB-AWARD,120791,EFT OR CHECK
201721329349300512,042103580,Europe (Including Iceland and Greenland),SPONSORED RESEARCH SUB-AWARD,115000,EFT OR CHECK
201721329349300512,042103580,Europe (Including Iceland and Greenland),SPONSORED RESEARCH SUB-AWARD,84795,EFT OR CHECK
201721329349300512,042103580,Europe (Including Iceland and Greenland),SPONSORED RESEARCH SUB-AWARD,73940,EFT OR CHECK
201721329349300512,042103580,Europe (Including Iceland and Greenland),SPONSORED RESEARCH SUB-AWARD,73409,EFT OR CHECK
201721329349300512,042103580,Europe (Including Iceland and Greenland),SPONSORED RESEARCH SUB-AWARD,72032,EFT OR CHECK
201721329349300512,042103580,Europe (Including Iceland and Greenland),SPONSORED RESEARCH SUB-AWARD,66891,EFT OR CHECK
201721329349300512,042103580,Europe (Including Iceland and Greenland),SPONSORED RESEARCH SUB-AWARD,59062,EFT OR CHECK
201721329349300512,042103580,Europe (Including Iceland and Greenland),SPONSORED RESEARCH SUB-AWARD,56778,EFT OR CHECK
201721329349300512,042103580,Europe (Including Iceland and Greenland),SPONSORED RESEARCH SUB-AWARD,56749,EFT OR CHECK
201721329349300512,042103580,Europe (Including Iceland and Greenland),SPONSORED RESEARCH SUB-AWARD,55297,EFT OR CHECK
201721329349300512,042103580,Europe (Including Iceland and Greenland),SPONSORED RESEARCH SUB-AWARD,53289,EFT OR CHECK
201721329349300512,042103580,Europe (Including Iceland and Greenland),SPONSORED RESEARCH SUB-AWARD,40000,EFT OR CHECK
201721329349300512,042103580,Europe (Including Iceland and Greenland),SPONSORED RESEARCH SUB-AWARD,34402,EFT OR CHECK
201721329349300512,042103580,Europe (Including Iceland and Greenland),SPONSORED RESEARCH SUB-AWARD,27354,EFT OR CHECK
201721329349300512,042103580,Europe (Including Iceland and Greenland),SPONSORED RESEARCH SUB-AWARD,25652,EFT OR CHECK
201721329349300512,042103580,Europe (Including Iceland and Greenland),SPONSORED RESEARCH SUB-AWARD,24917,EFT OR CHECK
201721329349300512,042103580,Europe (Including Iceland and Greenland),SPONSORED RESEARCH SUB-AWARD,22312,EFT OR CHECK
201721329349300512,042103580,Europe (Including Iceland and Greenland),SPONSORED RESEARCH SUB-AWARD,21600,EFT OR CHECK
201721329349300512,042103580,Europe (Including Iceland and Greenland),SPONSORED RESEARCH SUB-AWARD,20334,EFT OR CHECK
201721329349300512,042103580,Europe (Including Iceland and Greenland),SPONSORED RESEARCH SUB-AWARD,19845,EFT OR CHECK
201721329349300512,042103580,Europe (Including Iceland and Greenland),SPONSORED RESEARCH SUB-AWARD,15000,EFT OR CHECK
201721329349300512,042103580,Europe (Including Iceland and Greenland),SPONSORED RESEARCH SUB-AWARD,15000,EFT OR CHECK
201721329349300512,042103580,Europe (Including Iceland and Greenland),SPONSORED RESEARCH SUB-AWARD,6053,EFT OR CHECK
201721329349300512,042103580,Middle East and North Africa,SPONSORED RESEARCH SUB-AWARD,187952,EFT OR CHECK
201721329349300512,042103580,Middle East and North Africa,SPONSORED RESEARCH SUB-AWARD,27138,EFT OR CHECK
201721329349300512,042103580,Middle East and North Africa,SPONSORED RESEARCH SUB-AWARD,10887,EFT OR CHECK
201721329349300512,042103580,Middle East and North Africa,SPONSORED RESEARCH SUB-AWARD,9612,EFT OR CHECK
201721329349300512,042103580,North America (Canada & Mexico only),SPONSORED RESEARCH SUB-AWARD,200414,EFT OR CHECK
201721329349300512,042103580,North America (Canada & Mexico only),SPONSORED RESEARCH SUB-AWARD,169608,EFT OR CHECK
201721329349300512,042103580,North America (Canada & Mexico only),SPONSORED RESEARCH SUB-AWARD,125265,EFT OR CHECK
201721329349300512,042103580,North America (Canada & Mexico only),SPONSORED RESEARCH SUB-AWARD,115608,EFT OR CHECK
201721329349300512,042103580,North America (Canada & Mexico only),SPONSORED RESEARCH SUB-AWARD,74306,EFT OR CHECK
201721329349300512,042103580,North America (Canada & Mexico only),SPONSORED RESEARCH SUB-AWARD,64704,EFT OR CHECK
201721329349300512,042103580,North America (Canada & Mexico only),SPONSORED RESEARCH SUB-AWARD,24363,EFT OR CHECK
201721329349300512,042103580,North America (Canada & Mexico only),SPONSORED RESEARCH SUB-AWARD,23844,EFT OR CHECK
201721329349300512,042103580,North America (Canada & Mexico only),SPONSORED RESEARCH SUB-AWARD,20625,EFT OR CHECK
201721329349300512,042103580,Russia and Neighboring States,SPONSORED RESEARCH SUB-AWARD,95783,EFT OR CHECK
201721329349300512,042103580,Russia and Neighboring States,SPONSORED RESEARCH SUB-AWARD,43007,EFT OR CHECK
201721329349300512,042103580,South America,SPONSORED RESEARCH SUB-AWARD,1232994,EFT OR CHECK
201721329349300512,042103580,South America,SPONSORED RESEARCH SUB-AWARD,51588,EFT OR CHECK
201721329349300512,042103580,South America,SPONSORED RESEARCH SUB-AWARD,5080,EFT OR CHECK
201721329349300512,042103580,South Asia,SPONSORED RESEARCH SUB-AWARD,703681,EFT OR CHECK
201721329349300512,042103580,South Asia,SPONSORED RESEARCH SUB-AWARD,293240,EFT OR CHECK
201721329349300512,042103580,South Asia,SPONSORED RESEARCH SUB-AWARD,278698,EFT OR CHECK
201721329349300512,042103580,South Asia,SPONSORED RESEARCH SUB-AWARD,161956,EFT OR CHECK
201721329349300512,042103580,South Asia,SPONSORED RESEARCH SUB-AWARD,150371,EFT OR CHECK
201721329349300512,042103580,South Asia,SPONSORED RESEARCH SUB-AWARD,145357,EFT OR CHECK
201721329349300512,042103580,South Asia,SPONSORED RESEARCH SUB-AWARD,97786,EFT OR CHECK
201721329349300512,042103580,South Asia,SPONSORED RESEARCH SUB-AWARD,75681,EFT OR CHECK
201721329349300512,042103580,South Asia,SPONSORED RESEARCH SUB-AWARD,71292,EFT OR CHECK
201721329349300512,042103580,South Asia,SPONSORED RESEARCH SUB-AWARD,23458,EFT OR CHECK
201721329349300512,042103580,South Asia,SPONSORED RESEARCH SUB-AWARD,20428,EFT OR CHECK
201721329349300512,042103580,South Asia,SPONSORED RESEARCH SUB-AWARD,20005,EFT OR CHECK
201721329349300512,042103580,South Asia,SPONSORED RESEARCH SUB-AWARD,11000,EFT OR CHECK
201721329349300512,042103580,Sub-Saharan Africa,SPONSORED RESEARCH SUB-AWARD,6144353,EFT OR CHECK
201721329349300512,042103580,Sub-Saharan Africa,SPONSORED RESEARCH SUB-AWARD,810517,EFT OR CHECK
201721329349300512,042103580,Sub-Saharan Africa,SPONSORED RESEARCH SUB-AWARD,484457,EFT OR CHECK
201721329349300512,042103580,Sub-Saharan Africa,SPONSORED RESEARCH SUB-AWARD,453678,EFT OR CHECK
201721329349300512,042103580,Sub-Saharan Africa,SPONSORED RESEARCH SUB-AWARD,303604,EFT OR CHECK
201721329349300512,042103580,Sub-Saharan Africa,SPONSORED RESEARCH SUB-AWARD,193839,EFT OR CHECK
201721329349300512,042103580,Sub-Saharan Africa,SPONSORED RESEARCH SUB-AWARD,187081,EFT OR CHECK
201721329349300512,042103580,Sub-Saharan Africa,SPONSORED RESEARCH SUB-AWARD,159522,EFT OR CHECK
201721329349300512,042103580,Sub-Saharan Africa,SPONSORED RESEARCH SUB-AWARD,151369,EFT OR CHECK
201721329349300512,042103580,Sub-Saharan Africa,SPONSORED RESEARCH SUB-AWARD,86266,EFT OR CHECK
201721329349300512,042103580,Sub-Saharan Africa,SPONSORED RESEARCH SUB-AWARD,73021,EFT OR CHECK
201721329349300512,042103580,Sub-Saharan Africa,SPONSORED RESEARCH SUB-AWARD,42564,EFT OR CHECK
201721329349300512,042103580,Sub-Saharan Africa,SPONSORED RESEARCH SUB-AWARD,32854,EFT OR CHECK
201721329349300512,042103580,Sub-Saharan Africa,SPONSORED RESEARCH SUB-AWARD,21269,EFT OR CHECK
201721329349300512,042103580,Sub-Saharan Africa,SPONSORED RESEARCH SUB-AWARD,13740,EFT OR CHECK
201721329349300512,042103580,Sub-Saharan Africa,SPONSORED RESEARCH SUB-AWARD,12298,EFT OR CHECK
201721329349300512,042103580,Sub-Saharan Africa,SPONSORED RESEARCH SUB-AWARD,6496,EFT OR CHECK
201741309349300429,042104230,Europe (Including Iceland and Greenland),140079,CHECK
201711329349301516,383071514,Europe (including Iceland and Greenland),RESEARCH,19011,WIRE TRANSFER
201711329349301516,383071514,"North America (including Canada and Mexico, but not the United States)",PUBLIC SERVICE,18985,CHECK
201711329349301516,383071514,Sub-Saharan Africa,PUBLIC SERVICE,304538,WIRE TRANSFER
201711329349305041,390806251,Sub-Saharan Africa,Research,5670,wire,FMV
201741359349302949,200909475,"EAST ASIA AND THE PACIFIC - AUSTRALIA, BRUNEI, BURMA, CAMBODIA,",TRAINING CENTER PURCHASE,314000,WIRE TRANSFER
201741319349303099,530196584,Sub-Saharan Africa,SUBAWARD,385000,EFT
201741319349303099,530196584,Sub-Saharan Africa,SUBAWARD,16000,EFT
201741319349303099,530196584,East Asia and the Pacific,SUBAWARD,211000,EFT
201741319349303099,530196584,South America,SUBAWARD,164000,EFT
201741319349303099,530196584,Middle East and North Africa,SUBAWARD,60000,EFT
201741319349303099,530196584,South America,SUBAWARD,28000,EFT
201741319349303099,530196584,North America,SUBAWARD,46000,EFT
201741319349303099,530196584,Europe (Including Iceland and Greenland),SUBAWARD,279000,EFT
201741319349303099,530196584,Sub-Saharan Africa,SUBAWARD,40000,EFT
201741319349303099,530196584,Sub-Saharan Africa,SUBAWARD,40000,EFT
201741319349303099,530196584,East Asia and the Pacific,SUBAWARD,98000,EFT
201741319349303099,530196584,Sub-Saharan Africa,SUBAWARD,17000,EFT
201741319349303099,530196584,East Asia and the Pacific,SUBAWARD,117000,EFT
201741319349303099,530196584,Europe (Including Iceland and Greenland),SUBAWARD,168000,EFT
201741319349303099,530196584,North America,SUBAWARD,30000,EFT
201741319349303099,530196584,North America,SUBAWARD,1259000,EFT
201741319349303099,530196584,East Asia and the Pacific,SUBAWARD,141000,EFT
201741319349303099,530196584,Sub-Saharan Africa,SUBAWARD,8000,EFT
201741319349303099,530196584,Europe (Including Iceland and Greenland),SUBAWARD,22000,EFT
201741319349303099,530196584,Central America and the Caribbean,SUBAWARD,42000,EFT
201741319349303099,530196584,South America,SUBAWARD,16000,EFT
201741319349303099,530196584,Europe (Including Iceland and Greenland),SUBAWARD,30000,EFT
201741319349303099,530196584,East Asia and the Pacific,SUBAWARD,7000,EFT
201721319349305802,042103634,Sub-Saharan Africa,Subcontract Research Grant,65185,WIRE
201721319349305802,042103634,Sub-Saharan Africa,Subcontract Research Grant,554021,WIRE
201721319349305802,042103634,South Asia,Subcontract Research Grant,396673,WIRE
201721319349305802,042103634,Europe (Including Iceland and Greenland),Subcontract Research Grant,26319,WIRE
201721319349305802,042103634,Europe (Including Iceland and Greenland),Subcontract Research Grant,10569,CHECK
201721319349305802,042103634,South Asia,Subcontract Research Grant,136355,WIRE
201721319349305802,042103634,East Asia and the Pacific,Subcontract Research Grant,177665,WIRE
201721319349305802,042103634,South Asia,Subcontract Research Grant,205095,WIRE
201721319349305802,042103634,Middle East and North Africa,Subcontract Research Grant,70593,WIRE
201721319349305802,042103634,Middle East and North Africa,Subcontract Research Grant,43802,CHECK
201721319349305802,042103634,Europe (Including Iceland and Greenland),Subcontract Research Grant,21063,CHECK
201721319349305802,042103634,Europe (Including Iceland and Greenland),Subcontract Research Grant,115054,WIRE
201721319349305802,042103634,Europe (Including Iceland and Greenland),Subcontract Research Grant,311966,WIRE
201721319349305802,042103634,East Asia and the Pacific,Subcontract Research Grant,8767,WIRE
201721319349305802,042103634,Sub-Saharan Africa,Subcontract Research Grant,33660,WIRE
201721319349305802,042103634,Europe (Including Iceland and Greenland),Subcontract Research Grant,11121,WIRE
201721319349305802,042103634,Sub-Saharan Africa,Subcontract Research Grant,42299,WIRE
201721319349305802,042103634,Europe (Including Iceland and Greenland),Subcontract Research Grant,73294,WIRE
201721319349305802,042103634,Sub-Saharan Africa,Subcontract Research Grant,155219,WIRE
201721319349305802,042103634,South Asia,Subcontract Research Grant,20000,WIRE
201721319349305802,042103634,North America (Canada & Mexico only),Subcontract Research Grant,37269,WIRE
201721319349305802,042103634,Sub-Saharan Africa,International Program Advances,192278,WIRE
201721319349305802,042103634,Sub-Saharan Africa,Subcontract Research Grant,189078,WIRE
201721319349305802,042103634,Sub-Saharan Africa,Subcontract Research Grant,29010,WIRE
201721319349305802,042103634,Sub-Saharan Africa,Subcontract Research Grant,46355,WIRE
201721319349305802,042103634,Sub-Saharan Africa,Subcontract Research Grant,77030,WIRE
201721319349305802,042103634,Sub-Saharan Africa,Subcontract Research Grant,109516,WIRE
201721319349305802,042103634,South Asia,Subcontract Research Grant,67111,WIRE
201721319349305802,042103634,Sub-Saharan Africa,Subcontract Research Grant,28940,WIRE
201721319349305802,042103634,Sub-Saharan Africa,Subcontract Research Grant,30673,WIRE
201721319349305802,042103634,East Asia and the Pacific,Subcontract Research Grant,69483,WIRE
201721319349305802,042103634,Sub-Saharan Africa,Subcontract Research Grant,10043,WIRE
201721319349305802,042103634,Europe (Including Iceland and Greenland),Subcontract Research Grant,58335,WIRE
201721319349305802,042103634,Sub-Saharan Africa,Subcontract Research Grant,35964,WIRE
201721319349305802,042103634,Sub-Saharan Africa,Subcontract Research Grant,14925,WIRE
201721319349305802,042103634,Sub-Saharan Africa,International Program Advances,92500,WIRE
201721319349305802,042103634,South Asia,Subcontract Research Grant,52726,WIRE
201721319349305802,042103634,Europe (Including Iceland and Greenland),Subcontract Research Grant,54784,WIRE
201721319349305802,042103634,Sub-Saharan Africa,International Program Advances,261871,WIRE
201721319349305802,042103634,Sub-Saharan Africa,Subcontract Research Grant,225677,WIRE
201721319349305802,042103634,Sub-Saharan Africa,Subcontract Research Grant,15484,WIRE
201721319349305802,042103634,Sub-Saharan Africa,Subcontract Research Grant,11236,WIRE
201721319349305802,042103634,Sub-Saharan Africa,Subcontract Research Grant,9900,WIRE
201721319349305802,042103634,Sub-Saharan Africa,Subcontract Research Grant,12360,WIRE
201721319349305802,042103634,Sub-Saharan Africa,Subcontract Research Grant,12360,WIRE
201721319349305802,042103634,Sub-Saharan Africa,Subcontract Research Grant,12900,WIRE
201721319349305802,042103634,Sub-Saharan Africa,Subcontract Research Grant,10157,WIRE
201721319349305802,042103634,Sub-Saharan Africa,Subcontract Research Grant,886101,WIRE
201721319349305802,042103634,Europe (Including Iceland and Greenland),Subcontract Research Grant,15000,WIRE
201721319349305802,042103634,Sub-Saharan Africa,Subcontract Research Grant,10000,WIRE
201721319349305802,042103634,East Asia and the Pacific,Subcontract Research Grant,14000,WIRE
201721319349305802,042103634,Europe (Including Iceland and Greenland),Subcontract Research Grant,100905,CHECK
201721319349305802,042103634,Sub-Saharan Africa,International Program Advances,77350,WIRE
201731309349301043,381366958,"Central America and the Caribbean - Antigua & Barbuda, Aruba, Bahamas,",TUITION PAYMENT FOR STUDY ABOARD PROGRAMS,71068,WIRE TRANSFER,CASH
201711329349302626,520595110,CENTRAL AMERICA AND THE CARIBBEAN,SPONSORED RESEARCH - SUB AWARD,416595,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,CENTRAL AMERICA AND THE CARIBBEAN,SPONSORED RESEARCH - SUB AWARD,340174,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,CENTRAL AMERICA AND THE CARIBBEAN,SPONSORED RESEARCH - SUB AWARD,197070,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,CENTRAL AMERICA AND THE CARIBBEAN,SPONSORED RESEARCH - SUB AWARD,145298,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,CENTRAL AMERICA AND THE CARIBBEAN,SPONSORED RESEARCH - SUB AWARD,142353,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,CENTRAL AMERICA AND THE CARIBBEAN,SPONSORED RESEARCH - SUB AWARD,137845,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,CENTRAL AMERICA AND THE CARIBBEAN,SPONSORED RESEARCH - SUB AWARD,136092,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,CENTRAL AMERICA AND THE CARIBBEAN,SPONSORED RESEARCH - SUB AWARD,109831,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,CENTRAL AMERICA AND THE CARIBBEAN,SPONSORED RESEARCH - SUB AWARD,106584,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,CENTRAL AMERICA AND THE CARIBBEAN,SPONSORED RESEARCH - SUB AWARD,74189,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,CENTRAL AMERICA AND THE CARIBBEAN,SPONSORED RESEARCH - SUB AWARD,72286,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,CENTRAL AMERICA AND THE CARIBBEAN,SPONSORED RESEARCH - SUB AWARD,62354,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,CENTRAL AMERICA AND THE CARIBBEAN,SPONSORED RESEARCH - SUB AWARD,46753,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,CENTRAL AMERICA AND THE CARIBBEAN,SPONSORED RESEARCH - SUB AWARD,26951,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,CENTRAL AMERICA AND THE CARIBBEAN,SPONSORED RESEARCH - SUB AWARD,25211,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,CENTRAL AMERICA AND THE CARIBBEAN,SPONSORED RESEARCH - SUB AWARD,8229,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,1108049,WIRE TRANSFER,N/A,N/A
