object_id,ein,RltdOrgnztnNm_BsnssNmLn1Txt,USAddrss_AddrssLn1Txt,USAddrss_CtyNm,USAddrss_SttAbbrvtnCd,USAddrss_ZIPCd,IdRltdOrgTxblPrtnrshp_EIN,IdRltdOrgTxblPrtnrshp_PrmryActvtsTxt,IdRltdOrgTxblPrtnrshp_LglDmclSttCd,DrctCntrllngEnttyNm_BsnssNmLn1Txt,IdRltdOrgTxblPrtnrshp_PrdmnntIncmTxt,IdRltdOrgTxblPrtnrshp_ShrOfTtlIncmAmt,IdRltdOrgTxblPrtnrshp_ShrOfEOYAsstsAmt,IdRltdOrgTxblPrtnrshp_DsprprtntAllctnsInd,IdRltdOrgTxblPrtnrshp_GnrlOrMngngPrtnrInd,IdRltdOrgTxblPrtnrshp_OwnrshpPct
201930659349300838,520591694,WMC CONFERENCE CENTER LP,2 COLLEGE HILL,WESTMINSTER,MD,21157,521698697,HOTEL SERVICES,MD,N/A
201942179349300099,060646813,NAZARETH MEDICAL OFFICE BUILDING ASSOCIATES LP,C/O NAZARETH HOSP 2601 HOLME AVE,PHILADELPHIA,PA,19152,232388040,MEDICAL OFFICE BUILDING,PA,N/A
201942179349300099,060646813,OSWEGO HEALTH HOME CARE LLC,113 SCHUYLER STREET,FULTON,NY,13069,472463736,HOME HEALTH CARE,NY,N/A
201942179349300099,060646813,PHYSICIANS OUTPATIENT SURGERY CENTER LLC,1000 NE 56TH STREET,OAKLAND PARK,FL,33334,352325646,AMBULATORY SURGERY CENTER,FL,N/A
201942179349300099,060646813,PRIMARY CARE PHYSICIAN CENTER LLC,1445 ROSS AVENUE SUITE 1400,DALLAS,TX,75202,364038505,OFFICE BUILDING RENTAL,IL,N/A
201942179349300099,060646813,RADISSON SJH PROPERTIES LLC,5000 CAMPUSWOOD DRIVE SUITE 100,EAST SYRACUSE,NY,13057,461892799,MEDICAL OFFICE BUILDING,NY,N/A
201942179349300099,060646813,SARMED OUTPATIENT PHARMACY LLC,999 N CURTIS RD STE 102,BOISE,ID,83706,510483218,PHARMACY,ID,N/A
201942179349300099,060646813,SIXTY FOURTH STREET LLC,2373 64TH ST STE 2200,BYRON CENTER,MI,49315,202443646,PROVIDE OUTPATIENT SURGICAL CARE,MI,N/A
201942179349300099,060646813,SJLS LLC,7650 SE 27TH ST STE 200,MERCER ISLAND,WA,98040,201796650,DIALYSIS SERVICES,NY,N/A
201942179349300099,060646813,SJV MANAGEMENT LLC,200 CENTURY PKWY STE 200E,MOUNT LAUREL,NJ,08054,202273476,RADIOLOGY,NJ,N/A
201942179349300099,060646813,SMMC MOB II LP,1201 LANGHORNE-NEWTOWN ROAD,LANGHORNE,PA,19047,364559869,INVESTMENT AND OPERATION OF A MEDICAL BUILDING,PA,N/A
201942179349300099,060646813,ST AGNES LONG-TERM INTENSIVE CARE LLP,C/O MHS ONE WEST ELM ST STE 100,CONSHOHOCKEN,PA,19428,200984882,LONG TERM INTENSIVE CARE,PA,N/A
201942179349300099,060646813,ST ALPHONSUS CALDWELL CANCER CTR LLC,3123 MEDICAL DR,CALDWELL,ID,83605,820526861,HEALTH CARE SERVICES,ID,N/A
201942179349300099,060646813,ST ANN'S MEDICAL OFFICE BLDG II LIMITED PARTNERSHIP,6150 EAST BROAD STREET,COLUMBUS,OH,43213,311603660,MEDICAL OFFICE BUILDING RENTAL,OH,N/A
201942179349300099,060646813,ST JOSEPH'S IMAGING ASSOCIATES PLLC,104 UNION AVE SUITE 905,SYRACUSE,NY,13203,161104293,RADIOLOGY SERVICES,NY,N/A
201942179349300099,060646813,ST MARY REHABILITATION HOSPITAL LLP,680 SOUTH FOURTH STREET,LOUISVILLE,KY,40202,273938747,HEALTH CARE SERVICES,DE,N/A
201942179349300099,060646813,ST PETER'S AMBULATORY SURGERY CENTER LLC,1375 WASHINGTON AVENUE STE 201,ALBANY,NY,12206,460463892,OUTPATIENT SURGERY,NY,N/A
201942179349300099,060646813,TAMARACK MEDICAL CLINIC LLC,402 LAKE CASCADE PARKWAY,CASCADE,ID,83611,201637921,OUTPATIENT MEDICAL SERVICES,ID,N/A
201942179349300099,060646813,THE AMBULATORY SURGERY CENTER AT ST MARY LLC,1203 LANGHORNE-NEWTOWN ROAD,LANGHORNE,PA,19047,272871206,OUTPATIENT SURGERY,PA,N/A
201942179349300099,060646813,WOODLAND IMAGING CENTER LLC,5301 E HURON RIVER DR,ANN ARBOR,MI,48106,760820959,RADIOLOGY/ IMAGING,MI,N/A
201941339349305979,150532254,ADVENT REHABILITATION LLC,607 DEWEY AVENUE SUITE 300,GRAND RAPIDS,MI,49504,383306673,REHABILITATION THERAPY SERVICES,MI,N/A
201941339349305979,150532254,BIG RUN MEDICAL OFFICE BUILDING LIMITED PARTNERSHIP,6150 EAST BROAD STREET,COLUMBUS,OH,43213,311608125,MEDICAL OFFICE BUILDING RENTAL,OH,N/A
201941339349305979,150532254,CATHERINE HORAN BUILDING ASSOCIATES LP,1221 MAIN STREET SUITE 105,HOLYOKE,MA,01040,042723429,PROPERTY MANAGEMENT,MA,N/A
201941339349305979,150532254,CENTENNIAL SURGUNIT LLC,502 CENTENNIAL BLVD SUITE 1,VOORHEES,NJ,08043,223580847,HEALTH CARE SERVICES,NJ,N/A
201941339349305979,150532254,CENTER FOR DIGESTIVE CARE LLC,5300 ELLIOTT DRIVE,YPSILANTI,MI,48197,030447062,PROVIDE GASTROINTESTINAL SERVICES,MI,N/A
201941339349305979,150532254,CENTRAL NEW JERSEY HEART SERVICES LLC,45 SAPPHIRE DRIVE,PRINCETON,NJ,08550,208525458,CARDIAC PROGRAM,NJ,N/A
201941339349305979,150532254,CLINTON IMAGING SERVICES LLC,615 VALLEY VIEW DR STE 202,MOLINE,IL,61265,412044739,MRI DIAGNOSTIC SERVICES,IA,N/A
201941339349305979,150532254,DIAGNOSTIC IMAGING OF SOUTHBURY LLC,385 MAIN STREET SOUTH,SOUTHBURY,CT,06488,061487582,IMAGING CENTER,CT,N/A
201941339349305979,150532254,FOREST PARK IMAGING LLC,1000 4TH STREET SW,MASON CITY,IA,50401,134365966,X-RAY AND MAMMOGRAPHY SERVICES,IA,N/A
201941339349305979,150532254,FRANCES WARDE MEDICAL LABORATORY,300 WEST TEXTILE ROAD,ANN ARBOR,MI,48104,382648446,LABORATORY,MI,N/A
201941339349305979,150532254,GATEWAY HEALTH PLAN LP,444 LIBERTY AVE SUITE 2100,PITTSBURGH,PA,15222,251691945,MEDICAID & MEDICARE/SPECIAL NEEDS MANAGED CARE ORGANIZATION,PA,N/A
201941339349305979,150532254,GREATER HARTFORD LITHOTRIPSY LLC,114 WOODLAND ST,HARTFORD,CT,06105,061578891,LITHOTRIPSY SERVICES,CT,N/A
201941339349305979,150532254,HAWARDEN REGIONAL HEALTH CLINICS LLC,1122 AVENUE L,HAWARDEN,IA,51023,201444339,MEDICAL CLINIC,IA,N/A
201941339349305979,150532254,HEART INSITUTE OF ST MARY LLC,1201 LANGHORNE-NEWTOWN ROAD,LANGHORNE,PA,19047,454903701,CARDIOVASCULAR SERVICES,PA,N/A
201941339349305979,150532254,IDAHO ASC HOLDINGS LLC,1055 N CURTIS ROAD,BOISE,ID,83706,364729605,HOLDING COMPANY FOR AMBULATORY SURGERY,ID,N/A
201941339349305979,150532254,INNOVATIVE HEALTH ALLIANCE OF NEW YORK LLC,14 COLUMBIA CIRCLE DRIVE,ALBANY,NY,12203,465676066,ACCOUNTABLE CARE ORGANIZATION,NY,N/A
201941339349305979,150532254,LOYOLA AMBULATORY SURGERY CENTER AT OAKBROOK LP,569 BROOKWOOD VILLAGE SUITE 901,BIRMINGHAM,AL,35209,364119522,SURGICAL SERVICES,IL,N/A
201941339349305979,150532254,MAGNETIC RESONANCE SERVICES PARTNERSHIP,1416 SIXTH STREET SW,MASON CITY,IA,50401,421328388,MRI SERVICES,IA,N/A
201941339349305979,150532254,MASON CITY AMBULATORY SURGERY CENTER LLC,990 4TH STREET SW,MASON CITY,IA,50401,201960348,SURGERY-SAME DAY,IA,N/A
201941339349305979,150532254,MCE MOB IV LIMITED PARTNERSHIP,6150 EAST BROAD STREET,COLUMBUS,OH,43213,421544707,MEDICAL OFFICE BUILDING RENTAL,OH,N/A
201941339349305979,150532254,MDRMRI TECHNICAL SERVICES LLC,5640 EAST TAFT ROAD 3770,SYRACUSE,NY,13220,161590982,MRI SERVICES,NY,ST JOSEPH'S HOSPITAL HEALTH CENTER,RELATED,119320,198827,0,1,0.40000
201941339349305979,150532254,MEDILUCENT MOB I,6150 EAST BROAD STREET,COLUMBUS,OH,43213,204911370,MEDICAL OFFICE BUILDING RENTAL,OH,N/A
201941339349305979,150532254,MEDWORKS LLC,375 EAST CEDAR STREET,NEWINGTON,CT,06111,061490483,REHABILITATION SERVICES,CT,N/A
201941339349305979,150532254,MERCY ADVANCED MRI LLC,2525 SOUTH MICHIGAN AVE,CHICAGO,IL,60616,262116721,SUBLEASE MRI EQUIPMENT,IL,N/A
201941339349305979,150532254,MERCY HEART CTR OP SERVICES LLC,1000 4TH STREET SW,MASON CITY,IA,50401,134237594,CARDIOVASCULAR SERVICES,IA,N/A
201941339349305979,150532254,MERCYMANOR PARTNERSHIP,PO BOX 10086,TOLEDO,OH,43699,521931012,NURSING HOME,PA,N/A
201941339349305979,150532254,MERCYUSP HEALTH VENTURES LLC,15305 DALLAS PARKWAY STE 1600 LB 28,ADDISON,TX,75001,471290300,OUTPATIENT SURGERY,IA,N/A
201941339349305979,150532254,MOUNT CARMEL EAST POB III LIMITED PARTNERSHIP,6150 EAST BROAD STREET,COLUMBUS,OH,43213,311369473,MEDICAL OFFICE BUILDING RENTAL,OH,N/A
201941339349305979,150532254,NAUGATUCK VALLEY MRI LLC,385 MAIN STREET SOUTH,SOUTHBURY,CT,06488,061239526,IMAGING CENTER,CT,N/A
201941339349305979,150532254,NAZARETH MEDICAL OFFICE BUILDING ASSOCIATES LP,C/O NAZARETH HOSP 2601 HOLME AVE,PHILADELPHIA,PA,19152,232388040,MEDICAL OFFICE BUILDING,PA,N/A
201941339349305979,150532254,OSWEGO HEALTH HOME CARE LLC,113 SCHUYLER STREET,FULTON,NY,13069,472463736,HOME HEALTH CARE,NY,N/A
201941339349305979,150532254,PHYSICIANS OUTPATIENT SURGERY CENTER LLC,1000 NE 56TH STREET,OAKLAND PARK,FL,33334,352325646,AMBULATORY SURGERY CENTER,FL,N/A
201941339349305979,150532254,PRIMARY CARE PHYSICIAN CENTER LLC,1445 ROSS AVENUE SUITE 1400,DALLAS,TX,75202,364038505,OFFICE BUILDING RENTAL,IL,N/A
201941339349305979,150532254,RADISSON SJH PROPERTIES LLC,5000 CAMPUSWOOD DRIVE SUITE 100,EAST SYRACUSE,NY,13057,461892799,MEDICAL OFFICE BUILDING,NY,N/A
201941339349305979,150532254,SARMED OUTPATIENT PHARMACY LLC,999 N CURTIS RD STE 102,BOISE,ID,83706,510483218,PHARMACY,ID,N/A
201941339349305979,150532254,SIXTY FOURTH STREET LLC,2373 64TH ST STE 2200,BYRON CENTER,MI,49315,202443646,PROVIDE OUTPATIENT SURGICAL CARE,MI,N/A
201941339349305979,150532254,SJLS LLC,7650 SE 27TH ST STE 200,MERCER ISLAND,WA,98040,201796650,DIALYSIS SERVICES,NY,N/A
201941339349305979,150532254,SJV MANAGEMENT LLC,200 CENTURY PKWY STE 200E,MOUNT LAUREL,NJ,08054,202273476,RADIOLOGY,NJ,N/A
201941339349305979,150532254,SMMC MOB II LP,1201 LANGHORNE-NEWTOWN ROAD,LANGHORNE,PA,19047,364559869,INVESTMENT AND OPERATION OF A MEDICAL BUILDING,PA,N/A
201941339349305979,150532254,ST AGNES LONG-TERM INTENSIVE CARE LLP,C/O MHS ONE WEST ELM ST STE 100,CONSHOHOCKEN,PA,19428,200984882,LONG TERM INTENSIVE CARE,PA,N/A
201941339349305979,150532254,ST ALPHONSUS CALDWELL CANCER CTR LLC,3123 MEDICAL DR,CALDWELL,ID,83605,820526861,HEALTH CARE SERVICES,ID,N/A
201941339349305979,150532254,ST ANN'S MEDICAL OFFICE BLDG II LIMITED PARTNERSHIP,6150 EAST BROAD STREET,COLUMBUS,OH,43213,311603660,MEDICAL OFFICE BUILDING RENTAL,OH,N/A
201941339349305979,150532254,ST JOSEPH'S IMAGING ASSOCIATES PLLC,104 UNION AVE SUITE 905,SYRACUSE,NY,13203,161104293,RADIOLOGY SERVICES,NY,N/A
201941339349305979,150532254,ST MARY REHABILITATION HOSPITAL LLP,680 SOUTH FOURTH STREET,LOUISVILLE,KY,40202,273938747,HEALTH CARE SERVICES,DE,N/A
201941339349305979,150532254,ST PETER'S AMBULATORY SURGERY CENTER LLC,1375 WASHINGTON AVENUE STE 201,ALBANY,NY,12206,460463892,OUTPATIENT SURGERY,NY,N/A
201941339349305979,150532254,TAMARACK MEDICAL CLINIC LLC,402 LAKE CASCADE PARKWAY,CASCADE,ID,83611,201637921,OUTPATIENT MEDICAL SERVICES,ID,N/A
201941339349305979,150532254,THE AMBULATORY SURGERY CENTER AT ST MARY LLC,1203 LANGHORNE-NEWTOWN ROAD,LANGHORNE,PA,19047,272871206,OUTPATIENT SURGERY,PA,N/A
201941339349305979,150532254,WOODLAND IMAGING CENTER LLC,5301 E HURON RIVER DR,ANN ARBOR,MI,48106,760820959,RADIOLOGY/ IMAGING,MI,N/A
201911409349300641,620202000,STIEGLITZ ART COLLECTION LLC,600 MUSEUM WAY,BENTONVILLE,AR,72712,TN,RELATED,49408933,0,1,0.50000
201941929349301159,135562308,NYU LANGONE DIAGNOSTICS LLC,550 FIRST AVENUE,NEW YORK,NY,10016,301001205,OUTREACH TESTING,NY,NYU LANGONE HEALTH SYSTEM,RELATED,0,0,0.80000
201813239349300406,112673595,KRASNOFF CONSULTATIVE SERVICES LLC,972 BRUSH HOLLOW RD,WESTBURY,NY,11590,262838027,CONSULTING,NY,CARE MGMT GRP
201813239349300406,112673595,ENDOSCOPY CENTER OF LONG ISLAND,972 BRUSH HOLLOW RD,WESTBURY,NY,11590,260000980,MEDICAL SVCS,NY,NSLIJ VENTURES
201813239349300406,112673595,TRUE NORTH URGENT CARE LLC,972 BRUSH HOLLOW RD,WESTBURY,NY,11590,464113494,URGENT CARE,NY,NSLIJ URGENT
201813239349300406,112673595,TRUE NORTH DC LLC,972 BRUSH HOLLOW RD,WESTBURY,NY,11590,464601950,DIALYSIS,NY,RENAL VENTURES
201813239349300406,112673595,SYNERGY HEALTH TRUE NORTH LLC,972 BRUSH HOLLOW RD,WESTBURY,NY,11590,464106483,MEDICAL SVCS,NY,CENTRAL STERILE
201813239349300406,112673595,NORTH SHORE-LIJ AND YALE NEW HAVEN MEDIC,972 BRUSH HOLLOW RD,WESTBURY,NY,11590,464858222,AIR TRANSPORT,NY,NSUH
201813239349300406,112673595,NSLIJ CONTRACT RESEARCH ORG LLC,972 BRUSH HOLLOW RD,WESTBURY,NY,11590,464469806,RESEARCH,NY,HCI
201813239349300406,112673595,NASSAU QUEENS PERFORMING PROVIDER SYSTEM,972 BRUSH HOLLOW RD,WESTBURY,NY,11590,472544821,DSRIP,NY,NA
201813239349300406,112673595,ENDO GROUP LLC,972 BRUSH HOLLOW RD,WESTBURY,NY,11590,200248148,MEDICAL SVCS,NY,VENTURES GCSC
201813239349300406,112673595,HOSPITAL CITY LLC,972 BRUSH HOLLOW RD,WESTBURY,NY,11590,474091780,INACTIVE,DE,NORTHWELL
201813239349300406,112673595,NORTHWELL GENOMIC ALLIANCE LLC,972 BRUSH HOLLOW RD,WESTBURY,NY,11590,810826710,INACTIVE,DE,LABS
201813239349300406,112673595,HEALTH CONNECT TECHNOLIGIES LLC,972 BRUSH HOLLOW RD,WESTBURY,NY,11590,810967200,INACTIVE,NY,NEWPORT HEALTH
201813239349300406,112673595,PHELPS PROFESSIONAL BUILDING CORP LP,777 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,133645137,REAL ESTATE,NY,PHELPS
201813239349300406,112673595,OPTUM 360 LLC,11000 OPTUM CIRCLE,EDEN PRAIRIE,MN,55344,463328307,BILLING,MN,OPTUM
201813239349300406,112673595,Brooklyn Ambulatory Services LLC,972 BRUSH HOLLOW RD,WESTBURY,NY,11590,812910850,MEDICAL SVCS,NY,NORTHWELL HEALT
201813239349300406,112673595,SOUTH SHORE SURGERY CENTER LLC,972 BRUSH HOLLOW RD,WESTBURY,NY,11590,341997077,MEDICAL SVCS,NY,MULITSPECIALTY
201813239349300406,112673595,FORMATIV HEALTH LLC,130 EAST 59TH ST,NEW YORK,NY,10022,813121231,HOLDING CO,DE,MAGNITUDE HOLD
201813239349300406,112673595,FORMATIV HEALTH INTERMEDIATE LLC,130 EAST 59TH ST,NEW YORK,NY,10022,814614788,HOLDING CO,DE,FORMATIV HOLD
201813239349300406,112673595,SUFFOLK SURGERY CENTER,972 BRUSH HOLLOW RD,WESTBURY,NY,11590,200080609,MEDICAL SVCS,NY,MULTISPECIALTY
201813239349300406,112673595,Anesthesia Management Services LLC,972 BRUSH HOLLOW ROAD,WESTBURY,NY,11590,823199065,MEDICAL SVCS,NY,NEA PC
201813239349300406,112673595,Northwell Health Sleep Lab LLC,972 BRUSH HOLLOW ROAD,WESTBURY,NY,11590,821516748,MEDICAL SVCS,NY,SLEEP HLGS
201813239349300406,112673595,Technopath Northwell Health North Americ,972 BRUSH HOLLOW ROAD,WESTBURY,NY,11590,822869458,LAB SVCS,NY,TECHNOPATH USA
201813239349300406,112673595,Richmond ASC LLC,1360 HYLAN BLVD,STATEN ISLAND,NY,10305,472882195,MEDICAL SVCS,NY,CHAPMAN
201813239349300406,112673595,Surgical Specialty Center of Westchester,972 BRUSH HOLLOW ROAD,WESTBURY,NY,11590,814359712,MEDICAL SVCS,NY,NA
201813239349300406,112673595,True North DC Holding LLC,972 BRUSH HOLLOW ROAD,WESTBURY,NY,11590,813347874,MEDICAL SVCS,NY,RENAL VENTURES
201813239349300406,112673595,True North II DC LLC,972 BRUSH HOLLOW ROAD,WESTBURY,NY,11590,352568005,MEDICAL SVCS,NY,DC HOLDING
201813239349300406,112673595,Melville SC LLC,1895 Walt Whitman Road,Melville,NY,11747,203487522,MEDICAL SVCS,NY,Melville ASC
201813239349300406,112673595,True North IV DC LLC,972 BRUSH HOLLOW ROAD,WESTBURY,NY,11590,611816900,MEDICAL SVCS,NY,DC HOLDING
201813239349300406,112673595,True North V DC LLC,972 BRUSH HOLLOW ROAD,WESTBURY,NY,11590,320518811,MEDICAL SVCS,NY,DC HOLDING
201813239349300211,112868878,KRASNOFF CONS SVCS,972 Brush Hollow ROAD,WESTBURY,NY,11590,262838027,CONSULTING,NY,CARE MGT GROUP
201813239349300211,112868878,ENDOSCOPY CTR OF LI,972 BRUSH HOLLoW ROAD,WESTBURY,NY,11590,260000980,MEDICAL SVCS.,NY,NS-LIJ VENTURES
201813239349300211,112868878,TRUE NORTH URG CARE,972 BRUSH HOLLOW ROAD,WESTBURY,NY,11590,464113494,MEDICAL SVCS.,NY,NS-LIJ URG CARE
201813239349300211,112868878,TRUE NORTH DC,972 BRUSH HOLLOW ROAD,WESTBURY,NY,11590,464601950,MEDICAL SVCS.,NY,RENAL VENTURES
201813239349300211,112868878,SYN HLTH TRUE NORTH,972 BRUSH HOLLOW ROAD,WESTBURY,NY,11590,464106483,MEDICAL SVCS.,NY,CENTRAL STERILE
201813239349300211,112868878,NS-LIJ AND YALE NEW HAVEN MEDICAL AIR TR,972 BRUSH HOLLOW ROAD,WESTBURY,NY,11590,464858222,AIR TRANSPORT,NY,NSUH
201813239349300211,112868878,NORTH SHORE-LIJ CONTRACT RESEARCH ORGANI,972 BRUSH HOLLOW ROAD,WESTBURY,NY,11590,464469806,RESEARCH,NY,HEALTH CARE
201813239349300211,112868878,NASSAU QUEENS PERFORMING PROVIDER SYSTEM,972 BRUSH HOLLOW ROAD,WESTBURY,NY,11590,472544821,DSRIP,NY,NA
201813239349300211,112868878,Endo Group LLC,972 Brush Hollow Rd,WESTBURY,NY,11590,200248148,Medical Svcs,NY,VENTURES GCSC
201813239349300211,112868878,Hospital City LLC,972 Brush Hollow Rd,WESTBURY,NY,11590,474091780,INACTIVE,DE,NORTHWELL HEALT
201813239349300211,112868878,Northwell Genomic Alliance LLC,972 Brush Hollow Rd,WESTBURY,NY,11590,810826710,INACTIVE,DE,NW LABS
201813239349300211,112868878,Health Connect Technologies LLC,972 Brush Hollow Rd,WESTBURY,NY,11590,810967200,INACTIVE,NY,NEWPORT HEALTH
201813239349300211,112868878,Phelps Professional Building Corp LP,777 North Broadway,SLEEPY HOLLOW,NY,10591,133645137,REAL ESTATE,NY,PMHA
201813239349300211,112868878,OPTUM 360 LLC,11000 OPTUM CIRCLE,EDEN PRAIRIE,MN,55344,463328307,BILLING,MN,OPTUM
201813239349300211,112868878,Brooklyn Ambulatory Services LLC,972 BRUSH HOLLOW RD,WESTBURY,NY,11590,812910850,MEDICAL SVCS,NY,NW HEALTH
201813239349300211,112868878,SOUTH SHORE SURGERY CENTER LLC,972 BRUSH HOLLOW RD,WESTBURY,NY,11590,341997077,MEDICAL SVCS,NY,MULITSPECIALTY
201813239349300211,112868878,FORMATIV HEALTH LLC,972 BRUSH HOLLOW RD,WESTBURY,NY,11590,813121231,HOLDING CO,DE,MAGNITUDE HOLD
201813239349300211,112868878,FORMATIV HEALTH INTERMEDIATE LLC,972 BRUSH HOLLOW RD,WESTBURY,NY,11590,814614788,HOLDING CO,DE,FM HEALTH HOLD
201813239349300211,112868878,SUFFOLK SURGERY CENTER,972 BRUSH HOLLOW RD,WESTBURY,NY,11590,200080609,MEDICAL SVCS,NY,MULTISPECIALTY
201813239349300211,112868878,Anesthesia Management Services LLC,972 BRUSH HOLLOW ROAD,WESTBURY,NY,11590,823199065,MEDICAL SVCS,NY,NEA PC
201813239349300211,112868878,Northwell Health Sleep Lab LLC,972 BRUSH HOLLOW ROAD,WESTBURY,NY,11590,821516748,MEDICAL SVCS,NY,SLEEP HLGS
201813239349300211,112868878,Technopath Northwell Health North Americ,972 BRUSH HOLLOW ROAD,WESTBURY,NY,11590,822869458,LAB SVCS,NY,TECHNOPATH USA
201813239349300211,112868878,Richmond ASC LLC,1360 HYLAN BLVD,STATEN ISLAND,NY,10305,472882195,MEDICAL SVCS,NY,CHAPMAN
201813239349300211,112868878,Surgical Specialty Center of Westchester,972 BRUSH HOLLOW ROAD,WESTBURY,NY,11590,814359712,MEDICAL SVCS,NY,NA
201813239349300211,112868878,True North DC Holding LLC,972 BRUSH HOLLOW ROAD,WESTBURY,NY,11590,813347874,MEDICAL SVCS,NY,RENAL VENTURES
201813239349300211,112868878,True North II DC LLC,972 BRUSH HOLLOW ROAD,WESTBURY,NY,11590,352568005,MEDICAL SVCS,NY,DC HOLDING
201813239349300211,112868878,Melville SC LLC,1895 Walt Whitman Road,Melville,NY,11747,203487522,MEDICAL SVCS,NY,Melville ASC
201813239349300211,112868878,True North IV DC LLC,972 BRUSH HOLLOW ROAD,WESTBURY,NY,11590,611816900,MEDICAL SVCS,NY,DC HOLDING
201813239349300211,112868878,True North V DC LLC,972 BRUSH HOLLOW ROAD,WESTBURY,NY,11590,320518811,MEDICAL SVCS,NY,DC HOLDING
201823169349303242,131624135,HSS ASC OF MANHATTAN LLC,1233 2ND AVE,NEW YORK,NY,10065,471353602,HEALTH CARE,NY,HSS,RELATED,-1727565,9361625,false,0,true,0.51000
201823169349303242,131624135,HSS WEST SIDE ASC LLC,600 WEST 58TH STREET,NEW YORK,NY,10019,814351390,HEALTH CARE,NY,HSS,RELATED,0,4223295,false,0,true,0.67000
201803499349300210,580593438,HISTORIC PORTER HOUSE LLC,231 TUCKER ROAD,MACON,GA,31210,810853774,REHABILITA,GA,N/A,false,false,0.01000
201921299349301657,350868107,Uindy Student Housing Partners II LLC,8900 Keystone Xing,Ste 100,Indianapolis,IN,46240,822269290,Student Housing,IN,National Avenue Partners LLC,Related,0,5328696,false,0,false,0.2906
201813179349308301,942992642,MAGNETIC IMAGING AFFILIATES LLC,175 LENNON,WALNUT CREEK,CA,94598,942953833,PATIENT CARE,CA,NA
201813179349308301,942992642,SURGERY CENTER OF ALTA BATES SMC,3875 TELEGRAPH,OAKLAND,CA,94609,470946086,PATIENT CARE,CA,NA
201813179349308301,942992642,ALTA CT SERVICES LP,175 LENNON,WALNUT CREEK,CA,94598,943083464,PATIENT CARE,CA,NA
201813179349308301,942992642,CALIFORNIA PACIFIC ADV IMAGING LLC,PO BOX 6102,NOVATO,CA,94598,562311840,PATIENT CARE,DE,NA
201813179349308301,942992642,SAN FRANCISCO ENDOSCOPY CENTER,2200 RIVER PLAZA DRIVE,SACRAMENTO,CA,95833,912160588,PATIENT CARE,CA,NA
201813179349308301,942992642,PRESIDIO SURGERY CENTER LLC,1635 DIVISADERO,SAN FRANCISCO,CA,94115,320144060,PATIENT CARE,CA,NA
201813179349308301,942992642,SUTTER FAIRFIELD SURGERY CENTER LLC,2200 RIVER PLAZA DRIVE,SACRAMENTO,CA,95833,300233892,PATIENT CARE,CA,NA
201813179349308301,942992642,SUTTER AMADOR SURGERY CENTER LLC,2200 RIVER PLAZA DRIVE,SACRAMENTO,CA,95833,461398093,PATIENT CARE,CA,NA
201813179349308301,942992642,ROSEVILLE ENDOSCOPY CENTER,2200 RIVER PLAZA DRIVE,SACRAMENTO,CA,95833,870710513,PATIENT CARE,CA,NA
201813179349308301,942992642,STANISLAUS SURGICAL HOSPITAL LLC,1421 OAKDALE ROAD,MODESTO,CA,95355,911754157,PATIENT CARE,CA,NA
201813179349308301,942992642,MEMORIAL MEDICAL BUILDING 1,1800 COFFEE RD 76,MODESTO,CA,95355,770234236,OFFICE RENTAL,CA,NA
201813179349308301,942992642,MEMORIAL MEDICAL BUILDING 2,1800 COFFEE RD 76,MODESTO,CA,95355,770287288,OFFICE RENTAL,CA,NA
201813179349308301,942992642,MAGNETIC IMAGING AFFILIATES LLC,2125 OAK GROVE ROAD,WALNUT CREEK,CA,94598,473696091,PATIENT CARE,CA,NA
201813179349308301,942992642,ASC OPERATORS - SANTA ROSA LLC,2200 RIVER PLAZA DRIVE,SACRAMENTO,CA,95833,263386169,CARE MANAGEMENT,CA,NA
201813179349308301,942992642,ASC OPERATORS - SAN LUIS OBISPO LLC,2200 RIVER PLAZA DRIVE,SACRAMENTO,CA,95833,272673776,CARE MANAGEMENT,CA,NA
201813179349308301,942992642,DRZ EMERGING MARKETS LP,250 PARK AVE SOUTH SUITE 250,WINTER PARK,FL,32789,611729868,INVESTMENTS,FL,NA
201813179349308301,942992642,STRATEGIC COMMODITIES FUND LLC,257 PARK AVE SOUTH SUITE 700,NEW YORK,NY,10010,562493292,INVESTMENTS,NY,NA
201813179349308301,942992642,ICG CREDIT OPPORTUNITIES FUND LP,11111 SANTA MONICA BLVD SUITE 2100,LOS ANGELES,CA,90025,814220441,INVESTMENTS,CA,NA
201813179349308301,942992642,LA JOLLA ORTHOPEDIC SURGERY CENTER LLC,4120 LA JOLLA VILLAGE DRIVE,LA JOLLA,CA,92037,364397467,PATIENT CARE,CA,NA
201813179349308301,942992642,CARLSBAD SURGERY CENTER LLC,6121 PASEO DEL NORTE STE 100,CARLSBAD,CA,92011,201413484,PATIENT CARE,CA,NA
201813179349308301,942992642,COAST CTR FOR ORTHOPEDIC & ARTHROSCOPIC,3444 KEARNY VILLA ROAD,SAN DIEGO,CA,92123,330839637,PATIENT CARE,CA,NA
201813179349308301,942992642,OTAY LAKES SURGERY CENTER LLC,955 LANE AVE SUITE 100,CHULA VISTA,CA,91914,200794766,PATIENT CARE,CA,NA
201813179349308301,942992642,MADISON INTERNATIONAL GLOBAL VALUE REAL,410 PARK AVENUE 10TH FLOOR,NEW YORK,NY,10022,981310251,INVESTMENTS,NY,NA
