object_id,ein,BsnssNmLn1Txt,TrnsctnTxt,MthdOfAmntDtrmntnTxt
201941929349301159,135562308,NYU IN TEL AVIV LTD,P,1787162,FAIR MARKET VALUE
201941929349301159,135562308,SIR HAROLD ACTON CHARITABLE TRUST,C,924402,FAIR MARKET VALUE
201941929349301159,135562308,WASHINGTON SQUARE LEGAL SERVICES,P,97133,FAIR MARKET VALUE
201941929349301159,135562308,HORTENSE ACTON CHARITABLE TRUST,C,1101437,FAIR MARKET VALUE
201941929349301159,135562308,NYU HOSPITALS CENTER,O,2763474,FAIR MARKET VALUE
201941929349301159,135562308,NEW YORK UNIVERSITY VEBA TRUST,R,10487800,FAIR MARKET VALUE
201941929349301159,135562308,NEW YORK UNIVERSITY SCHOOL OF BUSINESS FOUNDATION INC,C,15533112,FAIR MARKET VALUE
201941929349301159,135562308,NYU HOSPITALS CENTER,I,139063000,FAIR MARKET VALUE
201901209349300635,470378777,Concordia Foundation Nebraska,c,1184350,Cost
201901349349300800,272990527,Academy of Interactive Entertainment - WA,c,113500,AIE - WA provided a gift promise to AIE - LA at year end in support of ongoing operations. This support comes with no expenditure restrictions and funds can be used for any operational purpose.
201901349349300800,272990527,The Academy of Interactive Entertainment Ltd,o,0,"AIE - LA and AIE - WA share a Controller, a Financial Aid Administrator, A Student Placement Coordinator, an IT Specialist, and a Marketing Specialist."
201901349349300800,272990527,Academy of Interactive Entertainment - WA,p,93933,"AIE - LA reimbursed AIE - WA an average of $7,500 per month for Corporate expenses, or shared expenses, primarily to cover the cost of shared employees. The method used to calculate the share amount is based on an allocated amount set by the Board of Directors at the start of the fiscal year."
201901349349300800,272990527,The Academy of Interactive Entertainment Ltd,p,23802,"AIE - LA Reimbursed The AIE, Ltd. for shared purchases of software, certain marketing activities, and IT travel expenses. The amount is the actual amount reimbursed."
201901349349300800,272990527,The Academy of Interactive Entertainment Ltd,r,58961,"In accordance with the curriculum licensing agreement between AIE - LA and AIE - AUS, Ltd., AIE -LA paid to AIE - AUS, Ltd. the amount listed. This amount is calculated as 5% of cash received from tuition and fees."
201911219349301486,470376583,Creighton Dental QALICB Inc,d,13332440,Loan amount leveraged for Creighton Dental QALICB Inc
201911219349301486,470376583,Creighton Dental QALICB Inc,r,39012426,"Cash transfer of $39,012,426 to Creighton Dental QALICB Inc. Effective November 14, 2017, Creighton Dental was reclassified from a 501(c)(2) organization to a 501(c)(3) organization."
201813309349300911,480543728,ASSOCIATED COLLEGES OF CENTRAL KANS,M,269924,COST
201833549349300738,910473310,THE WHITWORTH FOUNDATION,C,418402,CASH CONTRIBUTION
201833549349300738,910473310,WHITWORTH COSTA RICA LIMITADA,B,302508,CASH
201833549349300738,910473310,EMPLOYER CONTRIBUTION VEBA TRUST,R,196769,CASH
201911029349300326,410693962,HOLL TRUST A,S,1545484,CASH TRANSFERRED
201911029349300426,520591623,THE LOYOLA NOTRE DAME LIBRARY INC,q,1923419,FMV
201911029349300426,520591623,THE LOYOLA NOTRE DAME LIBRARY INC,r,4184736,FMV
201823169349303242,131624135,HSS FUND INC,C,2256195,FMV
201823169349303242,131624135,HSS FUND INC,J,846503,FMV
201823169349303242,131624135,HSS FUND INC,M,4870488,FMV
201823169349303242,131624135,HSS FUND INC,Q,4258779,FMV
201823169349303242,131624135,HSS FUND INC,S,4000000,FMV
201823169349303242,131624135,HSS PROPERTIES CORPORATION,K,46471018,FMV
201823169349303242,131624135,HSS PROPERTIES CORPORATION,Q,42196753,FMV
201823169349303242,131624135,HSS HORIZONS INC,D,285313,FMV
201823169349303242,131624135,MEDICAL INDEMNITY ASSURANCE COMPANY LTD,P,13545596,FMV
201823169349303242,131624135,MEDICAL INDEMNITY ASSURANCE COMPANY LTD,Q,12708632,FMV
201823169349303242,131624135,HSS ASC OF MANHATTAN LLC,Q,384334,FMV
201823169349303242,131624135,HSS WEST SIDE ASC LLC,Q,1230834,FMV
201823139349301627,363160536,PPA,E,1735693,AMOUNT INTERCOMPANY LOAN
201823139349301627,363160536,PPA,O,181121,WAGES EARNED RELATED ORG
201823139349301627,363160536,PPA PUBLICATIONS AND EVENTS INC,D,165083,AMOUNT INTERCOMPANY LOAN
201901349349302865,231352689,Westminster Educational Foundation Inc,C
201901349349302865,231352689,Westminster Educational Foundation Inc,N
201901349349302865,231352689,Westminster Educational Foundation Inc,O
201910809349301201,160743032,Finger Lakes Health Foundation,C,3150205,Direct Transaction(s)
201910809349301201,160743032,Finger Lakes Health Foundation,Q,5395861,Direct Transaction(s)
201910809349301201,160743032,Soldiers & Sailors Memorial Hospital of Yates County,Q,2477253,Direct Transaction(s)
201910809349301201,160743032,Huntington Living Center,Q,870143,Direct Transaction(s)
201910809349301201,160743032,Living Center at Geneva South,Q,487730,Direct Transaction(s)
201910809349301201,160743032,Living Center at Geneva North,Q,2427069,Direct Transaction(s)
201910809349301201,160743032,FLH Medical PC,Q,5097818,Direct Transaction(s)
201910809349301201,160743032,Soldiers Ventures,Q,2250,Direct Transaction(s)
201910809349301201,160743032,Soldiers & Sailors Memorial Hospital of Yates County,D,1654211,Direct Transaction(s)
201910809349301201,160743032,Living Center at Geneva South,D,592351,Direct Transaction(s)
201910809349301201,160743032,FLH Medical PC,E,9853521,Direct Transaction(s)
201910809349301201,160743032,Huntington Living Center,E,1019119,Direct Transaction(s)
201910809349301201,160743032,Soldiers Ventures,E,2250,Direct Transaction(s)
201910809349301201,160743032,Living Center at Geneva North,D,557058,Direct Transaction(s)
201803499349300210,580593438,HISTORIC PORTER HOUSE LLC,A,15857,PURCHASE AGREEMENT
201901349349304795,363377698,MIDWESTERN UNIVERSITY FOUNDATION,Q,351396481,CASH
201901349349304795,363377698,MIDWESTERN UNIVERSITY FOUNDATION,R,351493675,Cash
201901349349304795,363377698,MIDWESTERN UNIVERSITY PROPERTIES CORP,R,194822,CASH
201911069349300106,910916534,Cornish Foundation,c,167585,Scholarship awards
201823179349304297,131740126,SJR MEDICAL PC,l,129610,FMV
201823179349304297,131740126,SJR MEDICAL PC,o,3737984,FMV
201843199349312519,470385129,REGIONAL WEST FOUNDATION,A,8160,CASH
201843199349312519,470385129,REGIONAL WEST VILLAGE,L,39778,CASH
201843199349312519,470385129,REGIONAL CARE INC,L,176424,CASH
201843199349312519,470385129,REGIONAL WEST FOUNDATION,Q,198425,CASH
201843199349312519,470385129,REGIONAL WEST PHYSICIANS CLINIC,Q,338364,CASH
201843199349312519,470385129,REGIONAL WEST GARDEN COUNTY,L,845375,CASH
201843199349312519,470385129,REGIONAL WEST FOUNDATION,C,1046744,CASH
201843199349312519,470385129,REGIONAL WEST PHYSICIAN CLINIC,A,1374296,CASH
201843199349312519,470385129,REGIONAL WEST HEALTH SERVICES,A,2655524,CASH
201843199349312519,470385129,REGIONAL WEST HEALTH SERVICES,C,4059209,CASH
201843199349312519,470385129,REGIONAL WEST PHYSICIANS CLINIC,B,23359200,CASH
201833539349300923,410695509,SISTERS OF ST JOSEPH OF CARONDELET ST PAUL PROVINCE,C,1045000,CASH VALUE
201833539349300923,410695509,SISTERS OF ST JOSEPH OF CARONDELET ST PAUL PROVINCE,K,80630,CASH VALUE
201921079349300012,560530003,queens university endowment,b,17857150,actual
201921079349300012,560530003,queens university endowment,c,7795001,actual
201921079349300012,560530003,queens university endowment,q,310760,actual
201843199349315984,160960470,CROUSE MEDICAL PRACTICE PLLC,D,69607046,LOAN AGREEMENT
201843199349315984,160960470,CROUSE MEDICAL PRACTICE PLLC,O,810785,INTERCO AGREEMENT
201843199349315984,160960470,CROUSE HEALTH FOUNDATION INC,C,4264140
201843199349315984,160960470,CROUSE HEALTH SYSTEM INC,J,442875,LEASE AGREEMENT
201921339349301587,250979377,BUHL REGIONAL HEALTH FOUNDATION,R,3171666
201813179349308301,942992642,SUTTER EAST BAY HOSPTIALS,K,3999996,FMV
201813179349308301,942992642,SUTTER INSURANCE SERVICES CORPORATION,P,369630,FMV
201813179349308301,942992642,SUTTER BAY HOSPITALS,Q,9820583,FMV
201813179349308301,942992642,BETTER HEALTH EAST BAY FOUNDATION,Q,84931,FMV
201901299349300540,530196584,The George Washington Alumni Association,S,80000,invoices
201901299349300540,530196584,WASHINGTON RESEARCH LIBRARY CONSORTIUM,M,1433970,invoices
201901299349300440,042103634,WALNUT HILL PROPERTIES CORP,D,10200000,FAIR MARKET VALUE
201901299349300440,042103634,WALNUT HILL PROPERTIES CORP,K,971702,FAIR MARKET VALUE
201901299349300440,042103634,WALNUT HILL PROPERTIES CORP,L,160509,FAIR MARKET VALUE
201901299349300440,042103634,TUFTS GLOBAL INC,M,476591,FAIR MARKET VALUE
201901299349300440,042103634,OMIDYAR-TUFTS MICROFINANCE FUND,Q,690000,FAIR MARKET VALUE
201901299349300440,042103634,TUFTS SHARED SERVICES,M,5361000,FAIR MARKET VALUE
201901299349300440,042103634,TUFTS VETERINARY TREATMENT & SPECIALTIES INC,D,94364,FAIR MARKET VALUE
201901299349300440,042103634,TUFTS VETERINARY TREATMENT & SPECIALTIES INC,L,467053,FAIR MARKET VALUE
201901299349300440,042103634,TUFTS VETERINARY TREATMENT & SPECIALTIES INC,Q,276709,FAIR MARKET VALUE
201901299349300440,042103634,TUFTS VETERINARY TREATMENT & SPECIALTIES INC,S,328465,FAIR MARKET VALUE
201901299349300440,042103634,OMIDYAR-TUFTS MICROFINANCE FUND,L,797000,FAIR MARKET VALUE
201901299349300440,042103634,TUFTS UNIVERSITY POST-RETIREMENT PLAN,R,224643,FAIR MARKET VALUE
201813189349301591,340714585,CLEVELAND CLINIC CANADA - TORONTO INC,A,100000,FMV
201813189349301591,340714585,THE CLEVELAND CLINIC EDUCATIONAL FOUNDATION,B,18335558,FMV
201813189349301591,340714585,CCHS INDEMNITY COMPANY LTD,D,53269000,FMV
201813189349301591,340714585,CLEVELAND CLINIC LONDON LTD,D,122000,FMV
201813189349301591,340714585,CUSTOM ORTHOPAEDIC SOLUTIONS INC,D,706038,FMV
201813189349301591,340714585,ENHALE MEDICAL INC,D,232794,FMV
201813189349301591,340714585,EXCELERATE STRATEGIC HEALTH SOURCING LLC,D,2489000,FMV
201813189349301591,340714585,EXCELERATE STRATEGIC HEALTH SOURCING LLC,D,872243,FMV
201813189349301591,340714585,MEDISTRY LLC,D,71500,FMV
201813189349301591,340714585,NEUROTHERAPIA INC,D,1453304,FMV
201813189349301591,340714585,OPTOQUERST CORPORATION,D,80029,FMV
201813189349301591,340714585,SHIELD BIOTECH INC,D,95949,FMV
201813189349301591,340714585,CLEVELAND CLINIC CHILDREN'S HOSPITAL FOR REHABILITATION,J,189214,FMV
201813189349301591,340714585,CLEVELAND CLINIC MEDICAL SERVICES INC,J,439728,FMV
201813189349301591,340714585,FAIRVIEW HOSPITAL,J,508199,FMV
201813189349301591,340714585,PARTNERS PHYSICIAN GROUP,J,116817,FMV
201813189349301591,340714585,THE CLEVELAND CLINIC EDUCATIONAL FOUNDATION,J,2710404,FMV
201813189349301591,340714585,AKRON GENERAL MEDICAL CENTER,K,141610,FMV
201813189349301591,340714585,CLEVELAND CLINIC AVON HOSPITAL,K,4592035,FMV
201813189349301591,340714585,CLEVELAND CLINIC HEALTH SYSTEM - EAST REGION,K,2714836,FMV
201813189349301591,340714585,CLINIC MEDICAL SOLUTIONS INC,K,379474,FMV
201813189349301591,340714585,FAIRVIEW HOSPITAL,K,1322203,FMV
201813189349301591,340714585,LUTHERAN HOSPITAL,K,602194,FMV
201813189349301591,340714585,MARYMOUNT HOSPITAL INC,K,849832,FMV
201813189349301591,340714585,MEDINA HOSPITAL,K,779677,FMV
201813189349301591,340714585,AKRON GENERAL MEDICAL CENTER,L,1910000,FMV
201813189349301591,340714585,CLEVELAND CLINIC AVON HOSPITAL,L,924000,FMV
201813189349301591,340714585,CLEVELAND CLINIC FLORIDA HEALTH SYSTEM NONPROFIT CORPORATION,L,4432000,FMV
201813189349301591,340714585,CLEVELAND CLINIC HEALTH SYSTEM - EAST REGION,L,6569256,FMV
201813189349301591,340714585,CLEVELAND CLINIC NEVADA,L,212897,FMV
201813189349301591,340714585,CLEVELAND CLINIC SAUDI ARABIA LLC,L,12258000,FMV
201813189349301591,340714585,EXCELERATE STRATEGIC HEALTH SOURCING LLC,L,5300490,FMV
201813189349301591,340714585,FAIRVIEW HOSPITAL,L,4185000,FMV
201813189349301591,340714585,LUTHERAN HOSPITAL,L,1182000,FMV
201813189349301591,340714585,MARYMOUNT HOSPITAL INC,L,1554643,FMV
201813189349301591,340714585,MEDINA HOSPITAL,L,1663204,FMV
201813189349301591,340714585,CLEVELAND CLINIC MEDICAL SERVICES INC,M,9483000,FMV
201813189349301591,340714585,CCHS INDEMNITY COMPANY LTD,P,40660082,FMV
201813189349301591,340714585,THE CLEVELAND CLINIC EDUCATIONAL FOUNDATION,P,1225968,FMV
201813189349301591,340714585,EXCELERATE STRATEGIC HEALTH SOURCING LLC,Q,295475,FMV
201920719349300952,730739626,ORU Golden Eagle Club,C
201920719349300952,730739626,ORU Golden Eagle Club,L
201920719349300952,730739626,ORU Golden Eagle Club,N
201920719349300952,730739626,ORU Golden Eagle Club,O
201920719349300952,730739626,ORU Golden Eagle Club,Q
201920719349300952,730739626,ORU Golden Eagle Club,R
201920719349300952,730739626,University Broadcasting Inc,A,86320,FMV
201920719349300952,730739626,University Broadcasting Inc,J,86320,FMV
201920719349300952,730739626,University Broadcasting Inc,L,91846,FMV
201920719349300952,730739626,University Broadcasting Inc,M,103057,FMV
201920719349300952,730739626,University Broadcasting Inc,N,FMV
201920719349300952,730739626,University Broadcasting Inc,O,115171,FMV
201920719349300952,730739626,University Broadcasting Inc,Q,124154,FMV
201920719349300952,730739626,Oral Roberts University Educational Fellowship,N,FMV
201921229349301717,952261113,Pitzer College Costa Rica,R,73000,Cash Basis
201921139349301122,860561847,SAN LUIS WALK-IN CLINIC,P,63464
201921139349301122,860561847,SAN LUIS WALK-IN CLINIC,K,510875
201921139349301122,860561847,SAN LUIS WALK-IN CLINIC,S,2700000
201901309349304800,951644593,SCCO COLLEGE PROPERTIES INC,C,1092540,CASH
201920879349300127,660380485,PRBC FOUNDATION,C,8000,CASH
201910359349300011,231543518,MOYLAN DEVELOPMENT CORP,L,34397,COST
201910359349300011,231543518,MOYLAN DEVELOPMENT CORP,E,1036,COST
201910359349300011,231543518,PIT SUPPORTING FOUNDATION,E,275000,COST
201910359349300011,231543518,GARRISON FOUNDATION,E,2290238,COST
201910359349300011,231543518,GARRISON FOUNDATION,C,75000,COST
201911359349312126,132676570,YESHIVAS OHR HACHAIM,b,4347000,DEEMED GRANT
201911359349312126,132676570,YESHIVAS OHR HACHAIM,p,2246312,CASH TRANSFER
201911359349312126,132676570,TOURO UNIVERSITY NEVADA,q,7768644,CASH TRANSFER
201911359349312126,132676570,TOURO UNIVERSITY CALIFORNIA,q,9472418,CASH TRANSFER
201911359349312126,132676570,TOURO UNIVERSITY NEVADA,r,4270259,CASH TRANSFER
201911359349312126,132676570,TOURO UNIVERSITY CALIFORNIA,s,1726819,CASH TRANSFER
201911359349312126,132676570,TOURO LAW SCHOOL DEVELOPMENT FOUNDATION,l,2127,CASH TRANSFER
201911359349312126,132676570,TOURO LAW SCHOOL DEVELOPMENT FOUNDATION,e,303606,CASH TRANSFER
201911359349312126,132676570,RABBI DOV REVEL YESHIVA OF FOREST HILLS,r,4601203,CASH TRANSFER
201911359349312126,132676570,NEW YORK MEDICAL COLLEGE,q,1387728,CASH TRANSFER
201921029349300727,730555460,CHRISTIAN CHRONICLE INC,o,433308,General Ledger
201911059349300741,060653264,THE CULINARY INSTITUTE OF AMERICA,SINGAPORE LTD,o,787313,ACTUAL COSTS FOR EMPLOYEES WAGES AND BENEFITS AT SINGAPORE
201911059349300741,060653264,THE CULINARY INSTITUTE OF AMERICA,SINGAPORE LTD,n,175539,ACTUAL COSTS FOR OTHER RELATED EXPENSES AT SINGAPORE
201911059349300806,410708577,BETHEL UNIVERSITY FOUNDATION,B,422324,FMV
201911059349300806,410708577,BETHEL UNIVERSITY FOUNDATION,C,1496307,FMV
201911059349301311,741196134,CHURCH OF GOD MINISTRIES,C,37469,CASH
201901059349300720,231352615,NORTH THIRTEENTH STREET INC,K,COST
201901059349300720,231352615,NORTH THIRTEENTH STREET INC,Q,COST
201901059349300720,231352615,NORTH THIRTEENTH STREET INC,A,COST
201941059349300524,430662529,FONDATION WEBSTER (WEBSTER UNIV - GENEVA),J,1086519,ACTUAL COSTS
201941059349300524,430662529,FONDATION WEBSTER (WEBSTER UNIV - GENEVA),O,8401,ACTUAL COSTS
201941059349300524,430662529,FONDATION WEBSTER (WEBSTER UNIV - GENEVA),P,35041,ACTUAL COSTS
201941059349300524,430662529,FONDATION WEBSTER (WEBSTER UNIV - GENEVA),R,2780747,ACTUAL COSTS
201941059349300524,430662529,FONDATION WEBSTER (WEBSTER UNIV - GENEVA),S,2362671,ACTUAL COSTS
201941059349300524,430662529,FONDATION WEBSTER (WEBSTER UNIV - GENEVA),Q,1556,ACTUAL COSTS
201941059349300524,430662529,WEBSTER UNIVERSITY IN LEIDEN (NETHERLANDS),J,113545,ACTUAL COSTS
201941059349300524,430662529,WEBSTER UNIVERSITY IN LEIDEN (NETHERLANDS),R,1814279,ACTUAL COSTS
201941059349300524,430662529,WEBSTER UNIVERSITY IN LEIDEN (NETHERLANDS),S,2025676,ACTUAL COSTS
201941059349300524,430662529,WEBSTER UNIVERSITY IN LEIDEN (NETHERLANDS),L,467989,ACTUAL COSTS
201941059349300524,430662529,WEBSTER UNIVERSITY IN LEIDEN (NETHERLANDS),P,151002,ACTUAL COSTS
201941059349300524,430662529,WEBSTER UNIVERSITY IN LEIDEN (NETHERLANDS),O,11303,ACTUAL COSTS
201941059349300524,430662529,WEBSTER UNIVERSITY IN LEIDEN (NETHERLANDS),D,309800,ACTUAL COSTS
201941059349300524,430662529,WEBSTER UNIVERSITY - VIENNA,S,8312616,ACTUAL COSTS
201941059349300524,430662529,WEBSTER UNIVERSITY - VIENNA,R,2596585,ACTUAL COSTS
201941059349300524,430662529,WEBSTER UNIVERSITY - VIENNA,Q,14610,ACTUAL COSTS
201941059349300524,430662529,WEBSTER UNIVERSITY - VIENNA,P,193055,ACTUAL COSTS
201941059349300524,430662529,WEBSTER UNIVERSITY - VIENNA,O,158878,ACTUAL COSTS
201941059349300524,430662529,WEBSTER U-TONG TU ENTERPR MGMT CONS,L,230013,ACTUAL COSTS
201941059349300524,430662529,WEBSTER U-TONG TU ENTERPR MGMT CONS,P,21706,ACTUAL COSTS
201941059349300524,430662529,WEBSTER U-TONG TU ENTERPR MGMT CONS,S,277154,ACTUAL COSTS
201941059349300524,430662529,WEBSTER UNIVERSITY - ATHENS,P,8948,ACTUAL COSTS
201941059349300524,430662529,WEBSTER UNIVERSITY - ATHENS,R,522925,ACTUAL COSTS
201941059349300524,430662529,WEBSTER UNIVERSITY - ATHENS,S,462275,ACTUAL COSTS
201941059349300524,430662529,WEBSTER UNIVERSITY - ATHENS,Q,46098,ACTUAL COSTS
201941059349300524,430662529,WEBSTER UNIVERSITY - ATHENS,D,125300,ACTUAL COSTS
201941059349300524,430662529,WEBSTER UNIVERSITY - GHANA,O,9607,ACTUAL COSTS
201941059349300524,430662529,WEBSTER UNIVERSITY - GHANA,P,61844,ACTUAL COSTS
201941059349300524,430662529,WEBSTER UNIVERSITY - GHANA,R,575000,ACTUAL COSTS
201941059349300524,430662529,WEBSTER UNIVERSITY - GHANA,S,278644,ACTUAL COSTS
201941059349300524,430662529,WEBSTER UNIVERSITY - LONDON,O,235612,ACTUAL COSTS
201941059349300524,430662529,WEBSTER UNIVERSITY - LONDON,P,493030,ACTUAL COSTS
201941059349300524,430662529,WEBSTER UNIVERSITY - LONDON,S,514701,ACTUAL COSTS
201941059349300524,430662529,WEBSTER UNIVERSITY - LONDON,Q,169075,ACTUAL COSTS
201921269349300402,030179403,SAINT MICHAEL'S COLLEGE FIRE AND RESCUE,N,76751,FMV
201921269349300402,030179403,SAINT MICHAEL'S COLLEGE FIRE AND RESCUE,Q,233186,COST
201931349349305658,010215213,POOLED INCOME FUND B,s,605825,FMV
201931349349305658,010215213,POOLED INCOME FUND C,s,92253,FMV
201921339349300002,951644035,Point Loma Nazarene University Foundation,B
201921339349300002,951644035,Point Loma Nazarene University Foundation,N
201921339349300002,951644035,Point Loma Nazarene University Foundation,O
201921339349302257,150543659,JR Weston Inc,p,257383,Cost Allocation
201921339349302257,150543659,JR Weston Inc,q,67748,Cost Allocation
201921339349302257,150543659,Beacon Institute for Rivers and Estuaries,c,118420,Actual amount of grant funding received.
201921339349302257,150543659,Charitable Remainder Trusts (3),s,169410,Actual amount received upon termination of Charitable Remainder Trust.
201920929349300742,160759798,Daemen College Physical Therapy Inc,q,4032,Actual expenses incurred
201931299349301613,042103580,AFRICA ACADEMY FOR PUBLIC HEALTH,R,194437,CASH
201931299349301613,042103580,AMERICAN REPERTORY THEATRE COMPANY INC,A,979000,CASH
201931299349301613,042103580,AMERICAN REPERTORY THEATRE COMPANY INC,B,5903717,CASH
201931299349301613,042103580,AMERICAN REPERTORY THEATRE COMPANY INC,D,59850,CASH
201931299349301613,042103580,AMERICAN REPERTORY THEATRE COMPANY INC,L,623384,COST
201931299349301613,042103580,AMERICAN REPERTORY THEATRE COMPANY INC,M,543292,CASH
201931299349301613,042103580,ASSOCIACAO DAVID ROCKEFELLER CENTER DE UNIVERSIDADE DE HARVARD,R,720000,CASH
201931299349301613,042103580,BLUE MARBLE HOLDING CORP,R,5999876,CASH
201931299349301613,042103580,BLUE MARBLE HOLDING CORP,S,15713391,CASH
201931299349301613,042103580,BOTSWANA-HARVARD AIDS INSTITUTE,R,6953880,CASH
201931299349301613,042103580,CENTRE RECHERCHE EUROPEEN DE LA HBS,B,1810556,CASH
201931299349301613,042103580,CENTRO HARVARD-D ROCKEFELLAR PARA ESTUDIOS LATINAMERICANOS AC,R,251246,CASH
201931299349301613,042103580,DEMETER HOLDINGS CORP,R,91233448,CASH
201931299349301613,042103580,DEMETER HOLDINGS CORP,S,21062071,CASH
201931299349301613,042103580,DOYUKAI FUND FOR HARVARD INC,B,180000,CASH
201931299349301613,042103580,DUBAI HARVARD FOUNDATION FOR MEDICAL RESEARCH INC,C,5240902,CASH
201931299349301613,042103580,DUBAI HARVARD FOUNDATION FOR MEDICAL RESEARCH INC,O,283648,COST
201931299349301613,042103580,FRIENDS OF HARVARD HONG KONG TRUST,S,2765950,CASH
201931299349301613,042103580,FUNDACION CENTRO DE INVESTIGACION DE LA ESCUELA DE ADMIN DE EMPRESA,B,677000,CASH
201931299349301613,042103580,FUNDACION CENTRO DE INVESTIGACION DE LA ESCUELA DE ADMIN DE EMPRESA,O,169131,COST
201931299349301613,042103580,FUNDACION DRCLAS CHILE,R,630000,CASH
201931299349301613,042103580,GIOVANNI ARMENISE-HARVARD FOUNDATION FOR SCIENTIFIC RESEARCH INC,C,2472000,CASH
201931299349301613,042103580,GIOVANNI ARMENISE-HARVARD FOUNDATION FOR SCIENTIFIC RESEARCH INC,O,350238,COST
201931299349301613,042103580,HANSJORG WYSS INSTITUTE FOR BIOLOGICALLY INSPIRED ENGINEERING,A,1473391,CASH
201931299349301613,042103580,HANSJORG WYSS INSTITUTE FOR BIOLOGICALLY INSPIRED ENGINEERING,B,1025000,CASH
201931299349301613,042103580,HANSJORG WYSS INSTITUTE FOR BIOLOGICALLY INSPIRED ENGINEERING,L,1168548,COST
201931299349301613,042103580,HANSJORG WYSS INSTITUTE FOR BIOLOGICALLY INSPIRED ENGINEERING,Q,4154487,COST
201931299349301613,042103580,HANSJORG WYSS INSTITUTE FOR BIOLOGICALLY INSPIRED ENGINEERING,S,177231,CASH
201931299349301613,042103580,HARVARD ARASTIRMA VE EGITIM MERKEZI ISTANBUL LIMITED SIRKETI,M,851232,COST
201931299349301613,042103580,HARVARD BUSINESS SCHOOL INTERACTIVE INC,S,34643179,CASH
201931299349301613,042103580,HARVARD BUSINESS SCHOOL PUBLISHING ASIA PACIFIC,P,681084,COST
201931299349301613,042103580,HARVARD BUSINESS SCHOOL PUBLISHING CORP,A,15734173,CASH
201931299349301613,042103580,HARVARD BUSINESS SCHOOL PUBLISHING CORP,G,763997,COST
201931299349301613,042103580,HARVARD BUSINESS SCHOOL PUBLISHING CORP,H,6971839,COST
201931299349301613,042103580,HARVARD BUSINESS SCHOOL PUBLISHING CORP,O,251593,COST
201931299349301613,042103580,HARVARD BUSINESS SCHOOL PUBLISHING CORP,P,602210,COST
201931299349301613,042103580,HARVARD BUSINESS SCHOOL PUBLISHING CORP,Q,13955001,COST
201931299349301613,042103580,HARVARD BUSINESS SCHOOL PUBLISHING CORP,S,45246971,CASH
201931299349301613,042103580,HARVARD BUSINESS SCHOOL PUBLISHING EUROPE,N,182703,COST
201931299349301613,042103580,HARVARD BUSINESS SCHOOL PUBLISHING INDIA PRIVATE LTD,O,72279,COST
201931299349301613,042103580,HARVARD BUSINESS SCHOOL PUBLISHING MEXICO,P,200638,COST
201931299349301613,042103580,HARVARD CENTER SHANGHAI CO LTD,M,3026490,COST
201931299349301613,042103580,HARVARD COMMINGLED ACCOUNT,R,727320981,CASH
201931299349301613,042103580,HARVARD DEDICATED ENERGY LIMITED,E,1323975,CASH
201931299349301613,042103580,HARVARD DEDICATED ENERGY LIMITED,H,17953395,COST
201931299349301613,042103580,HARVARD GLOBAL RESEARCH SUPPORT SERVICES INC,P,4844618,COST
201931299349301613,042103580,HARVARD MAGAZINE INC,A,130076,COST
201931299349301613,042103580,HARVARD MAGAZINE INC,R,1339158,CASH
201931299349301613,042103580,HARVARD MANAGEMENT COMPANY,S,127934955,CASH
201931299349301613,042103580,HARVARD MANAGEMENT PRIVATE EQUITY CORP,R,3589257517,CASH
201931299349301613,042103580,HARVARD MANAGEMENT PRIVATE EQUITY CORP,S,8984713711,CASH
201931299349301613,042103580,HARVARD NEURODISCOVERY CENTER INC,C,175398,CASH
201931299349301613,042103580,HARVARD NEURODISCOVERY CENTER INC,N,1186306,COST
201931299349301613,042103580,HARVARD NEURODISCOVERY CENTER INC,O,707590,COST
201931299349301613,042103580,HARVARD PRIVATE CAPITAL HOLDINGS INC,R,170652776,CASH
201931299349301613,042103580,HARVARD PRIVATE CAPITAL HOLDINGS INC,S,3653807,CASH
201931299349301613,042103580,HARVARD PRIVATE CAPITAL REALTY INC,R,3122820123,CASH
201931299349301613,042103580,HARVARD PRIVATE CAPITAL REALTY INC,S,744088441,CASH
201931299349301613,042103580,HARVARD REAL ESTATE - ALLSTON INC,D,46172113,CASH
201931299349301613,042103580,HARVARD REAL ESTATE - ALLSTON INC,R,1997157,CASH
201931299349301613,042103580,HARVARD REAL ESTATE INC,C,218863,CASH
201931299349301613,042103580,HARVARD UNIVERSITY PRESS LTD,D,2746234,CASH
201931299349301613,042103580,HARVARD UNIVERSITY PRESS LTD,G,2927171,COST
201931299349301613,042103580,HARVARD UNIVERSITY PRESS LTD,L,100000,COST
201931299349301613,042103580,HARVARD UNIVERSITY PRESS LTD,P,495385,COST
201931299349301613,042103580,HARVARD UNIVERSITY PRESS LTD,S,2100000,CASH
201931299349301613,042103580,HARVARD-YENCHING INSTITUTE,R,800000,CASH
201931299349301613,042103580,HUNTER PATTON LTD,S,396555909,CASH
201931299349301613,042103580,MASSACHUSETTS GREEN HIGH PERFORMANCE COMPUTING CENTER INC,B,172399,CASH
201931299349301613,042103580,MASSACHUSETTS GREEN HIGH PERFORMANCE COMPUTING CENTER INC,1425545,COST
201931299349301613,042103580,PHEMUS CORP,R,801387094,CASH
201931299349301613,042103580,PHEMUS CORP,S,363177122,CASH
201931299349301613,042103580,RED TOP INC,E,120364,CASH
201931299349301613,042103580,RED TOP INC,S,62600,CASH
