object_id,ein,DsrgrddEnttyNm_BsnssNmLn1Txt,DsrgrddEnttyNm_BsnssNmLn2Txt,USAddrss_AddrssLn1Txt,USAddrss_CtyNm,USAddrss_SttAbbrvtnCd,USAddrss_ZIPCd,IdRltdTxExmptOrg_EIN,IdRltdTxExmptOrg_PrmryActvtsTxt,IdRltdTxExmptOrg_LglDmclFrgnCntryCd,IdRltdTxExmptOrg_ExmptCdSctnTxt,IdRltdTxExmptOrg_DrctCntrllngNACd,IdRltdTxExmptOrg_CntrlldOrgnztnInd
201941929349301159,135562308,NYU LANGONE LONG ISLAND MSO INC,550 FIRST AVENUE,NEW YORK,NY,10016,824528600,CONTRACT FOR DELIVERY/PROVISION OF HEALTH SERVICES,NY,501(C)(3),LINE 3,NEW YORK UNIVERSITY,1
201901209349300635,470378777,Concordia Foundation Nebraska,800 North Columbia Ave,Seward,NE,68434,476034005,See Part VII,NE,501(c)3,"Line 11, Type 1",N/A,0
201911229349301196,050259080,STANFORD WHITE CASINO THEATRE,100 OCHRE POINT AVENUE,NEWPORT,RI,02840,300307655,HISTORIC BUILDING RESTORATION,RI,501(C)(3),LINE 7,SALVE REGINA UNIVERSITY,1
201911229349301196,050259080,CONFERENCE FOR MERCY HIGHER EDUCATION,8630 FENTON STREET 934,SILVER SPRING,MD,20790,431973007,SPONSORSHIP,MD,501(C)(3),LINE 1,N/A,0
201911219349301486,470376583,Creighton Univ-Boys Town Healthcare Fdn,511 N 20th Street,Omaha,NE,68178,470841669,Receive grants and disburse to its members,NE,501(c)(3),12 Type 2,N/A,0
201911219349301486,470376583,Creighton Dental QALICB Inc,2500 California Plaza,Omaha,NE,68178,813824857,"Construct, finance and lease the University dental school building on behalf of Creighton University",NE,501(c)(3),12 Type 1,Creighton University,1
201813309349300911,480543728,STERLING FOUNDATION INC,125 W COOPER,STERLING,KS,67579,731635947,SUPPORT ST,KS,STERLING C,false
201813309349300911,480543728,ASSOCIATED COLLEGES OF CENTRAL KANS,210 S MAIN,MCPHERSON,KS,67460,486127349,EDUCATIONA,KS,NA,false
201833549349300738,910473310,THE WHITWORTH FOUNDATION,300 W HAWTHORNE RD,SPOKANE,WA,99251,237232067,FUNDRAISING SUPPORT FOR WHITWORTH UNIVERSITY,WA,501(C)(3),11B,WHITWORTH UNIVERSITY,1
201833549349300738,910473310,EMPLOYER CONTRIBUTION VEBA TRUST WHITWORTH UNIVERSITY,300 W HAWTHORNE RD,SPOKANE,WA,99251,454667885,RETIREE MEDICAL BENEFITS,WA,501(C)(9),0
201833549349300738,910473310,EMPLOYEE CONTRIBUTION VEBA TRUST WHITWORTH UNIVERSITY,300 W HAWTHORNE RD,SPOKANE,WA,99251,454667994,RETIREE MEDICAL BENEFITS,WA,501(C)(9),0
201911029349300326,410693962,HOLL TR A-MACALESTER COLLEGE,PO BOX 0634,MILWAUKEE,WI,53201,416459793,PERPETUAL TRUST,MN,501(C)(3),"LINE 12D, III-O",MACALESTER COLLEGE,1
201911029349300426,520591623,THE LOYOLA NOTRE DAME LIBRARY INC,200 WINSTON AVENUE,BALTIMORE,MD,21212,520881396,LIBRARY,MD,501 (C)(3),509a3III-FI,NA,false
201833389349300433,480548361,MENNONITE EDUCATION AGENCY INC,3145 BENHAM AVE SUITE 2,ELKHART,IN,46517,352154781,OVERSEE CHURCH SCHOOLS,IN,501(C)(3),CHURCH AUXILIARY,0
201803379349300080,590624459,THE CHISELERS INC,PO BOX 13895,TAMPA,FL,33681,596200154,SUPPORT OF UT,FL,501(c)(3),Type III-FI,NA,false
201843199349316634,351358522,FIRST BAPTIST CHURCH OF HAMMOND INDIANA INC,507 STATE ST,HAMMOND,IN,46320,351022949,CHURCH,IN,501c3,CHURCH,N/A,false
201803379349300030,205400381,THE UNIVERSITY OF MEMPHIS,3720 ALUMNI AVENUE,MEMPHIS,TN,38152,620648618,PROVIDING HIGH QUALITY EDUCATION OPPORTUNITIES,TN,501(C)(3),LINE 2,0
201901349349302865,231352689,Westminster Educational Foundation Inc,Willow Grove Ave Church Rd,Philadelphia,PA,19118,232565132,To support the Westminster Theological Seminary,PA,501(c)(3),"Line 12b, II",Westminster Theological Seminary,0
201911059349300511,275316628,TOGETHER EDUCATION,40 WEST 20TH STREET 7TH FLOOR,NEW YORK,NY,10011,261525207,EDUCATION,DE,501(C)(3),LINE 7,NA,false
201911059349300511,275316628,ZEARN INC,261 WEST 35TH STREET 15TH FLOOR,NEW YORK,NY,10001,371665745,ED. SOFTWARE,DE,501(C)(3),LINE 7,NA,false
201910459349300831,640303086,MISSISSIPPI COLLEGE FOUNDATION,PO BOX 4005,CLINTON,MS,39058,200058235,SUPPORTING ORGANIZATION,MS,501(C)(3),LINE 7,MISSISSIPPI COLLEGE,1
201910459349300831,640303086,MISSISSIPPI COLLEGE PROPERTY DEVELOPMENT CORP,PO BOX 4005,CLINTON,MS,39058,452406542,SUPPORTING ORGANIZATION,MS,501(C)(3),"LINE 12A, I",MISSISSIPPI COLLEGE,1
201910459349300831,640303086,THE BAPTIST HEALTHPLEX INC,102 NEW PROSPECT STREET,CLINTON,MS,39058,640900902,SUPPORTING ORGANIZATION; HEALTH & FITNESS,MS,501(C)(3),LINE 10,N/A,0
201910459349300831,640303086,MISSISSIPPI BAPTIST CONVENTION,PO BOX 530,JACKSON,MS,392050530,640334158,STATE CONVENTION,MS,501(C)(3),LINE 1,N/A,0
201823189349306987,237050293,KIRKWOOD COMMUNITY COLLEGE,6301 KIRKWOOD BLVD SW,CEDAR RAPIDS,IA,52404,420924685,HIGHER EDUCATION,IA,N/A,0
201823189349306987,237050293,KIRKWOOD COMMUNITY COLLEGE FOUNDATION,6301 KIRKWOOD BLVD SW,CEDAR RAPIDS,IA,52404,237076632,SUPPORT THE EDUCATION AND DEVELOPMENT NEEDS OF KIRKWOOD COMMUNITY COLLEGE,IA,501(C)(3),LINE 5,KIRKWOOD COMMUNITY COLLEGE,0
201843199349300439,463103295,Ligonier Ministries Inc,421 Ligonier Court,Sanford,FL,32771,251298611,Dissemination of info. and training on Reformed Christian doctrine,FL,501(c)(3),Line 7,N/A,0
201843199349300439,463103295,Ligonier Property Holdings Inc,421 Ligonier Court,Sanford,FL,32771,465351003,Real estate holding and management,FL,501(c)(3),"Line 12a, I",Ligonier Ministries Inc,0
201911059349301021,370663573,BENEDICTINE UNIVERSITY,5700 COLLEGE ROAD,LISLE,IL,60532,362722198,EDUCATION,IL,501(c)(3),2,NA,false
201911059349301021,370663573,FOUNDERS WOODS,5700 COLLEGE ROAD,LISLE,IL,60532,364376857,SUPPORT BU,IL,501(c)(3),10,BU,false
201901029349300410,610482955,CHARITABLE REMAINDER UNITRUST,KY,0
201901029349301005,231352613,CONFERENCE FOR MERCY HIGHER EDUCATION,8630 FENTON STREET SUITE 934,SILVER SPRINGS,MD,20910,431973007,RELIGIOUS SPONSOR OF THE ORGANIZATION,MD,501(C)(3),LINE 10,N/A,0
201901349349304795,363377698,MIDWESTERN UNIVERSITY FOUNDATION,555 31ST STREET,DOWNERS GROVE,IL,60515,363955804,SUPPORT MWU,IL,501(c)(3),10,MWU,true
201901349349304795,363377698,MIDWESTERN UNIVERSITY HOSP & MED CTRS,555 31ST STREET,DOWNERS GROVE,IL,60515,362166999,INACTIVE,IL,501(c)(3),3,MWU,true
201901349349304795,363377698,MIDWESTERN UNIVERSITY PROPERTIES CORP,555 31ST STREET,DOWNERS GROVE,IL,60515,363377699,TITLE HOLDING,IL,501(c)(2),MWU,true
201911069349300106,910916534,Cornish Foundation,1000 Lenora Street,Seattle,WA,98121,912105614,endowed scholarships,WA,501c3,11A,N/A,0
201901309349302245,251125048,PACEM IN TERRIS INSTITUTE,9000 BABCOCK BOULEVARD,PITTSBURGH,PA,15237,251733322,PROVIDE STUDENT AID FOR HIGHER LEARNING,PA,501(C)(3),"LINE 12A, I",N/A,0
201901309349302245,251125048,CONGREGATION OF DIVINE PROVIDENCE,9000 BABCOCK BOULEVARD,PITTSBURGH,PA,15237,250965565,PROVIDE STUDENT AID FOR HIGHER LEARNING,PA,501(C)(3),"LINE 12A, I",N/A,0
201813489349300941,134356799,FLORIDA STATE UNIVERSITY,600 W COLLEGE AVENUE,TALLAHASSEE,FL,32306,591961248,EDUCATION,FL,115,0
201921219349301802,480556716,ADORERS OF THE BLOOD OF CHRIST,4233 SULPHUR AVENUE,ST LOUIS,MO,63109,371402562,SUPPORT,MO,501(C)(3),1,NA,false
201921219349301802,480556716,LEAVEN INT'L CORPORATION,1165 SOUTHWEST BLVD,WICHITA,KS,67213,480996031,SUPPORT,KS,501(C)(3),1,ADORERS,false
201921219349301802,480556716,NEWMAN UNIVERSITY WETLAND CONSERVATION,3100 MCCORMICK AVENUE,WICHITA,KS,67213,454338785,CONSERVATION,KS,501(C)(3),12A,NEWMAN UNIV,true
201833539349300923,410695509,SISTERS OF ST JOSEPH OF CARONDELET ST PAUL PROVINCE,1884 RANDOLPH AVENUE,ST PAUL,MN,55105,411765361,"EDUCATION, HEALTH CARE & SOCIAL SERVICES",MN,501(C)(3),LINE 1,N/A,0
201921339349300532,231365954,SANDIA FOUNDATION,6211 SAN MATEO BLVD NE SUITE 100,ALBUQUERQUE,NM,87109,856009907,FOUNDATION,NM,501(C)(3),"LINE 12D, III-O",N/A,0
201921339349300832,310820394,FILM COUNCIL OF GREATER COLUMBUS,60 CLEVELAND AVENUE,COLUMBUS,OH,43215,310881079,CURATE AND MANAGE THE COLUMBUS INTERNATIONAL FILM AND VIDEO FESTIVAL,OH,501(C)(3),LINE 11,COLUMBUS COLLEGE OF ART AND DESIGN,0
201921079349300012,560530003,QUEENS UNIVERSITY ENDOWMENT,220 N TRYON STREET,CHARLOTTE,NC,28202,472298734,EDUCATION,NC,501(C)(3),TYPE I,NA
201803539349301015,463187118,SILICON ANDHRA,1521 CALIFORNIA CIR,MILPITAS,CA,95035,770578707,CHARITABLE ENTITY,CA,501(C)(3),509(A)(2),NO,false
201921299349301357,570967350,university of south carolina,208 osborne admin,columbia,SC,29208,576001153,education,SC,501(C)(3),6,NA,false
201921299349301357,570967350,HEALTH SCIENCES SOUTH CAROLINA,1320 MAIN STREET,COLUMBIA,SC,29201,202849804,support org,SC,501(C)(3),12A,NA,false
201921299349301357,570967350,SC INSTITUTE OF MEDICINE & PUB HEALTH,1301 GERVAIS STREET SUITE 300,COLUMBIA,SC,29201,320350642,Education,SC,501(c)(3),7,NA,false
201921299349301657,350868107,INDEPENDENT COLLEGES OF INDIANA INC,30 SOUTH MERIDIAN STREET SUITE 800,INDIANAPOLIS,IN,46204,310901001,FURTHER INDEPENDENT HIGHER EDUCATION,IN,501(c)(3),Type I,NA,false
201813179349308301,942992642,ADOLESCENT TREATMENT CENTERS INC,C/O SH TAX 2200 RIVER PLAZA DR,SACRAMENTO,CA,95833,680088443,HEALTHCARE,CA,501(C)(3),3,SUTTER EBH,true
201813179349308301,942992642,BETTER HEALTH EAST BAY FOUNDATION,C/O SH TAX 2200 RIVER PLAZA DR,SACRAMENTO,CA,95833,510160184,FUNDRAISING,CA,501(C)(3),7,SUTTER EBH,true
201813179349308301,942992642,CALIFORNIA PACIFIC MEDICAL CTR FOUND,C/O SH TAX 2200 RIVER PLAZA DR,SACRAMENTO,CA,95833,942728423,FUNDRAISING,CA,501(C)(3),7,SUTTER BH,true
201813179349308301,942992642,EAST BAY PERINATAL CENTER,C/O SH TAX 2200 RIVER PLAZA DR,SACRAMENTO,CA,95833,510172285,HEALTHCARE,CA,501(C)(3),3,SUTTER EBH,true
201813179349308301,942992642,EDEN MEDICAL CENTER,C/O SH TAX 2200 RIVER PLAZA DR,SACRAMENTO,CA,95833,942948100,HEALTHCARE,CA,501(C)(3),10,SUTTER HLTH,true
201813179349308301,942992642,MEMORIAL HOSPITAL FOUNDATION,C/O SH TAX 2200 RIVER PLAZA DR,SACRAMENTO,CA,95833,942290244,FUNDRAISING,CA,501(C)(3),12A - I,SUTTER VH,true
201813179349308301,942992642,MILLS-PENINSULA HOSPITAL FOUNDATION,C/O SH TAX 2200 RIVER PLAZA DR,SACRAMENTO,CA,95833,237288765,FUNDRAISING,CA,501(C)(3),7,SUTTER BH,true
201813179349308301,942992642,SUTTER AUBURN FAITH HOSPITAL FOUNDATION,C/O SH TAX 2200 RIVER PLAZA DR,SACRAMENTO,CA,95833,942594966,FUNDRAISING,CA,501(C)(3),7,SUTTER VH,true
201813179349308301,942992642,SUTTER BAY HOSPITALS,C/O SH TAX 2200 RIVER PLAZA DR,SACRAMENTO,CA,95833,940562680,HOSPITAL,CA,501(C)(3),3,SUTTER HLTH,true
201813179349308301,942992642,SUTTER BAY MEDICAL FOUNDATION,C/O SH TAX 2200 RIVER PLAZA DR,SACRAMENTO,CA,95833,941156581,HEALTHCARE,CA,501(C)(3),3,SUTTER HLTH,true
201813179349308301,942992642,SUTTER CENTRAL VALLEY HOSPITALS,C/O SH TAX 2200 RIVER PLAZA DR,SACRAMENTO,CA,95833,941080917,HOSPITAL,CA,501(C)(3),3,SUTTER HLTH,true
201813179349308301,942992642,SUTTER COAST HOSPITAL,C/O SH TAX 2200 RIVER PLAZA DR,SACRAMENTO,CA,95833,942988520,HOSPITAL,CA,501(C)(3),3,SUTTER HLTH,true
201813179349308301,942992642,SUTTER DAVIS HOSPITAL FOUNDATION,C/O SH TAX 2200 RIVER PLAZA DR,SACRAMENTO,CA,95833,680217870,FUNDRAISING,CA,501(C)(3),7,SUTTER VH,true
201813179349308301,942992642,SUTTER EAST BAY HOSPITALS,C/O SH TAX 2200 RIVER PLAZA DR,SACRAMENTO,CA,95833,941196176,HOSPITAL,CA,501(C)(3),3,SUTTER HLTH,true
201813179349308301,942992642,SUTTER EAST BAY MEDICAL FOUNDATION,C/O SH TAX 2200 RIVER PLAZA DR,SACRAMENTO,CA,95833,942690415,HEALTHCARE,CA,501(C)(3),12B - II,SUTTER HLTH,true
201813179349308301,942992642,SUTTER HEALTH,2200 RIVER PLAZA DRIVE,SACRAMENTO,CA,95833,942788907,SUPPORTING OR,CA,501(C)(3),12C III-FI,NA,false
201813179349308301,942992642,SUTTER HEALTH PACIFIC,91-2301 FT WEAVER RD,EWA BEACH,HI,96706,990298651,HOSPITAL,CA,501(C)(3),3,SUTTER HLTH,true
201813179349308301,942992642,SUTTER HEALTH PLAN,C/O SH TAX 2200 RIVER PLAZA DR,SACRAMENTO,CA,95833,461183948,HEALTH PLAN,CA,501(C)(4),N/A,SUTTER HLTH,true
201813179349308301,942992642,SUTTER INSURANCE SERVICES CORPORATION,745 FORT STREET SUITE 1100,HONOLULU,HI,96813,990289310,INSURANCE SER,HI,501(C)(3),12C III-FI,SUTTER HLTH,true
201813179349308301,942992642,SUTTER MEDICAL CENTER FOUNDATION,C/O SH TAX 2200 RIVER PLAZA DR,SACRAMENTO,CA,95833,942788906,FUNDRAISING,CA,501(C)(3),7,SUTTER VH,true
201813179349308301,942992642,SUTTER ROSEVILLE MEDICAL CTR FOUNDATION,C/O SH TAX 2200 RIVER PLAZA DR,SACRAMENTO,CA,95833,680040113,FUNDRAISING,CA,501(C)(3),7,SUTTER VH,true
201813179349308301,942992642,SUTTER SOLANO CHARITABLE FOUNDATION,C/O SH TAX 2200 RIVER PLAZA DR,SACRAMENTO,CA,95833,942668262,FUNDRAISING,CA,501(C)(3),7,SUTTER VH,true
201813179349308301,942992642,SUTTER VALLEY HOSPITALS,C/O SH TAX 2200 RIVER PLAZA DR,SACRAMENTO,CA,95833,941156621,HOSPITAL,CA,501(C)(3),3,SUTTER HLTH,true
201813179349308301,942992642,SUTTER VALLEY MEDICAL FOUNDATION,C/O SH TAX 2200 RIVER PLAZA DR,SACRAMENTO,CA,95833,680273974,HEALTHCARE,CA,501(C)(3),3,SUTTER HLTH,true
201813179349308301,942992642,SUTTER VISITING NURSE ASSOC AND HOSPICE,C/O SH TAX 2200 RIVER PLAZA DR,SACRAMENTO,CA,95833,946068843,HEALTHCARE,CA,501(C)(3),10,SUTTER HLTH,true
201813179349308301,942992642,SUTTER WEST BAY MEDICAL FOUNDATION,C/O SH TAX 2200 RIVER PLAZA DR,SACRAMENTO,CA,95833,942948131,HEALTHCARE,CA,501(C)(3),3,SUTTER HLTH,true
201813179349308301,942992642,TRACY HOSPITAL FOUNDATION,C/O SH TAX 2200 RIVER PLAZA DR,SACRAMENTO,CA,95833,680318845,FUNDRAISING,CA,501(C)(3),12A - I,SUTTER CVH,true
201921089349300742,250964126,THE BENEDICTINE SOCIETY OF WESTMORELAND COUNTY,300 FRASER PURCHASE ROAD,LATROBE,PA,15650,250964126,"TO SUPPORT SAINT VINCENT COLLEGE, SEMINARY AND ARCHABBEY",PA,501(C)(3),LINE 5,N/A,0
201901299349300540,530196584,THE GEORGE WASHINGTON ALUMNI ASSOCIATION,1918 F STREET NW,WASHINGTON,DC,20052,521437464,ALUM ACTIVITY,DC,501(c)(3),Type III-O,NA,false
201901299349300540,530196584,MOUNT VERNON COLLEGE,c/o TAX DEPartment,45155 RESEARCH PLACE,ASHBURN,VA,20147,530196635,EDUCATION/SUPPORT GW,DC,501(c)(3),Type I,GW,true
201901299349300540,530196584,WASHINGTON RESEARCH LIBRARY CONSORTIUM,901 COMMERCE DRIVE,UPPER MARLBORO,MD,20774,521559828,LIBRARY SERVICES,DC,501(c)(3),Type II,NA,false
201901299349300440,042103634,THE OMIDYAR-TUFTS MICROFINANCE FUND,169 HOLLAND STREET,SOMERVILLE,MA,02144,043828582,RELIEF OF POOR & EDUCATION GRANTS,MA,501(c)(3),Type I,TRUSTEES OF TUFTS COLLEGE,true
201901299349300440,042103634,WALNUT HILL PROPERTIES CORP,47 WINTHROP ST,MEDFORD,MA,02155,043419100,REAL ESTATE MANAGEMENT,MA,501(c)(3),Type I,TRUSTEES OF TUFTS COLLEGE,true
201901299349300440,042103634,TUFTS SHARED SERVICES INC,171 HARRISON AVE PO BOX 634,BOSTON,MA,02111,237000827,COORDINATE HEALTH & EDUCATIONAL SERVICES,MA,501(c)(3),Type I,TRUSTEES OF TUFTS COLLEGE,true
201901299349300440,042103634,TUFTS VETERINARY EMERGENCY TREATMENT & SPECIALTIES INC,200 WESTBOROUGH ROAD,NORTH GRAFTON,MA,02158,043430674,VETERINARY EMERGENCY TREATMENT & CARE,MA,501(c)(3),10,TRUSTEES OF TUFTS COLLEGE,true
201901299349300440,042103634,TUFTS UNIVERSITY POST-RETIREMENT PLAN,169 HOLLAND STREET,SOMERVILLE,MA,02144,043236078,VEBA,MA,501(c)(9),TRUSTEES OF TUFTS COLLEGE,true
201901299349300440,042103634,TUFTS GLOBAL INC,169 HOLLAND STREET,SOMERVILLE,MA,02144,474543971,FOREIGN OPERATIONS SUPPORT ORGANIZATION,MA,501(c)(3),Type I,TRUSTEES OF TUFTS COLLEGE,true
201901299349300440,042103634,CIVIC EDUCATION FOUNDATION,169 HOLLAND ST ATTN TAX DEPT,SOMVERVILLE,MA,02144,RAISE CIVIC AWARENESS,MA,501(c)(3),10,Trustees of Tufts College,true
201920719349300952,730739626,ORU Golden Eagle Club,7777 S Lewis Ave,Tulsa,OK,74171,237164698,Support University Athletics,OK,501(c)(3),Line 10,0
201920719349300952,730739626,Oral Roberts University eAcademy,7777 S Lewis Ave,Tulsa,OK,74171,208195686,Online Christian Education,OK,501(c)(3),Line 6,Oral Roberts University,0
201920719349300952,730739626,Oral Roberts University Educational Fellowship,7777 S Lewis Ave,Tulsa,OK,74171,731310793,Christian School Networking,OK,501(c)(3),Line 10,0
201843199349304644,230973290,THE REGENCY FOUNDATION,200 MANOR AVE,LANGHORNE,PA,19047,232795443,FINANCIAL PLANNING,PA,501C(3),11A,1
201843139349302649,464645902,ANDERSON CENTER FOR AUTISM,4885 ROUTE 9 PO BOX 367,STRAATSBURG,NY,12580,141598279,SCHOOL FOR AUTISTIC CHILDREN,NY,501(C)(3),LINE 2,N/A,0
201843139349302649,464645902,ANDERSON CENTER SERVICES,4885 ROUTE 9 PO BOX 367,STRAATSBURG,NY,12580,222923873,RESIDENTIAL HABILITATION AND LIFE LONG LEARNING FOR ADULTS WITH AUTISM,NY,501(C)(3),LINE 7,ANDERSON CENTER FOR AUTISM,0
201823489349300002,311682468,UPEI Foundation (US) Inc,550 University Avenue,Charlottetown,PEI,CA,C1A 4P3,311672361,Educational,MA,501 (C) (3),7,NA,false
201803379349300365,980085912,SHOWA BOSTON INSTITUTE FOR LANGUAGE,420 POND STREET,JAMAICA PLAIN,MA,02130,042966217,EDUCATION,MA,501(C)(3),LINE 2,SHOWA JAPAN,1
201803379349300365,980085912,NPO SHOWA,1-7-57 TAISHIDO,SETGAYA KU TOKYO,JA,NURSERY,JA,JAPANESE,NON-PROFIT,N/A,0
201921229349301717,952261113,Claremont University Consortium,101 S Mills Ave,Claremont,CA,91711,954786748,Support Claremont colleges,CA,501(c)(3),"12a, Type I",N/A,0
201921229349301717,952261113,Pitzer College - Costa Rica,101 S Mills Ave,Claremont,CA,91711,320152376,Conservation easement for forest conservation,CA,501(c)(3),"12a, Type I",N/A,1
201901309349304800,951644593,SCCO COLLEGE PROPERTIES INC,2575 YORBA LINDA BLVD,FULLERTON,CA,92831,953549243,TITLE HOLDING COMPANY,CA,501(C)(2),N/A,MARSHALL B KETCHUM UNIVERSITY,1
201910359349300011,231543518,PIT SUPPORTING FOUNDATION,220 NORTH JACKSON STREET,MEDIA,PA,19063,460509854,TO SUPPORT AND BENEFIT THE PENNSYLVANIA INSTITUTE OF TECHNOLOGY,PA,501(C)(3),11-TYPE 1,PENNSYLVANIA INSTITUTE OF TECHNOLOGY,1
201910359349300011,231543518,THE GARRISON FOUNDATION,800 MANCHESTER AVE,MEDIA,PA,19063,236888782,TO SUPPORT AND BENEFIT THE PENNSYLVANIA INSTITUTE OF TECHNOLOGY,PA,501(C)(3),11-TYPE 1,PENNSYLVANIA INSTITUTE OF TECHNOLOGY,1
201911359349312171,060731360,Women's Education Leadersip Fund Inc,200 Bloomfield Avenue,West Hartford,CT,06117,272560346,Education,CT,501(C)(3),PF,U OF H,false
201911359349312171,060731360,Hartford Art School Inc,200 Bloomfield Avenue,West Hartford,CT,06117,061256949,Education,CT,501(C)(3),II-FI,NA,false
201911359349312126,132676570,TOURO UNIVERSITY CALIFORNIA,500 7TH AVE,NEW YORK,NY,10018,133838740,EDUCATION,CA,501(C)(3),2,TOUROCOLLEGE,true
201911359349312126,132676570,TOURO UNIVERSITY NEVADA,500 7TH AVE,NEW YORK,NY,10018,200362127,EDUCATION,NV,501(C)(3),2,TOUROCOLLEGE,true
201911359349312126,132676570,TOURO UNIVERSITY COLLEGE OF MEDICINE IN,500 7TH AVE,NEW YORK,NY,10018,680646771,EDUCATION,NJ,501(C)(3),2,TOUROCOLLEGE,true
201911359349312126,132676570,YESHIVAS OHR HACHAIM,500 7TH AVE,NEW YORK,NY,10018,112808947,EDUCATION,NY,501(C)(3),2,TOUROCOLLEGE,true
201911359349312126,132676570,RABBI DOV REVEL YESHIVA OF FOREST HILLDS,500 7TH AVE,NEW YORK,NY,10018,111681674,EDUCATION,NY,501(C)(3),2,TOUROCOLLEGE,true
201911359349312126,132676570,TOURO LAW CENTER DEVELOPMENT FOUNDATION,500 7TH AVE,NEW YORK,NY,10018,133922718,SUPPORT ORG,NY,501(C)(3),12A,TOUROCOLLEGE,true
201911359349312126,132676570,NYMC LLC,500 7TH AVE,NEW YORK,NY,10018,271481147,MEMBER NYMC,DE,501(C)(3),12B,TOUROCOLLEGE,true
201911359349312126,132676570,NEW YORK MEDICAL COLLEGE,40 SUNSHINE COTTAGE ROAD,VALHALLA,NY,10595,131099420,EDUCATION,NY,501(C)(3),2,NYMC LLC,true
201911359349312126,132676570,PARTNERSHIP FOR A HEALTHY POPULATION,500 7TH AVE,NEW YORK,NY,10018,134028993,HEALTH STUDY,NY,501(C)(3),4,TOUROCOLLEGE,true
201911359349312126,132676570,TOURO COLLEGE BERLIN GGMBH BERLIN,AM RUPERHORN 4 14055,BERLIN,GM,EDUCATIONAL,GM,501(C)(3),TOUROCOLLEGE,true
201911359349312126,132676570,HEBREW THEOLOGICAL COLLEGE,7135 CARPENTER RD,SKOKIE,IL,60077,362167095,EDUCATIONAL,IL,501(C)(3),2,TOUROCOLLEGE,true
201911359349312126,132676570,THE BIOTECHNOLOGY INCUBATOR AT NYMC INC,40 SUNSHINE COTTAGE ROAD,VALHALLA,NY,10595,471682208,INCUBATOR,NY,501(C)(3),10,NA,false
201921029349300727,730555460,CHRISTIAN CHRONICLE INC,PO BOX 11000,OKLAHOMA CITY,OK,731361100,731018264,PUBLICATION,OK,501 (C) 3,9,N/A,false
201911059349300741,060653264,THE CULINARY INSTITUTE OF AMERICA,SINGAPORE LTD,BLOCK 26,21 TAMPINES AVENUE 1,SINGAPORE,SN,052957,EDUCATION,SN,2,N/A,1
201911059349300806,410708577,BETHEL UNIVERSITY FOUNDATION,3900 BETHEL DRIVE,ST PAUL,MN,55112,237094836,FINANCIAL MANAGEMENT OF ENDOWMENTS AND TRUST ACCOUNTS FOR BETHEL UNIVERSITY,MN,501(C)(3),LINE 7,BETHEL UNIVERSITY,1
201901059349300010,231352654,COIN CRI CLUB,20TH OLNEY AVENUE,PHILADELPHIA,PA,19141,232075569,HOLDS LICENSE,PA,501(C)(3),11C,N/A,1
201901059349300010,231352654,EMMET CORPORATION,1900 WEST OLNEY AVENUE,PHILADELPHIA,PA,19140,463317692,CHARITABLE,PA,501(C)(3),7,LA SALLE,1
201901059349300230,310725957,MOUNT VERNON NAZARENE UNIVERSITY FOUNDATION,800 MARTINSBURG ROAD,MOUNT VERNON,OH,43050,311398494,FUND MGMT (INACTIVE),OH,501(c)(3),Type I,NA,false
201911059349301311,741196134,MACU NEW HORIZONS FOUNDATION,3500 SW 119TH ST,OKLAHOMA CITY,OK,73170,421574985,UNIVERSITY SUPPORT,OK,501(C)(3),LINE 5,MID-AMERICA CHRISTIAN UNIVERSITY INC,1
201911059349301311,741196134,CHURCH OF GOD MINISTRIES,1201 E FIFTH STREET,ANDERSON,IN,460182420,352049256,UNIVERSITY SUPPORT,IN,501(C)(3),LINE 5,N/A,0
201941059349300809,620481463,NATIONAL ASSOC OF FREE WILL BAPTISTS,5233 MT VIEW ROAD,ANTIOCH,TN,37013,SPONSORING CHURCH/ DENOMINATION,TN,501(C)(3),LINE 1,0
201941059349300809,620481463,FREE WILL BAPTIST FOUNDATIOM,5233 MT VIEW ROAD,ANTIOCH,TN,37013,INVESTMENTS AND HOLDER OF COLLEGE DEBT,TN,501(C)(3),LINE 1,0
201941059349300809,620481463,RANDALL HOUSE PUBLICATIONS,114 BUSH ROAD,NASHVILLE,TN,37217,DENOMINATIONAL PUBLISHER,TN,501(C)(3),LINE 1,0
201941059349300524,430662529,WEBSTER UNIV-TONG TU ENTERPRSE MGMT CONS,ROOM 303 BLDG 4 NO 3288JIN HAI RD,PUDONG NEW AREA,CH,EDUCATIONAL,CH,N/A,N/A,WEBSTER UNIV,true
201941059349300524,430662529,WEBSTER UNIVERSITY-VIENNA,BERCHTOLDGASSE 1 1-1220,VIENNA,AU,EDUCATIONAL,AU,N/A,N/A,WEBSTER UNIV,true
201941059349300524,430662529,WEBSTER UNIVERSITY - GHANA,PLOT 445B LUANDA CLOSE,EAST LEGON ACCRA,GH,EDUCATIONAL,GH,N/A,N/A,WEBSTER UNIV,true
201941059349300524,430662529,FONDATION WEBSTER (WEBSTER UNIV-GENEVA),15 ROUTE DE COLLEX 1293 BELL,GENEVA,SZ,EDUCATIONAL,SZ,N/A,N/A,WEBSTER UNIV,true
201941059349300524,430662529,WEBSTER UNIV IN LEIDEN (THE NETHERLANDS),BOOMMARKT 1 2311 E A,LEIDEN,NL,EDUCATIONAL,NL,N/A,N/A,WEBSTER UNIV,true
