object_id,ein,FrmAndLnRfrncDsc
201731359349301683,362593545,"Schedule E, Part I, Line 3 RACIALLY NONDISCRIMINATORY POLICY","The policy is made available in both employee and student handbooks, as well as on the organization's website and in promotional materials used at recruiting events."
201731359349301683,362593545,"Schedule E, Part I, Line 6(a) FINANCIAL AID OR ASSISTANCE FROM A GOVERNMENT",We receive U.S. Department of Education Federal Direct Student Loans and other government assistance.
201731359349301718,710246213,"SCHEDULE E, PART I, LINE 3",ALL COLLEGE RELEASES AND SOLICITATIONS INCLUDE A NONDISCRIMINATION POLICY STATEMENT.
201731359349301718,710246213,"SCHEDULE E, PART I, LINE 6",GRANTS AND SCHOLARSHIPS ARE MADE TO STUDENTS ON AN OBJECTIVE BASIS RELATED TO ACADEMIC PERFORMANCE AND FINANCIAL NEED.
201731329349307453,350869045,"Schedule E, Part I, Line 3 RACIALLY NONDISCRIMINATORY POLICY",THE UNIVERSITY'S NONDISCRIMINATORY POLICY IS PUBLICIZED ON ITS WEBSITE AND IN MARKETING MATERIALS.
201731329349307453,350869045,"Schedule E, Part I, Line 6(a) FINANCIAL AID OR ASSISTANCE FROM A GOVERNMENT","THE UNIVERSITY OFFERS FINANCIAL ASSISTANCE IN THE FORM OF FEDERAL AND STATE ASSISTANCE, SCHOLARSHIPS, GRANTS AND LOANS TO STUDENTS BASED UPON ACADEMIC EXCELLENCE OR FINANCIAL NEED."
201721359349311897,953156658,"Schedule E, Part I, Line 3","The organization publishes its racially nondiscriminatory policy in the student handbook section of the University catalog, which is posted on the organization's website for the public to view."
201711359349311081,133838740,"SCHEDULE E, PART I, LINE 3","BROCHURES AND CATALOGS DISTRIBUTED TO STUDENTS AND RECRUITMENT ADVERTISEMENTS IN JOURNALS AND NEWSPAPERS, AS WELL AS ON TV, INTERNET AND THE RADIO CONTAIN STATEMENTS WITH RESPECT TO TOURO UNIVERSITY'S RACIALLY NONDISCRIMINATORY POLICY."
201711359349311081,133838740,"SCHEDULE E, PART I, LINE 6A","EXPLANATION OF GOVERNMENT FINANCIAL AID: University reported Government Contributions (Grant) of $1,961,762 relate to Grants from the Government for Research and Facility Improvements. Additionally, Students attending University may be eligible for Federal Financial Aid including student loans, Pell and other Grants."
201721359349305117,231352626,"SCHEDULE E, PART I, LINE 3","THE COLLEGE PROVIDES A STATEMENT IN ALL PUBLICATIONS AND ON ITS WEBSITE REGARDING ITS NONDISCRIMINATORY POLICY. THE COLLEGE IS SIGNIFICANTLY DIVERSE IN THAT THE PERCENTAGES OF AMERICAN INDIAN, ASIAN, AFRICAN-AMERICAN, AND LATIN STUDENTS CONSTITUTE .21%, 2.02%, 36.56% AND 8.84% OF THE TOTAL STUDENT POPULATION, AS MEASURED IN THE FALL OF 2013, 2014, AND 2015 RESPECTIVELY."
201721359349305117,231352626,"SCHEDULE E, PART I, LINE 6","THE COLLEGE RECEIVED $92,783 IN EDUCATION RELATED GRANTS FROM FEDERAL GOVERNMENT AGENCIES AND $399,678 FROM STATE GRANTS."
201721359349307902,943116985,"SCHEDULE E, PART I, LINE 3","ALL LITERATURE AND MATERIALS FOR PUBLICATION CONTAIN EXPLICIT POLICY STATEMENTS. MUKOGAWA FORT WRIGHT INSTITUTE IS A U.S. BRANCH CAMPUS OF MUKOGAWA WOMEN'S UNIVERSITY OF JAPAN, SEPARATELY INCORPORATED AS A NON-PROFIT ORGANIZATION. ACCORDINGLY, THE STUDENTS ATTENDING ARE JAPANESE WOMEN STUDENTS OF MUKOGAWA WOMEN'S UNIVERSITY. MUKOGAWA FORT WRIGHT INSTITUTE DOES NOT PROVIDE ANY FINANCIAL AID TO THESE STUDENTS. THE INSTITUTE'S ATTORNEY POSTED A NOTICE IN THE ""SPOKESMAN REVIEW"" NEWSPAPER FOR PUBLICITY OF OUR POLICY."
201731329349303188,310537177,"SCHEDULE E, PART I, LINE 3","WITTENBERG IS COMMITTED TO ENSURING A DIVERSE ENVIRONMENT FOR ALL INDIVIDUALS. AS SUCH, WE INCORPORATE THIS COMMITMENT ON SEARCH MATERIALS, THE WEBSITE, RECRUITMENT PUBLICATIONS, AND STUDENT, FACULTY, STAFF HANDBOOKS, AMONG OTHER COMMUNICATIONS BOTH INTERNALLY AND EXTERNALLY."
201731329349303188,310537177,"SCHEDULE E, PART I, LINE 6",WITTENBERG UNIVERSITY RECEIVES FINANCIAL ASSISTANCE FROM THE U.S. GOVERNMENT IN CONNECTION WITH THE PELL GRANT AND SUPPLEMENTAL EDUCATIONAL OPPORTUNITY GRANT PROGRAMS. WITTENBERG UNIVERSITY ALSO RECEIVES SUPPORT FROM THE STATES OF OHIO AND PENNSYLVANIA FOR CERTAIN PROGRAMS.
201731359349300633,260812968,"SCHEDULE E, PART I, LINE 3","THE FOLLOWING STATEMENT IS INCLUDED ON ALL BROCHURES AND MAILINGS. ""GEISINGER COMMONWEALTH SCHOOL OF MEDICINE IS COMMITTED TO NON-DISCRIMINATION IN ALL OF ITS EMPLOYMENT AND EDUCATIONAL OPPORTUNITIES."" IN ADDITION, THE COLLEGE ADVERTISED ITS NONDISCRIMINATORY POLICY."
201731359349300633,260812968,"SCHEDULE E, PART I, LINE 6","IN FY 2016 GEISINGER COMMONWEALTH SCHOOL OF MEDICINE RECOGNIZED GRANT REVENUE FROM FEDERAL AND STATE GOVERNMENTS IN THE AMOUNT OF $831,634."
201731329349304138,391024723,"SCHEDULE E, PART I, LINE 3","MARIAN UNIVERSITY DRAWS STUDENTS NATIONWIDE. MATERIALS USED IN PROMOTIONAL ACTIVITIES AND RECRUITING EFFORTS INCLUDE A STATEMENT THAT MARIAN UNIVERSITY ADMITS STUDENTS OF ANY RACE, COLOR, RELIGION, AND NATIONAL OR ETHNIC ORIGIN."
201731329349304138,391024723,"SCHEDULE E, PART I, LINE 6",THE UNIVERSITY RECEIVED FROM GOVERNMENTAL AGENCIES THE FOLLOWING FINANCIAL AID: -PELL GRANT SUPPLEMENTAL EDUCATIONAL OPPORTUNITY GRANT -COLLEGE WORK STUDY -PERKINS -TRIO
201731329349302298,231352651,"FORM 990, SCHEDULE E, PART I, LINE 3","TJU IS COMMITTED TO PROVIDING EDUCATION & EMPLOYMENT OPPORTUNITITES FOR ALL PERSONS WITHOUT RACE, COLOR, NATIONAL ETHNIC ORIGIN, RELIGION, SEXUAL ORIENTATION, SEX, AGE, HANDICAP OR VETERAN STATUS. TJU COMPLIES WITH ALL RELEVANT LOCAL ORDINANCES AND STATE AND FEDERAL STATUTES IN THE ADMINISTRATION OF ITS EDUCATIONAL AND EMPLOYMENT POLICIES AND IS AN AFFIRMATIVE ACTION EMPLOYER."
201731329349302298,231352651,"FORM 990, SCHEDULE E, PART I, LINE 6","FUNDING IS RECEIVED FROM THE STATE OF DELAWARE (SEE FORM 990, PART VIII, LINE 1E)."
201721329349307392,990272261,"SCHEDULE E, PART I, LINE 3","NOTICE OF NONDISCRIMINATORY POLICY"" IS AVAILABLE TO THE PUBLIC VIA THE UNIVERSITY CATALOG, STUDENT HANDBOOK AND CHAMINADE WEBSITE (WWW.CHAMINADE.EDU)"
201721329349307392,990272261,"SCHEDULE E, PART I, LINE 6","THE ORGANIZATION RECEIVES VARIOUS FEDERAL GOVERNMENT GRANTS SUCH AS THE PELL GRANT, TEACH GRANT, AND SUPPLEMENTAL EDUCATIONAL OPPORTUNITY GRANT."
201711359349308381,941279798,"SCHEDULE E, PART I, LINE 3",THE COLLEGE'S RACIALLY NONDISCRIMINATORY POLICY IS PUBLISHED IN PRINT MEDIA AND ALSO DISTRIBUTED TO THE COMMUNITY SERVED BY THE ORGANIZATION.
201711359349308381,941279798,"SCHEDULE E, PART I, LINE 6A",PACIFIC UNION COLLEGE RECEIVES ACCESS TO FEDERAL FUNDS FOR EDUCATIONAL LOANS AND SCHOLARSHIPS.
201731359349308693,660277132,"SCHEDULE E, LINE 3",IT WAS INCLUDED IN THE CATALOG DELIVERED TO THE STUDENTS AND PUBLISHED IN THE WEBSITE OF THE INSTITUTION.
201731359349308693,660277132,"SCHEDULE E, LINE 4",THERE WERE NO CONTRIBUTIONS REQUESTED DURING THE FISCAL YEAR.
201731359349308693,660277132,"SCHEDULE E, LINE 6","FOR THE YEAR ENDED JUNE 30, 2016, THE INSTITUTION RECEIVED 1,412,618, UNDER SUB-RECIPIENT CONTRACTS OF FEDERAL GRANTS AWARDED BY THE PUERTO RICO DEPARTMENT OF EDUCATION (21 CENTURY COMMUNITY LEARNING CENTER, TITLE II ADULT AND FAMILY LITERACY AND TITLE I-ELEMENTARY AND SECONDARY EDUCATION ACT) AND FROM THE INTERAMERICAN UNIVERSITY OF PUERTO RICO (HISPANIC-SERVING INSTITUTION PROGRAM (STEM). THE GRANTS WERE PROVIDED FOR SEVERAL PURPOSES SUCH AS: EDUCATIONAL SERVICES TO STUDENTS WHO ATTEND HIGH-POVERTY AND LOW- PERFORMING SCHOOLS, EXPAND EDUCATIONAL OPPORTUNITIES, IMPROVE THE ATTAINMENT OF HISPANIC STUDENTS RESPECTIVELY AND DEVELOP EDUCATIONAL PROGRAMS TO ADULTS WITH 16 YEARS OR MORE NOT ATTENDING SCHOOLS. THE INSTITUTION ALSO RECEIVED AS DIRECT AWARD THE AMOUNT OF 106,191 FROM THE NATIONAL SCIENCE FOUNDATION FOR A PROGRAM GRANTED FOR HISPANIC STUDENTS IN COMPUTER AND INFORMATION SCIENCES FIELDS AND 13,500 FROM THE STATE LEGISLATURE AS A GRANT FOR EDUCATION RELATED ACTIVITIES."
201731359349308568,750859668,"Schedule E, Line 3 - Racially Nondiscriminatory Policy Publicized",Advertised in local newspaper and is a part of the University literature.
201731359349308568,750859668,"Schedule E, Line 4 - Explanation of Records and Materials Not Maintained"
201731359349308568,750859668,"Schedule E, Line 5 - Explanation of Organization Discrimination by Race"
201721359349305367,030179414,"Schedule E, Part I, Line 3 RACIALLY NONDISCRIMINATORY POLICY","BENNINGTON COLLEGE IS COMMITTED TO A POLICY OF NON-DISCRIMINATION AS DEFINED UNDER APPLICABLE STATE AND FEDERAL LAWS. DISCRIMINATION WITH REGARD TO AGE, SEX, CREED, DISABILITY, NATIONAL ORIGIN, RACE, COLOR, SEXUAL ORIENTATION, GENDER IDENTITY, MARITAL STATUS, OR ANY OTHER LEGALLY PROTECTED CATEGORY IS PROHIBITED."
201721359349305367,030179414,"Schedule E, Part I, Line 6(a) FINANCIAL AID OR ASSISTANCE FROM A GOVERNMENT",BENNINGTON COLLEGE PARTICIPATES IN THE TITLE IV FEDERAL STUDENT FINANCIAL AID PROGRAMS AS WELL AS RECEIVES GRANTS FROM THE NATIONAL SCIENCE FOUNDATION.
201721359349311307,911036794,"SCHEDULE E, PART I, LINE 3",BASTYR UNIVERSITY POSTS ITS RACIALLY NONDISCRIMINATORY POLICY IN RECRUITING PUBLICATIONS AND ON ITS WEBSITE
201721359349311307,911036794,"SCHEDULE E, PART I, LINE 6",THE SCHOOL RECEIVES GRANTS FROM FEDERAL AND STATE AGENCIES WHICH ARE USED TO FUND VARIOUS MEDICAL RESEARCH STUDIES.
201721359349310137,640364542,"SCHEDULE E, PART I, LINE 3",THE SCHOOL CATALOG HAS THE NONDISCRIMINATORY POLICY PRINTED IN IT AND THE ADMISSION FORM USED DURING THE REGISTRATION PERIOD ALSO HAS THE NONDISCRIMINATORY POLICY PRINTED ON IT.
201701359349311025,416059072,"SCHEDULE E, LINE 3",POLICY IS CONTAINED IN THE STUDENT INFORMATION BROCHURE AND ON WEBSITE AT WWW.NURSEANASTHESIA.ORG/PROSPECTIVESTUDENTS/STUDENTINFO.HTML.
201701359349306095,570341191,6a,"The University offers scholarships and student financial aid to assist with meeting the students financial obligations. The Financial Aid Office has the necessary policies and procedures to ensure that the University adheres to and complies with federal regulations regarding eligibility for student financial aid. Requirements for receiving scholarships depend on other factors, such as grade point average, family income, or athletic talents."
201731359349310158,314379459,"SCHEDULE E, PART I, LINE 3","DENISON UNIVERSITY CUSTOMARILY DRAWS A SUBSTANTIAL PERCENTAGE OF ITS STUDENTS NATIONWIDE AND WORLDWIDE, AND FOLLOWS A RACIALLY NONDISCRIMINATORY POLICY WITH REGARD TO ITS STUDENTS."
201731359349310158,314379459,"SCHEDULE E, PART I, LINE 6","AID FROM A GOVERNMENTAL AGENCY - THE UNIVERSITY RECEIVES FEDERAL FUNDING FOR ITS VARIOUS STUDENT FINANCIAL AID PROGRAMS INCLUDING THE PELL GRANT PROGRAM, THE SUPPLEMENTAL EDUCATIONAL OPPORTUNITY GRANT PROGRAM, THE FEDERAL WORK STUDY PROGRAM, AND THE PERKINS LOAN PROGRAM. ADDITIONALLY, THE UNIVERSITY HAS RECEIVED FUNDING THROUGH VARIOUS FEDERAL AGENCIES IN FURTHERANCE OF SPECIFIC RESEARCH PROJECTS."
201701359349313925,580566116,"SCHEDULE E, PART I, LINE 3","OUR NONDISCRIMINATORY POLICY IS MADE KNOWN TO THE GENERAL COMMUNITY THROUGH OUR CATALOGS, BROCHURES, ADMISSIONS APPLICATIONS AND ON OUR WEBSITE."
201701359349313925,580566116,"SCHEDULE E, PART I, LINE 6","AGNES SCOTT COLLEGE IS THE RECIPIENT OF THE FOLLOWING FEDERAL AID PROGRAMS: PELL GRANTS, SUPPLEMENTAL EDUCATION OPPORTUNITY GRANTS, FEDERAL WORK STUDY GRANTS, NATIONAL INSTITUTE OF HEALTH RESEARCH GRANTS AND NATIONAL SCIENCE FOUNDATION RESEARCH GRANTS."
201701359349312925,951860996,"SCHEDULE E, LINE 3","THE SCHOOL OBTAINS ITS STUDENTS FROM ELEMENTARY SCHOOLS IN ITS GEOGRAPHICAL AREA. THE RACIAL NONDISCRIMINATORY POLICY IS PUBLICIZED IN THE STUDENT HANDBOOK, THE FACULTY HANDBOOK, AND THE SCHOOL CATALOG. THE SCHOOL'S CURRENT ENROLLMENT DEMONSTRATES THAT IT FOLLOWS A RACIALLY NONDISCRIMINATORY POLICY IN THAT THE VAST MAJORITY OF STUDENTS ARE RACIAL MINORITY GROUPS."
201711359349307976,010275130,"Schedule E, Part I, Line 3",Policy is stated in all recruiting materials.
201711359349307976,010275130,"Schedule E, Part I, Line 5",N/A
201711359349307976,010275130,"Schedule E, Part I, Line 6",Unity College participates in various governmental financial aid and grant programs for student financial aid and work study wages.
201741299349300424,596155069,"SCHEDULE E, PART I, LINE 3",THE COLLEGE'S NONDISCRIMINATION POLICY IS POSTED ON THEIR WEBSITE ALONG WITH THE APPLICATION FORM AND PROCEDURES. THE COLLEGE DOES NOT UTILIZE NEWSPAPERS OR BROADCAST MEDIA SERVICES.
201701329349303080,561995933,"Schedule E, Line 3 - Racially Nondiscriminatory Policy Publicized","The CCCTS Statement of Non-Discrimination appears in the institution's charter, all institutional Catalogs, Handbooks, and other assorted printed and promotional documents, as well as more widely assessable digital media sources such as the institution's website and various social media outlets"
201701329349303080,561995933,"Schedule E, Line 4 - Explanation of Records and Materials Not Maintained"
201701329349303080,561995933,"Schedule E, Line 5 - Explanation of Organization Discrimination by Race"
201731359349310933,550370128,"SCHEDULE E, PART I, LINE 3","MOUNTAIN STATE UNIVERSITY, INC. HAS CEASED DIRECT EDUCATIONAL OPERATIONS AS OF DECEMBER 31, 2012. THE UNIVERSITY IS IN THE PROCESS OF LIQIDATING ASSETS AND PAYING LIABILITIES."
201731359349304658,990113930,"SCHEDULE E, PART I, LINE 3","NONDISCRIMINATION POLICY HAWAI'I PACIFIC UNIVERSITY MEETS THE REQUIREMENTS OF REV. PROC. 75-50 PUBLICITY REQUIREMENTS BY MEETING THE 4.03(2)(B) EXCEPTION WHICH STATES ""IF A SCHOOL CUSTOMARILY DRAWS A SUBSTANTIAL PERCENTAGE OF ITS STUDENTS NATIONWIDE OR WORLDWIDE FROM A LARGE GEOGRAPHIC SECTION OR SECTIONS OF THE UNITED STATES AND FOLLOWS A RACIALLY NONDISCRIMINATORY POLICY AS TO STUDENTS, THE PUBLICITY REQUIREMENT MAY BE SATISFIED BY COMPLYING WITH SECTION 4.02, SUPRA. SUCH A SCHOOL MAY DEMONSTRATE THAT IT FOLLOWS A RACIALLY NONDISCRIMINATORY POLICY WITHIN THE MEANING OF THE PRECEDING SENTENCE EITHER BY SHOWING THAT IT CURRENTLY ENROLLS STUDENTS OF RACIAL MINORITY GROUPS IN MEANINGFUL NUMBERS OR, WHEN MINORITY STUDENTS ARE NOT ENROLLED IN MEANINGFUL NUMBERS, THAT ITS PROMOTIONAL ACTIVITIES AND RECRUITING EFFORTS IN EACH GEOGRAPHIC AREA WERE REASONABLY DESIGNED TO INFORM STUDENTS OF ALL RACIAL SEGMENTS IN THE GENERAL COMMUNITIES WITHIN THE AREA OF THE AVAILABILITY OF THE SCHOOL. THE QUESTION WHETHER A SCHOOL SATISFIES THE PRECEDING SENTENCE WILL BE DETERMINED ON THE BASIS OF THE FACTS AND CIRCUMSTANCES OF EACH CASE."" HAWAI'I PACIFIC UNIVERISITY CUSTOMARILY DRAWS STUDENTS FROM HAWAI'I, NATIONWIDE AND GLOBALLY AND FOLLOWS A RACIALLY NONDISCRIMINATORY POLICY AS TO STUDENTS. THE UNIVERSITY CURRENTLY ENROLLS STUDENTS OF RACIAL MINORITY GROUPS IN MEANINGFUL NUMBERS. THE RACIAL MAKEUP OF ENROLLED STUDENTS ACCORDING TO IPEDS CATEGOROES IS AS FOLLOWS: AMERICAN INDIAN OR ALASKA NATIVE 0.5%, ASIAN/NATIVE HAWAIIAN /PACIFIC ISLANDER 17%, BLACK OR AFRICAN AMERICAN 5%, HISPANIC/LATINO 13%, WHITE 27%, NON-RESIDENT ALIEN 12.5%, AND TWO OR MORE RACES/OTHER/UNKNOWN 25%. THE UNIVERSITY COMPLIED WITH ALL ASPECTS OF REV. PROC. 75-50, SECTIONS 4.01 THROUGH 4.05. SPACE PERMITTING, PRINT ADVERTISING AND BROCHURES INCLUDE THE FOLLOWING STATEMENT: ""HAWAI'I PACIFIC UNIVERSITY IS AN EQUAL OPPORTUNITY/AFFIRMATIVE ACTION INSTITUTION THAT PROHIBITS DISCRIMINATION AGAINST, AND HARASSMENT OF, ANY PERSON ON THE BASIS OF RACE, COLOR, NATIONAL ORIGIN, RELIGION, SEXUAL OREINTATION, AGE, ANCESTRY, MARITAL STATUS, DISABILITY, ARREST AND COURT RECORD, OR VETERAN STATUS. SEX DISCRIMINATION INCLUDES SEXUAL HARASSMENT AND SEXUAL ASSAULT. FOR MORE INFORMATION ON HOW TO REPORT DISCRIMINATION OR HARASSMENT TO HPU, PLEASE GO TO WWW.HPU.EDU/STUDENTLIFE AND CLICK ON THE LINK TO THE STUDENT HANDBOOK."" WHERE SPACE DOES NOT PERMIT THE LONG VERSION, A SHORTER VERSION IS USED: ""HAWAI'I PACIFIC UNIVERSITY ADMITS STUDENTS OF ANY RACE, COLOR, NATIONAL AND ETHNIC ORIGIN, RELIGION, GENDER, AGE, ANCESTRY, MARITAL STATUS, SEXUAL ORIENTATION, VETERAN STATUS AND DISABILITY."""
201731359349304658,990113930,"SCHEDULE E, PART I, LINE 6A",FINANCIAL AID OR ASSISTANCE FROM A GOVERNMENT AGENCY HAWAI`I PACIFIC UNIVERSITY PARTICIPATES IN UNITED STATES DEPARTMENT OF EDUCATION FINANCIAL AID PROGRAMS AND OTHER GOVERNMENT GRANT PROGRAMS FUNDING RESEARCH AND TEACHING.
201741309349300634,237225104,"Schedule E, Line 6 - Explanation of Aid or Assistance from Governmental Agency","US Dept of Education student grants and loans $9,002,523; Commonwealth of Massachusetts Cultural Council $25,000"
201741309349300634,237225104,"Schedule E, Line 3 - Racially Nondiscriminatory Policy Publicized","NEC includes the nondiscrimination policy in brochures, catalogues, and comparable materials dealing with student admissions, programs, and scholarships to satisfy the publicity requirement, given that NEC customarily draws a substantial percentage of its students both nationwide and worldwide. NEC follows this nondiscriminatory policy."
201741309349300634,237225104,"Schedule E, Line 4 - Explanation of Records and Materials Not Maintained"
201741309349300634,237225104,"Schedule E, Line 5 - Explanation of Organization Discrimination by Race"
201701359349300510,541911091,Governmental Agency Financial Aid (Questions 6a and 6b),The Institute receives Federal Work Study funds of which the Institute must match 25%.
201701329349302095,820200906,"Schedule E, Part I, Line 3",The College of Idaho's non discrimination policy is on its application for admission.
201701329349302095,820200906,"Schedule E, Part I, Line 6",The College receives student financial aid from the US Department of Education. These funds are awarded directly to students and applied toward their tuition and fees.
201701329349300420,042103865,"Schedule E, Part I, Line 3","Publications, applications, registration forms, newspaper advertisements, and summer program materials make reference to the Universitys racially nondiscriminatory policy."
201701329349300420,042103865,"SCHEDULE E, PART I, LINE 6","All federal and state funds received are expended entirely for student financial aid in accordance with the U.S. Office of Management and Budget Circular A-133 for federal funds, and with specific requirements applicable to the Massachusetts Office of Student Financial Assistance Programs for state funds."
201701359349304325,050312747,"SCHEDULE E, PART I, LINE 3",NOTICE OF NONDISCRIMINATION POLICY PUBLISHED IN THE PROVIDENCE JOURNAL BULLETIN SERVING THE GREATER PROVIDENCE AREA.
201701359349304325,050312747,"SCHEDULE E, PART I, LINE 6",THE INSTITUTE RECEIVES AID FOR ITS STUDENTS UNDER THE PROVISIONS OF TITLE IV OF THE HIGHER EDUCATION ACT.
201701329349302040,042005934,"Schedule E, Part I, Line 3","Incorporated into its student solicitation programs, the College publicizes and provides to prospective students and the general community the following policies on Equal Education: Equal Education Opportunity - Fisher College is committed to an educational and working environment that provides equal opportunity to all members of the College community. In accordance with Federal and State law, the College prohibits unlawful discrimination on the basis of race, color, religion, national origin, gender, age, disability, citizenship, veteran status and sexual orientation. The requirement of newspaper or broadcast media does not apply, as the College draws a substantial portion of its student population from national and worldwide demographics, and follows a racially nondiscriminatory policy within the meaning of this section. The College can demonstrate that racial minority groups are enrolled in meaningful numbers."
201711329349303141,931022351,"SCHEDULE E, PART I, LINE 3","THE UNIVERSITY PUBLISHES ITS RACIALLY NONDISCRIMINATORY POLICY IN THE UNIVERSITY CATALOGUE AND UNIVERSITY WEBSITE. IN JANUARY AND FEBRUARY OF 2016, THE RACIALLY NONDISCRIMINATORY POLICY WAS PUBLISHED IN THE LOCAL NEWSPAPER, MID VALLEY NEWS."
201711329349303141,931022351,"SCHEDULE E, PART I, LINE 6",RECEIVED TITLE IV FINANCIAL AID FROM DEPARTMENT OF EDUCATION.
201701359349312770,260664313,"SCHEDULE E, LINE 3","ALL POLICIES ARE APPROVED AT A PUBLIC MEETING. THEY ARE MADE KNOWN TO THE GENERAL PUBLIC THROUGH ITS WEBSITE, PREPRINTED MATERIALS AND REGISTRATION FORMS."
201701359349312770,260664313,"SCHEDULE E, LINE 4",THE SCHOOL DOES NOT AWARD SCHOLARSHIPS AND OTHER FINANCIAL ASSISTANCE.
201701359349312770,260664313,"SCHEDULE E, LINE 6",THE ORGANIZATION RECEIVES REVENUE FROM THE FEDERAL AND STATE GOVERNMENTS FOR EDUCATIONAL PROGRAMS.
201731359349304583,156019050,"SCHEDULE E, PART I, LINE 3","NONDISCRIMINATORY INFORMATION CAN BE FOUND THROUGHOUT THE COLLEGE'S RESOURCES INCLUDING, BUT NOT LIMITED TO, THE COLLEGE WEBSITE AND VARIOUS BROCHURES."
201731359349304583,156019050,"SCHEDULE E, PART I, LINE 6",THE COLLEGE RECEIVES FINANCIAL AID FROM STATE AND FEDERAL AGENCIES THAT IS PASSED TO THE COLLEGE'S STUDENTS. THE COLLEGE FILES THE APPROPRIATE REPORTS WITH THE FEDERAL AUDIT CLEARINGHOUSE AND THE DEPARTMENT OF EDUCATION. REVENUES AND EXPENSES FROM THIS AID ARE CONSIDERED AGENCY FUNDS AND ARE NOT RECORDED AS REVENUES AND EXPENSES OF THE COLLEGE.
201731369349300103,237227990,"SCHEDULE E, PART I, LINE 3",THE POLICY IS PUBLISHED ON THE BROOKLYN LAW SCHOOL WEBSITE.
201731369349300103,237227990,"SCHEDULE E, PART I, LINE 6",FINANCIAL AID FROM GOVERNMENT AGENCIES: 1) FEDERAL PERKINS LOAN PROGRAM 2) FEDERAL WORK STUDY PROGRAM 3) FEDERAL DIRECT LOAN PROGRAM
201711329349300031,430654876,"SCHEDULE E, PART I, LINE 3",ALL ADS FOR EMPLOYMENT STATE THE UNIVERSITY IS AN EQUAL OPPORTUNITY EMPLOYER. ALL UNDERGRADUATE AND GRADUATE APPLICATIONS INCLUDE THE NONDISCRIMINATION POLICY AND THE POLICY IS INCLUDED IN THE EMPLOYEE HANDBOOK AS WELL.
201711329349300031,430654876,"SCHEDULE E, PART I, LINE 6","THE UNIVERSITY RECEIVES FEDERAL ASSISTANCE FROM THE US DEPT OF EDUCATION FOR STUDENT FINANCIAL AID UNDER THE PELL GRANT, FEDERAL WORK STUDY, PERKINS LOAN PROGRAM, AND SEOG."
201731359349305983,640303093,6a,"The College offers scholarships and student financial aid to assist with meeting the students financial obligations. The Financial Aid Office has the necessary policies and procedures to ensure that the College adheres to and complies with federal regulations regarding eligibility for student financial aid. Requirements for receiving scholarships depend on other factors such as grade point average, family income or athletic talents."
201731359349309403,560603922,6a,"The College offers scholarships and student financial aid to assist with meeting the students financial obligations. The Financial Aid Office has the necessary policies and procedures to ensure that the College adheres to and complies with federal regulations regarding eligibility for student financial aid. Requirements for receiving scholarships depend on other factors, such as grade point average, family income, or athletic talents."
201741299349300234,344428207,"SCHEDULE E, PART I, LINE 3","A NONDISCRIMINATORY POLICY NOTED IN TRUSTEE BYLAWS, IN BOARD APPROVED RESOLUTION AND IN LITERATURE RELATING TO ALL PROGRAMS."
201741299349300234,344428207,"SCHEDULE E, PART I, LINE 6A",BLUFFTON UNIVERSITY PARTICIPATES IN STUDENT AID PROGRAMS PROVIDED BY THE FEDERAL GOVERNMENT.
201711329349307266,341018992,"Schedule E, Part I, Line 3 RACIALLY NONDISCRIMINATORY POLICY","The university meets the requirements of revenue procedure 75-50, 1975-1 C.B. 587, Part III, Section 4.03(2)(B)."
201711329349307266,341018992,"Schedule E, Part I, Line 6(a) FINANCIAL AID OR ASSISTANCE FROM A GOVERNMENT","The university provides financial aid, which is funded by gifts, endowment income and externally sponsored aid (including federal and state governmental sources), to students based on demonstrated financial need or academic merit. Government advances to qualified students are funded principally with federal loans to the university under the Perkins, nursing and health professions student loan programs."
201701359349300945,135562167,RACIALLY NONDISCRIMINATORY POLICY & GOVERNMENT ASSISTANCE,"SCHEDULE E, PART I THE COLLEGE PUBLICIZES ITS NON-DISCRIMINATION POLICY IN REGISTRATION MATERIALS, BROCHURES AND ON ITS WEBSITE. THE COLLEGE IS COMMITTED TO ENSURING THAT IT DOES NOT RACIALLY DISCRIMINATE AGAINST ANY INDIVIDUAL. THE COLLEGE RECEIVES FEDERAL AND STATE EDUCATIONAL ASSISTANCE GRANTS SUCH AS PELL, BUNDY AND SIMILAR SOURCES."
201711359349308656,231352665,"SCHEDULE E, PART I, LINE 3","THE NON-DISCRIMINATION POLICY OF THE UNIVERSITY IS INCLUDED IN ALL EXTERNALLY TARGETED PUBLICATIONS, THE UNIVERSITY CATALOG, AND THE WEBSITE."
201711359349308656,231352665,"SCHEDULE E, PART I, LINE 6","THE UNIVERSITY RECEIVES FEDERAL FUNDS UNDER THE PERKINS LOAN, PELL GRANT, SUPPLEMENTAL EDUCATION OPPORTUNITY GRANT, COLLEGE WORK STUDY, AND OTHER MISCELLANEOUS FEDERAL RESEARCH AND DEVELOPMENT GRANTS. ADDITIONALLY, THE UNIVERSITY RECEIVES VARIOUS GRANTS FROM THE COMMONWEALTH OF PENNSYLVANIA AND ITS POLITICAL SUBDIVISIONS."
201711359349300901,240795686,"SCHEDULE E, PART I, LINE 3",SEE SUPPLEMENTAL PAGE
