object_id,ein,NnCshChckbxInd,Dsc,CntrbtnCnt,NncshCntrbtnsRptF990Amt
201921269349300402,030179403,X,Pianos,2,6800,Appraisal
201921289349302062,941156566,X,Pledge receivable,14,806816,Other
201921339349300002,951644035,X,"Recreational Experiences/Services (dining, recreation, golf, etc)",2,9183,Cost
201921339349300002,951644035,X,Building Materials,1,4703,Cost
201921339349300002,951644035,X,Musical Instruments/Equip.,2,2100,Cost
201921059349300247,370661211,X,TRAVEL,4,2003,COST
201921059349300247,370661211,X,EQUIPMENT,1,407,COST
201921339349302257,150543659,X,Athletic Equipment,1,615,Fair Market Value
201921339349302257,150543659,X,Miscellaneous,9,11300,Fair Market Value
201920929349300742,160759798,X,8 Spaces in Dorm Building,8,55664,FMV
201920929349300742,160759798,X,Gift Cards,1,2000,FMV
201920929349300742,160759798,X,Copiers,3,5700,FMV
201931299349301613,042103580,X,EQUIPMENT/FURNITURE,2,Other
201931299349301613,042103580,X,ARCHIVAL,2,Other
201931299349301613,042103580,X,OTHER,20,Other
201931149349301203,540506306,X,Other-Archival Materials,14,14,value to college
201931149349301203,540506306,X,Gift certificates/gift cards,9,9,value to college
201931149349301203,540506306,X,Musical instruments,1,1,value to college
201931149349301203,540506306,X,Mineral rights,1,264,fair market value
201931149349301203,540506306,X,Livestock,2,2,value to college
201921059349300322,550370901,X,Equipment,1,3995,Fair market value
201901199349301600,951921340,X,FURNITURES,10,0,VALUE NOT ASSIGNED
201941309349302049,010212542,X,Tent for Graduation Ceremony,1,13440,FMV
201921199349300412,362167855,X,Sporting Events/Concerts,6,10635,Comparable sale
201921199349300412,362167855,X,Catered Meals,4,11900,Comparable Sale
201921199349300412,362167855,X,Restaurants & Other,4,2548,Comparable Sale
201921059349301402,741161940,X,EQUIPMENT AND SUPPLIES,2,44310,FMV
201921059349301402,741161940,X,ACADEMIC EQUIPMENT AND SUPPLIES,5,15380,SALE OF COMPARABLE I
201931029349301218,951643334,X,OTHER: ATHLETIC EQUIP.,8,129464,FMV
201931029349301218,951643334,X,OTHER: FOOD,59,94257,FMV
201931029349301303,440567385,X,PIANO,2,21000,FMV
201931029349301303,440567385,X,GRANITE COUNTERTOP,1,1500,FMV
201931029349301303,440567385,X,GAMING HEADSETS,1,1439,FMV
201931029349301303,440567385,X,COMMODE CHAIR,1,1300,FMV
201931029349301303,440567385,X,POLE VAULT POLES,1,1200,FMV
201931029349301303,440567385,X,COMPUTER CASES,1,615,FMV
201931029349301213,381359569,X,"TRAVEL, MEALS, & SUPPLIES",4,11504,FMV
201901349349310300,160743209,X,MUSICAL INSTRUMENTS,18,106889,FAIR MARKET VALUE
201901349349310300,160743209,X,GIFT-IN-KIND,15,16569,FAIR MARKET VALUE
201901349349310300,160743209,X,PERSONAL PROPERTY,46,156126,FAIR MARKET VALUE
201901349349310300,160743209,X,MISCELLANEOUS EQUIPMENT,28,184924,FAIR MARKET VALUE
201901349349310300,160743209,X,MEDICAL RECORDS,1,191300,FAIR MARKET VALUE
201911029349300421,750827465,X,HORSES,7,1294500,Market value
201911029349300421,750827465,X,Piano,1,29500,Market value
201911029349300421,750827465,X,Misc. Mineral Interests,2,2,Other
201901039349300705,750808791,X,BOOKS,336,5061,FMV
201901039349300705,750808791,X,HAY BALES,99,5025,FMV
201901039349300705,750808791,X,BIKES,3,2500,FMV
201901039349300705,750808791,X,4 ROUNDS OF GOLF,2,1600,FMV
201901039349300705,750808791,X,COLT,1,1000,FMV
201901039349300705,750808791,X,800K-1M NEGATIVE,1,1000,FMV
201901039349300705,750808791,X,STORAGE SPACE,1,600,FMV
201921559349300602,570314402,X,"EQUIPMENT, SUPPLIES",18,15444,FMV
201921029349301307,910565571,X,EQUIPMENT/ MISC ITEMS,9,21975,FAIR MARKET VALUE
201921029349301307,910565571,X,UNRMBRSD EXP.,18,5903,FAIR MARKET VALUE
201921029349301307,910565571,X,COMPANY PRODUCTS,5,1408,FAIR MARKET VALUE
201921029349301167,362515868,X,Cafe Int.,1,35400,Fair market value
201921029349301167,362515868,X,Equipment,1,4940,Fair market value
201941339349307094,951667177,X,EVENT DONATIONS (FOOD/REFRESHMENTS/FLOWERS),17,9430,DONOR RECEIPTS/FMV
201941339349307094,951667177,X,PIANO,1,1018,FMV
201941339349307094,951667177,X,GIFT CERTIFICATES/PASSES,3,860,DONOR RECEIPTS/FMV
201941339349307094,951667177,X,GOLF CLUB,2,500,DONOR RECEIPTS/FMV
201941339349304404,440617326,X,AUCTION ITEMS,12,15915,FMV
201941849349300634,952789388,Other,3542,Estimate
201921029349301012,710239576,X,Equipment,15,21154,FMV-Equipment
201921339349304172,930398802,X,Vacant Land,1,400000,FMV
201931059349300018,420680412,X,CONSTRUCTION,4,19097,DONOR VALUATION
201931059349300018,420680412,X,MEETING EXPENSE,7,12719,DONOR VALUATION
201931059349300018,420680412,X,OFFICE EQUIPMENT,3,4111,DONOR VALUATION
201931059349300018,420680412,X,FOOD/BEVERAGE,9,3991,DONOR VALUATION
201931059349300018,420680412,X,EQUIPMENT,1,1299,DONOR VALUATION
201931059349300018,420680412,X,PRIZES,12,1212,DONOR VALUATION
201911059349300246,450306841,X,DONATED ELECTRICAL,1,15000,ESTIMATED FMV
201911059349300246,450306841,X,OTHER DONATED MATERIALS,3,165
201921029349300737,560532303,X,LEASED VECHICLES,1,3692,Market value
201921029349300737,560532303,X,Gifts in Kind,13,65423,Market value
201911069349300011,750800689,X,EQUIPMENT,9,44112,MARKET OR APPRAISAL
201911069349300011,750800689,X,EVENT TICKETS,677,91136,MARKET OR APPRAISAL
201911069349300011,750800689,X,EVENT EXPENSE,15,56256,MARKET OR APPRAISAL
201911069349300011,750800689,X,OTHER,62,2237954,SEE PART II
201901349349302185,430654876,X,HORSES,33,8250,$250 EACH - ORGANIZA
201901349349302095,430670936,X,HORSES,8,4000,$500 PER HORSE
201921059349300847,362722198,X,Event tickets/gift cards,110,22048,Other
201911039349300016,231365953,X,NURSING EQUIPMENT,1,97487,COMPARATIVE SALES
201901059349301405,582624570,X,Equipment,8,68560,Appraisal
201901059349301405,582624570,X,Misc,14,11787,Replacement cost
201901059349301405,582624570,X,Meals,5,3576,Purchase price
201901059349301405,582624570,X,Travel,3,3500,Purchase price
201941339349301874,910564961,X,"Furniture, Equip & supplies",4,974,Estimated FMV
201941339349301874,910564961,X,Gift certificates,104,21509,Value of certificates
201941339349301874,910564961,X,Event admission tickets,20,1549,Value of tickets
201941339349301874,910564961,X,Bitcoins,2,1000,Market value
201921289349301062,350868175,X,MEDICAL EQUIPMENT,1,42266,FAIR MARKET VALUE
201921289349301062,350868175,X,FLORAL,3,27810,FAIR MARKET VALUE
201921289349301062,350868175,X,CLASSROOM FURNITURE,1,20836,FAIR MARKET VALUE
201921289349301062,350868175,X,OTHER,10,51861,FAIR MARKET VALUE
201901239349301515,453656162,X,EVENT FUNDING,4,7047,COST
201921339349304827,060662150,X,OTHER,25,12673,FAIR VALUE
201901349349300845,020222111,X,Self-created,7,7,Other - $1 per donor credit
201901349349300845,020222111,X,Miscellaneous,7,7,Other - $1 per donor credit
201901349349300845,020222111,X,Specialized equipment,5,5,Other - $1 per donor credit
201901349349300845,020222111,X,Horses & equipment,3,4,Other - $1 per donor credit
201901349349305585,310536715,X,EQUIPMENT,5,219480,Cost
201921219349301772,930391586,X,Auction items,78,0,n/a
201921219349301772,930391586,X,Piano,1,0,n/a
201921219349301772,930391586,X,Food and Beverages,2,25956,FMV
201931299349302133,520591613,X,Horses and related equipment,4,0,Policy
201921219349301227,420680344,X,GRAND PIANO,1,8750,FAIR VALUE
201901969349300910,362167854,X,Equipment and Repair Materials,117,81603,Market value
201901969349300910,362167854,X,Guitar,1,6000,Market value
201901969349300910,362167854,X,Raffle prizes for Golf Outing,18,2367,Market value
201911229349301756,941698615,X,GARDEN PLANTS,28,15451,FMV
201911229349301756,941698615,X,MUSICAL INSTRUMENTS,1,12000,FMV
201911229349301756,941698615,X,MISCELLANEOUS,2,5434,FMV
201920189349300532,620476666,X,MISCELLANEOUS,3,0,COST
201920189349300532,620476666,X,EQUIPMENT,1,0,COST
201921349349310287,150532081,X,SPONSORED EQUIP,63,814160,MARKET VALUE
201921349349310287,150532081,X,SPONSORED BLDGS,6,603712,MARKET VALUE
201940529349301119,480543736,X,MISCELLANEOUS,13,16329,FAIR MARKET VALUE
201910569349300111,430652649,X,FACILITY USAGE,1,57075,FAIR MARKET VALUE
201910569349300111,430652649,X,BOWLING EQUIPMENT,1,24000,FAIR MARKET VALUE
201910569349300111,430652649,X,DVD COURSES,1,8894,FAIR MARKET VALUE
201930819349300708,381358014,X,DVD and VHS tapes,1,0,Value not recorded
201901359349308920,741109641,X,TRAILER FOR ROWING,1,5300,FMV
201941309349302244,141463151,X,FURNITURE,524,330607,FMV OF GOODS
201941309349302199,250969449,X,COMPUTER EQPT,6,328710,FAIR MARKET VALUE
201941309349302199,250969449,X,SCIENTIFIC/ENGINEERING/MUSIC EQPT,6,111164,FAIR MARKET VALUE
201941309349302199,250969449,X,ALUMNI EVENT,28,49670,COST
201921339349301447,620479189,X,3,88927
201901359349308945,421315493,X,1,48090
201921339349305007,362167048,X,Entertainment,3,52649,See Part II
201921339349305007,362167048,X,Equipment,3,29174,See Part II
201921339349305007,362167048,X,Misc.,7,365,See Part II
201941339349300344,930845182,X,DEBT FORGIVENESS INCOME,0,617136,ACTUAL LOAN AMOUNT F
201901349349308815,620479542,X,1,1977696
201941309349300829,260812968,X,PROMO. ITEMS,2,68259,COST
201941309349300829,260812968,X,BILLBOARD,1,27343,COST
201941309349300829,260812968,X,GIFT CERTIFICAT,2,18649,COST
201941309349300829,260812968,X,JEWELRY,1,5592,COST
201911029349301066,560529940,X,VARIOUS EQUIPMENT USED IN PROGRAMS,6,30808,COMPARABLE EQUIPMENT
201911029349301066,560529940,X,RETREAT FOOD & SUPPLIES,1,978,COMPARABLE PRICING
201911029349301166,951643389,X,EQUIPMENT,1,4316,FMV
201911029349301166,951643389,X,CATERING,1,696,FMV
201921339349303447,050277222,X,Horse,1,85000,Appraisal
201901029349300045,160743045,X,HORSE,3,31149,QUALIFIED APPRAISER
201941339349304114,450273403,X,Equipment,7,123363,Cost
201941339349304114,450273403,X,Food/Bread for Athletes,2,17300,Cost
201941339349304114,450273403,X,Other,2,2225,Cost
201921059349301352,560532297,X,RETENTION PROGRAMS,1,36125,COST
201921059349301352,560532297,X,MUSICAL INSTRUMENTS,1,19000,APPRAISAL
201921059349301352,560532297,X,AUCTION ITEMS,24,8099,FMV
201921059349301352,560532297,X,ATHLETICS,1,634,COST
201941309349301039,046130872,X,ELECTRONIC SOUND MIXING EQUIPMENT,1,17353,FMV
201941309349301039,046130872,X,"45"" STUDIO UPRIGHT PIANO",1,3500,FMV
201911339349303211,560529990,X,MISCELLANEOUS,1,21805,FMV
201911339349303211,560529990,X,EVENT TICKETS,1,314,FMV
201921419349300027,310537514,X,PROMOTIONAL,35,17415,COST
201921419349300027,310537514,X,EDUCATIONAL SUPPLIES,4,2145,COST
201921419349300027,310537514,X,OTHER SUPPLIES,14,18287,COST
201931429349301868,951816009,X,MEDICAL EQUIPMENT,8,222405,APPRAISAL
201931309349304673,231352635,X,EVENT EXPENSE,13,2889,PURCHASE PRICE
201910729349301221,362170136,X,"8"" Celestron telescope",1,1200,Market value
201910729349301221,362170136,X,Balloons,1,209,Cost
201910729349301221,362170136,X,Printer,1,191,Market value
201941409349300309,480577656,X,DORM FURNITURE,1,40300,FAIR MARKET VALUE
201941409349300309,480577656,X,COLLEGE SUPPLIES,61,39295,FAIR MARKET VALUE
201941409349300309,480577656,X,LIVESTOCK,1,3739,FAIR MARKET VALUE
201941359349307309,540524516,X,IN-KIND,5,31552,FAIR MARKET VALUE
201941359349304919,060646927,X,food for events,5,26646,receipts provided
201941359349304919,060646927,X,35 caps,1,950,receipt provided
201941359349304919,060646927,X,"photographs,belts, framed lithographs",9,0,receipt provided
201900309349300240,200471061,Salary,192180,FMV
201920789349300952,610444708,X,HORSES,5,159000,FAIR MARKET VALUE
201920789349300952,610444708,X,EQUINE EQUIPMENT,2,1542,FAIR MARKET VALUE
201920789349300952,610444708,X,PRINTED PROGRAMS,1,520,FAIR MARKET VALUE
201941429349301109,042103552,X,BOOK COLLECTION,0,0,NO APPRAISAL
201941029349301169,042300472,X,Instruments,79,76409,FMV
201941029349301169,042300472,X,Tickets,2,75,FMV
201901209349301600,420703280,X,MISCELLANEOUS,98,105525,COST
201901209349301600,420703280,X,FOOD & SUPPLIES,6,8135,COST
201901209349301600,420703280,X,EQUIPMENT/FURNITURE,1,2751,COST/SELLING PRICE
201911339349303381,410693970,X,OTHER,17,8299,ESTIMATED VALUE
201901219349301405,540506314,X,FOOD FOR EVENTS,3,5899,SELLING PRICE
201901219349301405,540506314,X,FURNITURE & FIXTURES,1,7052,OPINION OF EXPERTS
201931339349307713,951911219,X,Computer Equipment,1,2250,FMV
201931289349301168,741109620,X,Airline tickets,9,25305,Market value
201931289349301168,741109620,X,Musical instruments,2,42400,Cost
201931289349301168,741109620,X,Royalty interest,1,40356,Market value
201931289349301168,741109620,X,Instructional and scientific equipment and supplies,8,455508,Opinions of experts
201931289349301168,741109620,X,Furniture,11,19730,Market value
201900419349300460,231352698,X,Trackman 3e Golf Monitor,1,18000,FMV
201900419349300460,231352698,X,Racing fiber material,1,3285,FMV
201911349349302431,150532239,X,Horses,2,300000,appraised FMV
201911349349302431,150532239,X,Pledge,84,10434763,estimated NPV
201901359349301955,430654872,X,Gift Certificates,57,17031,FMV
201901359349301955,430654872,X,Tickets,31,22364,FMV
201901359349301955,430654872,X,Lodging,8,3739,FMV
201901359349301955,430654872,X,Entertainment,1,25000,FMV
201921349349302522,430654854,X,VACATIONS,6,13500,FAIR MARKET VALUE
201921349349302522,430654854,X,EVENT TICKETS,7,8862,COST
201921349349302522,430654854,X,"DONATED EQUIPMENT, LABOR AND MATERIALS",2,5565,FAIR MARKET VALUE
201941359349310174,920023588,X,KELLOG CAMPUS EVENT,10,5189,FMV
201941359349310174,920023588,X,Ski Team Auction Items,8,14656,FMV
201941359349310174,920023588,X,Ski Team Gear & Supplies,2,20053,FMV
201941359349310174,920023588,X,Airline Vouchers,42,52500,FMV
201941359349310174,920023588,X,Supplies,10,891,FMV
201921349349306367,381367080,X,HOSPITAL BEDS,1,24027,FAIR MARKET VALUE
201921629349300012,720408946,X,Miscellaneous Donations,119,0,FMV
201911349349306286,830434307,X,2000 FORD EXPLORER,1,2562,FAIR MARKET VALUE
201921409349300327,362539399,X,"TRUMPETS, TROMBONES, SAXAPHONES",32,39134,PURCHASE PRICE FROM
201921409349300327,362539399,X,ICANVAS,1,3360,APPRAISED VALUE
201921409349300327,362539399,X,YAMAHA COMBO KIT,6,2385,APPRAISED VALUE
201921409349300327,362539399,X,REPAIR AND CASES FOR PIANOS,7,1049,APPRAISED VALUE
201921409349300327,362539399,X,ELECTRIC BASS,6,840,APPRAISED VALUE
201901429349300025,570314422,X,"MEALS, OTHER",6,87937,FMV
201941429349301339,454135256,X,MEDICAL EQUIPMENT,4,100792,FAIR MARKET VALUE
201901709349300545,986001062,X,Archive of Robert Bridges,100,1116241,Appraisal
201901709349300545,986001062,X,Major Welsh Playing Card Collection,30,135044,Appraisal
201901709349300545,986001062,X,Archive of Daniel Meadows,50,131270,Appraisal
201901709349300545,986001062,X,Other Archives,60,159987,Appraisal
201911349349307931,141442493,X,Photography Equipment,2,2040,Market Value
201911349349307931,141442493,X,Furniture & Fixtures,1,802100,Appraisal
201901659349300530,951644037,X,OTHER,121,84256,FMV
201901429349300430,131740448,X,FURNITURE AND FURNISHINGS,1,7476,DONOR COST
201941359349312929,041843040,X,MISCELLANEOUS,4,15252,Apraisal/Donor Est
201941359349312929,041843040,X,LIBRARY COLLECTIONS,665,0,Indeterminable Value
201921629349300212,620516509,X,Radio advertising,1,18800,fair market value
201921629349300212,620516509,X,Print materials,1,2026,Fair market value
201921629349300212,620516509,X,Floral arrangements,1,1500,Fair market value
201941909349300044,361521940,X,ERCHONIA 3 LASERS & 1 FX635,1,62600,FMV
201941909349300044,361521940,X,COX TABLE,1,15425,FMV
201941349349304059,590936101,X,Equipment-Machinery,2,17449,STATED FACE VALUE
201941349349304059,590936101,X,"Gift Certificates, real property",116,14002,STATED FACE VALUE
201941349349304059,590936101,X,FURNITURE-FIXTURES,2,59177,STATED FACE VALUE
201941349349301314,550419865,X,VARIOUS NOMINAL ITEMS,34,50221,FMV
201941349349309369,953909672,X,PLEDGES,1,679000,FMV
201941349349309369,953909672,X,GIFT CARDS & CERTIFICATES,63,15677,RETAIL VALUE
201941349349309369,953909672,X,COLLECTIBLES,12,9039,RETAIL VALUE
201941349349309369,953909672,X,WINE & BEVERAGES,53,4756,RETAIL VALUE
201941349349309369,953909672,X,JEWLERY/ACCESSORIES,22,4130,RETAIL VALUE
201941349349309369,953909672,X,ELECTRONICS/TOYS/GIFT BASKET,14,2836,RETAIL VALUE
201941369349300864,436052681,X,LIVESTOCK,4,7550,FAIR MARKET VALUE
201941369349300864,436052681,X,AUCTION ITEMS,3,6584,FAIR MARKET VALUE
201941369349300864,436052681,X,MISCELLANEOUS SUPPLIES,10,2751,FAIR MARKET VALUE
201911309349304886,950549600,X,Equipment,358,92534,Market value
201911309349304886,950549600,X,Gift Certificates,30,1173,Market value
201911309349304886,950549600,X,Miscellaneous,2360,18263,Market value
201901359349302370,930391586,X,SPORTS TICKETS,1,2000,FMV
201901359349302370,930391586,X,UTILITIES DISCOUNT,1,500,FMV
201901359349302370,930391586,X,FOOD & BEVERAGES,2,27748,FMV
201921349349304317,231355135,X,development property,1,766479,appraisal
201921359349306222,310537516,X,Our Lady of Peace Chapel,1,500000,Opinions of Experts
201921359349306222,310537516,X,Digital Advertising,2,59796,Cost/Selling Price
201921359349306222,310537516,X,Transportation,6,52372,Cost/Selling Price
201921359349306222,310537516,X,Baby Grand Piano,1,5375,Opinions of Experts
201921359349306222,310537516,X,Meeting and Events,4,4648,Cost/Selling Price
201931359349312318,381550064,X,CLASSROOM SUPPLIES,13,13978,COMPARABLE COSTS
201941349349304494,020222182,X,Raffle Prizes,33,12709,FMV
201941349349304494,020222182,X,Equipment & Supplies,8,13178,FMV
201931359349312423,911160585,X,EQUIPMENT,1,10000,FMV
201941359349311679,860186050,X,EQUIPMENT,3,8249,FMV
201941359349311679,860186050,X,BOOKS AND SUPPLIES,8,3359,FMV
201941359349311679,860186050,X,"AIRFARE, TRAVEL, FOOD",7,1600,FMV
201941369349301059,141340095,X,Misc Equipment,10,474578
201921919349300312,110461385,X,HELICOPTER ENGINE & AIR CYCLE,3,787701,FMV
201921919349300312,110461385,X,AIRPLANE TICKETS,9,20100,COST
201921919349300312,110461385,X,EMPLOYEE APPRECIATION DAYS,27,2487,COST
201921919349300312,110461385,X,EXPENSE,1,731,COST
201911349349301196,240795965,X,ENTERTAINMENT,2,3158,COST
201931339349305928,060776644,X,EQUIPMENT,3,184500,FMV
201931339349305928,060776644,X,SPECIAL EVENT GIFTS,159,43777,FMV
201921359349305742,910565006,X,Auction Items,475,206682,FMV
201921359349305742,910565006,X,Dell laptop computers,20,37434,FMV
201921359349305742,910565006,X,Costume items for the Lee Center costume shop,12,1545,FMV
201921359349306027,010275130,X,Equipment,1,1190,FMV
201931359349308508,042103629,X,OTHER GOODS,2,9204,FMV
201911349349306386,060646936,X,EQUIPMENT,1,23392,FMV
201911349349306386,060646936,X,SUPPLIES,1,6000,FMV
201911349349306386,060646936,X,PIANO,1,4500,FMV
201911349349306386,060646936,X,MEDICAL EQUIPMENT,1,1486,FMV
201911349349306291,370661496,X,OTHER,50,32938,DONOR SUPPLIED
201911349349306291,370661496,X,EQUIPMENT - MICROSCOPE,1,30000,DONOR SUPPLIED
201921349349307827,350868127,X,Equipment,2,1083,FMV
201921349349305277,340714600,X,GRAND PIANO,1,14800,INDEP.APPRAISAL
201921349349305277,340714600,X,FLUTES,3,6750,INDEP.APPRAISAL
201921349349305277,340714600,X,LIBRARY MATERIALS,24,1034,AVG 3 YR.PRICE/NEW I
201921349349307637,240795453,X,VARIOUS LEARNING/LAB SUPPLIES,3,1970,FMV
201921349349307637,240795453,X,CAMERA WITH EQUIPMENT,1,1600,FMV
201921349349307637,240795453,X,HOSTED EVENTS,2,1323,FMV
201921349349307637,240795453,X,GIFT CERTIFICATES,3,325,FMV
201921349349307637,240795453,X,CHRISTMAS CELEBRATION SUPPLIES,2,127,COST
201921359349306722,510064335,X,EQUIPMENT,1,251500,APPRAISAL
201911569349300136,390806251,X,Auctions,573,206053,Value of donated property
201911569349300136,390806251,X,Equipment,20,248051,Value of donated property
201911569349300136,390806251,X,Video production,2,19838,Value of donated property
201911569349300136,390806251,X,Bldg material/other,36,949539,Value of donated property
201931409349300218,550357072,X,FOOD SERVICE CHARGE,1,30000,FAIR MARKET VALUE
201931409349300218,550357072,X,BOND FORFEITURE,1,15000,NET ASSET VALUE
201931409349300218,550357072,X,SUPPLIES,36,6710,FAIR MARKET VALUE
201941359349310814,426081293,X,EDUCATIONAL EQUIPMENT,51,28926,FMV
201901359349313760,741613878,X,EQUIPMENT,562,8103801,COST
201921359349306622,340714363,X,MUSICAL INSTRUMENTS,30,150720,COST/APPRAISAL
201911309349305281,951664100,X,Grand Piano,1,5500,Appraisal
201921429349301507,546039600,X,OTHER/MISC,12,4523,FMV
201921919349301027,580566256,X,EVENT EXPENSES,41,17892,MARKET VALUE
201921919349301027,580566256,X,TRAVEL,9,6166,market value
201911359349310511,042103542,X,Academic License,1,0,0
201911359349310511,042103542,X,Wine Collection,1,0,0
201911359349310511,042103542,X,Private Home Reception,1,0,0
201911359349310511,042103542,X,Clothing,1,0,0
201911359349310511,042103542,X,Web Domain Name,1,0,0
201901969349301905,941156365,X,HORSES,2,0,N/A
201901969349301905,941156365,X,MUSICAL ITEMS & INSTRUMENTS,5,123600,FAIR MARKET VALUE
201901969349301905,941156365,X,COMPUTERS AND ACCESSORIES,2,305780,FAIR MARKET VALUE
201901969349301905,941156365,X,OTHER EQUIPMENT,9,299218,FAIR MARKET VALUE
201941359349302369,210634501,X,Computer Equipment,1,11180,SEE PART II
201941359349302369,210634501,X,Miscellaneous,2,5000,SEE PART II
201941359349302369,210634501,X,Laboratory Equipment,1,9520,SEE PART II
201911339349306456,410969244,X,Piano,2,27129,APPRAISAL
201931309349300428,221494434,X,SURVEY SOFTWARE PROGRAM,1,228,SELLING PRICE
201931309349300428,221494434,X,FLEXIBLE TRAINING EQUIP,1,35000,FMV
201931309349300428,221494434,X,EQUIPMENT,1,31997,FMV
201941359349303044,420680404,X,GIFT CARDS/STORAGE RENTAL,4,1189,COST
201941359349303044,420680404,X,RECEPTION,2,23020,COST
201941359349303044,420680404,X,CAR LEASES,2,15500,COST
201911339349304226,350868188,X,OTHER,401,0,NONE
201922559349301132,350715530,X,BUILDINGS & CONSTRUCTION SUPPLIES,1,180230,FAIR MARKET VALUE
201922559349301132,350715530,X,MISCELLANEOUS,4,197661,FAIR MARKET VALUE
201922559349301132,350715530,X,TRIPS,2,8600,FAIR MARKET VALUE
201922559349301132,350715530,X,MEALS,1,17500,FAIR MARKET VALUE
201922559349301132,350715530,X,GOLD COINS,1,6475,FAIR MARKET VALUE
201922559349301132,350715530,X,HISTORIC SHIP REPLICA,1,5000,FAIR MARKET VALUE
201911359349310751,381360586,X,Gift in Kind - Dental Equipment,1,10703,Letter of Value
201911359349310751,381360586,X,Gift in Kind - Civil Eng. Equip (multiple pcs),1,28245,Letter of Value
201901359349308470,590949880,X,"OTHER ITEMS (MEALS, PAINTINGS, RENTAL BOOKS)",3,63632,CASH
201901359349308470,590949880,X,SILENT AUCTION,43,6411,SALE PRICE
201921359349307572,340733165,X,HORSES,12,56000,FMV
201931309349303323,580593414,X,EQUIPMENT/FURNITURE,6,14691,ESTIMATED FAIR VALUE
201931309349303323,580593414,X,SUPPLIES,10,2341,ESTIMATED FAIR VALUE
201931349349309033,362182171,X,Horses to Honey Rock,4,11000,Market value
201931349349309033,362182171,X,Musical Instruments,5,16850,Cost
201931349349309033,362182171,X,Artist Series Tickets,62,4006,Cost
201931349349309033,362182171,X,Gifts in Kind,7,55738,Cost
201931349349309033,362182171,X,Tools to Honey Rock,1,1947,Replacement cost
201901129349300335,340737794,X,SUPPLIES,2,962600,FMV
201901129349300335,340737794,X,MUSICAL INSTRUMENTS,3,60000,FMV
201901129349300335,340737794,X,BITCOIN,1,6329,FMV
201901279349302010,111630822,X,TEXTILE SEMI-PREC STONES,70,55000,FMV
201921359349312712,231352685,X,DONATED EQUIPMENT,14,1688494,FAIR MARKET VALUE
201921359349312712,231352685,X,OTHER GIFTS IN KIND,38,25066728,FAIR MARKET VALUE
201941289349301629,730579298,X,EQUIPMENT,22,50030,"INVOICES,DONOR LTR"
201941289349301629,730579298,X,RENTAL SPACE,1,100336,DONOR LETTER
201941289349301629,730579298,X,MISC. ITEMS,378,43078,"INVOICES,DONOR LTR"
201921929349301057,362167817,X,"equipment, software",15,1359419,Market value
201921929349301057,362167817,X,"Events, tickets",218,1123386,Market value
201911339349304296,590624364,X,Food/Beverages,17,20101,FMV
201911339349304296,590624364,X,Athletic Items,11,19313,FMV
201911339349304296,590624364,X,Golf Equip.,20,11194,FMV
201911339349304296,590624364,X,Misc.,1,2500,FMV
201911339349304296,590624364,X,Gift Cards,11,1635,FMV
201901989349301025,561500678,X,MISCELLANEOUS SPECIAL EVENTS ITEMS,99,42517
201901989349301025,561500678,X,ARCHITECTURE FOR KITCHEN,1,25000
201941909349301159,111630906,X,Event Supplies,11,0,NA
201941909349301159,111630906,X,Gift Card/Certificate,80,0,NA
201941909349301159,111630906,X,Tickets,1,0,NA
201941909349301159,111630906,X,Equipment,2,0,NA
201941909349301159,111630906,X,Sponsorships,1,0,NA
201931969349300988,620497613,X,TOOLS & EQUIPMENT,6,79832,OPINIONS OF EXPERTS
201911829349300501,986001269,X,GENERAL ACCESSORIES,15,23860,COST
201901359349306195,060646829,X,AUCTION PRIZES,201,0,SEE PART II
201901359349306195,060646829,X,OTHER - VARIOUS,15,0,SEE PART II
201901359349306170,370673513,X,Baby Grand Pianos,2,24000,FMV
201931839349300348,231365971,X,Equipment,7,215000,Market value
201931839349300348,231365971,X,Musical instruments,1,64000,Market value
201931839349300348,231365971,X,Other,1,50000,Market value
201941359349303084,610469267,X,EQUIPMENT,17,21374,FMV
201941359349303084,610469267,X,SUPPLIES,52,24862,FMV
201921359349304987,340714654,X,Electric Car Charging Station,1,1,Other
201921359349304987,340714654,X,17 Kuba Design Cloths from The Democratic Republic of the Congo,1,1,Other
201941359349303354,560529961,X,Travel,49,124774,FMV
201941359349303354,560529961,X,Fixtures,2,67919,FMV
201941359349303354,560529961,X,Equipment,1,4950,FMV
201941359349303354,560529961,X,Other,12,10663,FMV
201932259349300833,231352685,X,DONATED EQUIPMENT,14,1688494,FAIR MARKET VALUE
201932259349300833,231352685,X,OTHER GIFTS IN KIND,38,25066728,FAIR MARKET VALUE
201941359349305984,540506457,X,TWO EMPIRE AMERICAN BRILLIANT GLASS CUT DECANTERS,1,4850,DONOR VALUE
201941359349305984,540506457,X,OTHER,3,1339,DONOR VALUE
201941359349305984,540506457,X,HANDCRAFTED WALNUT DINING ROOM TABLE,1,1300,DONOR VALUE
201921349349305327,362191252,X,Information Technology Equip,1,90000,FMV
201921349349305327,362191252,X,Science Equipment,1,431512,FMV
201921349349305327,362191252,X,Information Technology Equip,1,40000,FMV
201921349349305327,362191252,X,Information Technolgoy Equip,1,25000,FMV
201921349349305317,560532314,X,Supplies,1,200,Donor valued
201921349349305317,560532314,X,Trees,1,80,Donor valued
201921349349305317,560532314,X,Hosted events,2,20848,Receipts provided
