object_id,ein,Dsc,TtlRvnClmnAmt,RltdOrExmptFncIncmAmt
201932959349301018,850474926,TUITION AND FEES,49360,49360
201932959349301018,850474926,MISCELLANEOUS,111,111
202001399349300120,390806261,MEDICAL INSTRUCTION TUITION AND FEES,611600,65333979,65333979
202001399349300120,390806261,NON-GOVERNMENTAL GRANTS AND CONTRACTS,541700,35609764,35609764
202021369349302447,341978504,TUITION,611310,233506,0,0
201943089349300969,020309681,"TUITION, ROOM, & BOARD - NET",611600,2182320,2182320
201943089349300969,020309681,SUMMER PROGRAM,611600,6000,6000
201933189349307768,161359213,FEE FOR SERVICE,621110,11359575,11359575
201933189349307768,161359213,CONTRACT REVENUE,621110,4258021,4258021
201933189349307768,161359213,SALARY SUPPORT,621110,1935216,1935216
201933189349307768,161359213,GRADUATE MEDICAL EDUCATION REVENU,621110,582881,582881
201933189349307768,161359213,CLINICAL INCOME,621110,76478,76478
201901309349303465,041081650,TUITION AND FEES,900099,237055000,237055000
201901309349303465,041081650,AUXILIARY,900099,55479977,54260006,1219971
201901309349303465,041081650,CONFERENCE SERVICES,721000,711928,711928
201901309349303465,041081650,NATATORIUM USE,713940,86095,86095
202021969349305657,160743209,SERVICES OF HOSPITALS AND CLINICS (NET),621500,2698224265,2686355009,11869256
202021969349305657,160743209,EDUCATIONAL ACTIVITIES,611310,584452995,584452995
202021969349305657,160743209,RESEARCH & OTHER CONTRACTS,900099,97875232,97875232
202021969349305657,160743209,AUXILIARY ENTERPRISES,900099,111740911,111740911
202041989349301289,150532239,Tuition,611310,134314843,134314843,0,0
202041989349301289,150532239,Campus Housing,721000,16649799,16649799,0,0
202041989349301289,150532239,Food Service,722210,13791588,13791588,0,0
202041989349301289,150532239,Hotel,721110,4266015,365899,3900116,0
202041989349301289,150532239,Other,611710,3673832,3341551,332281,0
202040379349301654,930386839,STUDENT TUITION & FEES,611600,108148146,108148146
202040379349301654,930386839,AUXILIARY ENTERPRISES,900099,14142695,14142695
202001979349303010,620511454,TUITION,611600,4685412,4685412
202001979349303010,620511454,BOARD REVENUE & STUDEN,611600,701670,701670
201931349349305608,430743910,Tuition and fees,611710,2663419,2663419
201931349349305608,430743910,Auxiliary enterprises,611710,1207914,1207914
202011969349305211,930398802,"TUITION, ROOM & BOARD",611600,11635141,11635141
202041959349303504,135562308,PATIENT CARE,623990,2712042000,2712042000
202041959349303504,135562308,TUITION & FEES,611600,2695310000,2695310000
202041959349303504,135562308,OTHER PROGRAM SERVICES,611600,440846727,440846727
202041959349303504,135562308,HOUSING & DINING,721310,340509036,340509036
202021619349301217,465138928,STUDENT TUITION/FEES,611310,14284927,14284927
202021619349301217,465138928,RESEARCH GRANT INCOME,611310,129253,129253
202031979349305453,510064335,TUITION AND FEES,611600,32322974,32322974
202031979349305453,510064335,MEAL PLAN,611710,2586383,2586383
202031979349305453,510064335,STUDENT RESIDENT HOUSING,531110,1547569,1547569
202031979349305453,510064335,AUXILIARY INCOME,900099,37644,37644
202031979349306413,160743996,TUITION AND FEES,611310,32173537,32173537
202031979349306413,160743996,ROOM AND BOARD,721310,7713648,7713648
202031979349306413,160743996,AUXILIARY ENTERPRISES,722320,425603,425603
202021649349301672,208371402,GENERAL PROGRAMS,611710,37670,37670
202021649349301672,208371402,I HEART COLLEGE,611710,7000,7000
202041559349300629,814396375,TUITION,2204527,2204527
202021959349302252,251698677,TUITION AND FEES,611430,132715925,132715925
202021959349302252,251698677,APPLICATION FEES,611430,1239000,1239000
202001979349307640,822123116,STUDENT TUITION/FEES,900099,367157,367157
201933179349303313,381619831,TUITION & FEES,611600,16945476,16945476
201933179349303313,381619831,ROOM & BOARD,611710,1425845,1425845
201933179349303313,381619831,CAMPUS STOREARENA SALE,611710,60447,60447
201933179349303313,381619831,COMMUNITY SERVICE,611710,50261,50261
201933179349303313,381619831,OTHER INCOME,611710,88193,88193
202041979349304744,510305893,TUITION AND FEES,900099,53305888,53305888
202041979349304744,510305893,ROOM AND BOARD,611710,26151786,26151786
202041979349304744,510305893,ATHLETIC REVENUES,611710,1818065,1818065
202041979349304744,510305893,COMMISSIONS,611710,430033,430033
202041979349304744,510305893,SALES AND SERVICE OF E,611710,326002,326002
202021949349300112,381870664,MEMBERSHIP DUES & ASSESSMENTS,611710,17364738,17364738
202021949349300112,381870664,PATIENT SERVICES,621400,12734072,12734072
202030859349300133,570324906,Student instruction,611710,75330902,75330902
202030859349300133,570324906,Auxiliary enterprises,611710,13215521,13215521
202031369349303453,350868188,Student tuition and fees,611310,659149666,659149666
202031369349303453,350868188,Auxiliary enterprises,611710,312506506,283979936,28526570
202031369349303453,350868188,"Research contracts (gov't and non-gov""t)",611310,31173820,31173820
202031369349303453,350868188,Educational programs,900099,28267860,28267860
202031369349303453,350868188,Student services,611710,5354989,5354989
202001419349301235,111797182,Student Tuition and Fees,900099,138205438,138205438,0,0
202001419349301235,111797182,Auxiliary Service,611710,3886966,3886966,0,0
201933179349302253,980148939,TUITION AND FEES,611710,202148306,202148306
201933179349302253,980148939,SERVICE INCOME,611710,84090436,84090436
202031059349301903,951684793,Tuition,611310,56747749,56747749,0,0
202031059349301903,951684793,Auxiliary Enterprises,611310,18219527,18219527,0,0
202041979349307719,260664313,CHARGES FOR SERVICES,611710,1545676,1545676
202041979349307719,260664313,STUDENT ACTIVITIES,611710,334732,334732
202041979349307719,260664313,TAX CREDIT CONTRIBUTIONS,611710,122137,122137
202030919349300118,470376551,TUITION AND FEES,611710,39213640,39213640
202030919349300118,470376551,AUXILIARY ENTERPRISES,611710,5335763,5335763
202030919349300118,470376551,MISC. STUDENT PROGRAMS,611710,227914,227914
202030919349300118,470376551,EDUCATIONAL ACTIVITIES,611710,62301,62301
202030919349300118,470376551,CONFERENCES,611710,59381,59381
202021919349302757,741109641,TUITION AND FEES,611310,172135199,172135199
202021919349302757,741109641,AUXILIARY ENTERPRISES,611310,14665475,14665475
202001339349302510,941358307,TUITION AND FEES,611710,29635693,29635693
202001339349302510,941358307,AUXILARY ENTERPRISE,611710,4802638,4802638
202001339349302510,941358307,EDUCATION ACTIVITIES,611710,3028653,3028653
202001339349302510,941358307,CONTRACTS AND OTHER EXCHANGE TRAN,611710,1113642,1113642
202001339349302510,941358307,OTHER PROGRAM SERVICE REVENUE,611710,473235,473235
202041349349302854,231352635,TUITION & FEES,900099,136175440,136175440
202041349349302854,231352635,AUXILIARY OPERATIONS,721310,25629208,25078076,551132
202021919349302017,560529933,TUITION AND FEES,611310,28648369,28648369
202021919349302017,560529933,"HOUSING, FOOD AND OTHER SERVICES",611710,5183145,5183145
202030629349301033,264360361,SUB ALLOCATION FEE INC,523900,301341,301341
202011959349302526,341695897,TUITION & FEES,611600,41670588,41670588
202011959349302526,341695897,HOUSING,611710,4416605,4416605
202011959349302526,341695897,BOOKSTORE,611710,106233,106233
202011959349302526,341695897,OTHER AUXILIARY,900099,2189849,2189849
202030719349300213,060646829,TUITION AND FEES,611310,61486591,61486591
202030719349300213,060646829,MODEL SCHOOLS & EDUCATIONAL SERVICES,611710,14708700,14708700
202030719349300213,060646829,RESIDENCE & DINING,611710,3420848,3420848
202030489349301343,208384273,TUITION,611600,7904152,7904152
202030489349301343,208384273,AUXILIARY ENTERPRISES,611600,870892,870892
202030489349301343,208384273,OTHER REVENUE,611600,57265,57265
201903109349301990,620548917,TUITION AND FEES,541900,20025516,20025516
201903109349301990,620548917,EDUCATIONAL DEPT,541900,7519393,7519393
201903109349301990,620548917,STUDENT LOAN INTEREST REVENUE,541900,450679,450679
202030419349301108,465088319,SEMINAR FEES & TUITION,611310,80271,80271
202010559349300436,510578495,TUITION & FEES,624410,16121,16121
201942979349300724,350869063,STUDENT TUITION & FEES,611710,21329788,21329788
201942979349300724,350869063,RESIDENCE HALLS & CAFETERIA,721310,1949520,1949520
201942979349300724,350869063,OTHER,900099,1669250,1669250
202021839349301927,383985918,TUITION AND FEES,611310,47663,47663
202021839349301927,383985918,LESS: TUITION AND FEES DISCOUNT,611310,-32404,-32404
202042039349300854,480554341,STUDENT TUITION & FEES,611710,3818469,3818469
202042039349300854,480554341,AUXILIARY ENTERPRISES,611710,980148,980148
202010429349301506,300262455,PROGRAM SERVICE REVENUE,25881,25881
202040129349300004,630771624,TUITION & FEES,611600,3038262,3038262
202021369349300122,310536640,TUITION,900099,58748470,58748470
202021369349300122,310536640,CONTRACTS,900099,1344656,1344656
202021369349300122,310536640,SRVCS OF AUXILIARY ENTERPRISES,900099,15548,15548
202021619349301317,751596658,TUITION AND FEES,611310,37985778,37985778
202021619349301317,751596658,EDUCATIONAL CLINIC,611310,1394598,1394598
202021619349301317,751596658,DINING AND OTHER AUXILIARY,611310,504757,504757
202040299349301204,420680466,TUITION & FEES,611310,82907605,82907605
202040299349301204,420680466,SALES & SERVICE AUXILLIARY SERVIC,611310,19394356,19394356
202040299349301204,420680466,SALES & SERVICE EDUCATIONAL ACTIV,611310,1509269,1509269
202001349349302850,383071514,TUITION,611310,121482378,121482378
202001349349302850,383071514,SALES AND SERVICE AUXI,721000,21669936,19960426,1709510
202001349349302850,383071514,ANCILLARY SERVICES,611710,6654536,6654536
202021339349301337,231177930,TUITION,611600,72631191,72631191
202021339349301337,231177930,ROOM AND BOARD,611600,16711184,16711184
202021339349301337,231177930,ATHLETICS,611600,144613,144613
202021339349301337,231177930,STUDENT SERVICES,611600,107339,107339
202021339349301337,231177930,AUXILIARY ENTERPRISES,611600,32995,32995
202001339349302650,760196908,TUITION AND FEES,611600,8767336,8767336
202001339349302650,760196908,CLINIC REVENUE,611710,153151,153151
202000079349301950,841567873,Training Income,6339,6339
202041369349301804,132676570,Student Tuition/ Fees,611600,267729609,267729609
202041369349301804,132676570,Dorm Fees,611600,2814399,2814399
202031479349301353,350868152,Tuition and fees,611710,51102,51102
202041289349301719,430655867,TUITION,611310,90592782,90592782,0,0
202041289349301719,430655867,HOUSING AND BOARD FEES,611310,3091865,3091865,0,0
202041289349301719,430655867,COMMISSIONS,611310,104134,104134,0,0
202041289349301719,430655867,EDUCATIONAL FEES,611710,257941,257941,0,0
202041289349301719,430655867,PAYMENT FEES,611710,226931,226931,0,0
202030839349300408,160759798,Tuition and fees,611310,60566109,60566109,0,0
202030839349300408,160759798,Sales and service of auxiliary enterprise,611710,8161452,8161452,0,0
202040909349301109,364682140,Tuition and Fees,611600,24365015,24365015
202040909349301109,364682140,Other Program Services,611600,93110,93110
202020569349301472,410747165,TUITION AND FEES,611710,16241948,16241948
202020569349301472,410747165,AUXILIARY ENTERPRISES,611710,3456799,3456799
202020569349301472,410747165,STUDENT ACTIVITIES,611710,74128,74128
202031309349300108,237225104,TUITION AND ACADEMIC FEES,611710,43253451,43253451
202031309349300108,237225104,ROOM AND BOARD,721310,3734080,3734080
202031309349300108,237225104,STUDENT HEALTH INSURANCE,524114,1092006,1092006
202031309349300108,237225104,NON-ACADEMIC FEES,611710,793502,793502
202031309349300108,237225104,HALL RENTALS,532000,669415,669415
202011709349301801,361408475,TUITION AND FEES,611710,629540844,629540844
202011709349301801,361408475,AUXILIARY,611710,76043245,76043245
202011709349301801,361408475,ACADEMIC SUPPORT-TRINITY HEALTH,611710,24416560,24416560
202011709349301801,361408475,OTHER STUDENT SERVICES,611710,6458213,6458213
202031939349300723,231352689,Tuition and fees,611600,8353263,8353263
202031939349300723,231352689,WTS Bookstore,451211,3220116,3220116
202031939349300723,231352689,Student Housing,900099,144240,144240
202031939349300723,231352689,UTT Income,900099,21391,21391
202001209349301605,521010577,TUITION,611600,14671106,14671106
202001209349301605,521010577,STUDENT CLINIC,611600,388262,388262
202001209349301605,521010577,PATIENT FEES,900099,172537,172537
202001209349301605,521010577,FEDERAL WORK STUDY,900099,82419,82419
202001209349301605,521010577,COMMERICAL GRANTS,900099,20000,20000
202001209349301610,202197046,TUITION AND FEES,611000,157968,0,0
202001089349300505,141468399,Tuition and Fee Income,611310,59666226,59666226,0,0
202001089349300505,141468399,"Dormitories, Food, Service, Campus Store",611310,13608299,13608299,0,0
202001089349300505,141468399,Elementary School - Pre K to Grade 8,611310,1750775,1750775,0,0
202001089349300505,141468399,Community Education,611310,413474,413474,0,0
202001089349300505,141468399,Food Services Revenue,611310,339258,339258,0,0
202000569349300100,431007642,STUDENT TUITION/FEE,611310,13565758,13565758
202000569349300100,431007642,AUXILIARY ENTERPRISES,611710,3187005,3187005
202000569349300100,431007642,CAMPS & CONFERENCES,611710,49642,49642
202000569349300100,431007642,BOOKSTORE,451211,10465,10465
202041199349300124,240795445,AUXILIARY OPERATIONS,900099,46248374,46248374
202041199349300124,240795445,TUITION REVENUE,900099,302921126,302921126
202041199349300124,240795445,OTHER SALES AND SERVICES,900099,9184798,8334606,850192
202041199349300124,240795445,PROGRAM INVESTMENT INCOME,525990,141335,141335
202041199349300124,240795445,ALL OTHER PROGRAM SERVICE REVENUE,713990,1950712,1813050,137662
202040539349300719,420686467,STUDENT TUITION/FEES,611600,58624271,58624271
202040539349300719,420686467,AUXILIARY ENTERPRISES,611600,10413866,10413866
202040539349300719,420686467,MISC FEES & CHARGE,611710,1748014,1748014
201921789349300112,446000294,TUITION & FEES,611600,15407773,15407773
201921789349300112,446000294,CLINIC REVENUE,621400,591360,591360
201943059349300819,750959996,MISCELLANEOUS FEES,14375,14375
201943059349300819,750959996,TUITION AND HOUSING,478377,478377
202031629349301658,521932054,WEBINARS,541900,8750,8750
202031629349301658,521932054,MAGAZINE SALES,511120,3854,3854
202001359349304055,620550981,TUITION AND GRADUATION,611600,2399636,2399636
202001359349304055,620550981,CLE AND BAR PREP COURSE,611600,24202,24202
202001359349304055,620550981,CLASSROOM RENTALS,611600,68575,68575
202010529349300516,566061483,TUITION AND FEES,611600,546107,546107
202000699349300920,160743140,Tuition,900099,527680269,527680269,0,0
202000699349300920,160743140,Auxiliary services,721000,77552371,0,0,77552371
202000699349300920,160743140,Research,900099,1092931,0,0,1092931
202000699349300920,160743140,Non-credit Instruction,900099,2867030,2867030,0,0
202000699349300920,160743140,Fees,713990,2827401,260996,0,2566405
202001839349302160,446000294,TUITION & FEES,611600,17679685,17679685
202001839349302160,446000294,CLINIC REVENUE,621400,630298,630298
201903179349309400,455460170,TUITION AND FEES,334500,334500
202021549349301942,741613878,Patient Care,621110,311566887,311566887,0,0
202021549349301942,741613878,AFFILIATE AGREEMENT REVENUE,900099,1001509991,1001509991,0,0
202021549349301942,741613878,Tuition and Fees,900099,20784059,20784059,0,0
202021549349301942,741613878,Research Services,621511,6384166,6384166,0,0
202021549349301942,741613878,Clinical Trials,561499,15507945,15507945,0,0
202021349349300332,230973290,TUITION AND FEES,900099,22585990,22585990
202021349349300332,230973290,AUXILIARY ENTERPRISES,900099,4695858,4695858
202021349349300407,453656162,TUITION AND FEES,611600,76156722,76156722
202021349349300407,453656162,FOOD SERVICES,611700,9092034,9009448,82586
202021349349300407,453656162,RESIDENCE HALLS,611700,8304732,8294475,10257
202021349349300407,453656162,STUDENT SERVICES & PROGRAMMING,611700,2010289,2010289
202021349349300407,453656162,OTHER AUXILIARIES,611700,571782,494829,76953
202021209349301532,141338371,TUITION AND FEES,611710,91581399,91581399
202021209349301532,141338371,AUXILIARY SERVICES,900099,16128794,16128794
201943179349308769,237069575,Student Fees,900099,117674058,117674058,0,0
202041339349302504,580566205,TUITION AND FEES,900099,58304321,58304321
202021839349301637,410684657,TUITION AND FEES,611600,24371286,24371286
202021839349301637,410684657,CLINICAL LAB FEES,621300,1498196,1498196
202021839349301637,410684657,WELLNESS SERVICES,621300,205566,205566
202031979349307063,430653611,RESEARCH - CONTRACTS OTHER,541700,223107632,223107632
202031979349307063,430653611,TUITION AND FEES,611600,712697000,712697000
202031979349307063,430653611,"PATIENT, LAB AND HOSPITAL SUPPORT",621110,1506470000,1506470000
202031979349307063,430653611,AUXILIARY SALES AND SERVICE,611710,126182000,792302,125389698
202031979349307063,430653611,EDUCATIONAL SALES AND SERVICE,611710,108393960,96298810,3349620,8745530
202040509349300019,042002060,TUITION AND FEES,611710,36337934,36337934
202040509349300019,042002060,ROOM AND BOARD,611710,7802258,7802258
202040509349300019,042002060,LOAN INTEREST INCOME,611710,6,6
202041959349303829,430694556,TUITION AND FEES,611310,26819327,26819327
202041959349303829,430694556,AUXILIARY SERVICES,611310,2915046,2915046
202012129349300901,061395640,"TUITION, ROOM & BOARD",611310,30278122,30278122
202021209349301592,250964126,TUITION AND FEES,611600,61850570,61850570
202021209349301592,250964126,RESIDENCE HALL REVENUE,611600,7704969,7704969
202021209349301592,250964126,DINING SERVICE REVENUE,611600,6685053,6685053
202021209349301592,250964126,BOOKSTORE REVENUE,611600,685259,685259
202021209349301592,250964126,OTHER AUXILIARY SERVICES,611600,68691,68691
202021629349301692,310536647,TUITION AND FEES,611710,112199509,112199509
202021629349301692,310536647,AUXILIARY FEES,611710,23718322,23718322
202021629349301692,310536647,OTHER PROGRAM REVENUE,611710,1572009,1434426,137583
202031049349300833,570474291,Tuition and Fees,611710,73757888,73757888
202031049349300833,570474291,Auxiliary Services,611710,11979838,11979838
202031049349300833,570474291,Student Services,611710,3098048,3098048
202031049349300833,570474291,Int on Student Loans,611710,95534,95534
202031619349301713,240795686,TUITION AND FEES,611710,138757248,138757248
202031619349301713,240795686,AUXILIARY SERVICES,611710,34055276,34055276
202031619349301713,240795686,ATHLETICS/SPORTS NETWORK,611710,1384160,1384160
202031619349301713,240795686,CENTER FOR TALENTED YOUTH,611710,766868,766868
202010849349300101,610444708,TUITION AND FEES,900099,20232298,20232298
202010849349300101,610444708,AUXILIARY,722210,2379843,79151,2300692
202010849349300101,610444708,CAFETERIA SALES,722320,96232,96232
202020229349301407,480914282,TUITION AND FEES,611110,5987696,5987696
202020229349301407,480914282,OTHER SUPPORTING GROUP,611110,514559,514559
202020229349301407,480914282,EARLY LEARNING CENTER,611110,245897,245897
202020229349301407,480914282,OTHER TUITION,611110,153452,153452
202020229349301407,480914282,LUNCH PROGRAM,611110,150638,150638
202021969349302687,340714777,TUITION AND FEES,900099,23702968,23702968
202021969349302687,340714777,ROOM AND BOARD,900099,1942737,1942737
202021969349302687,340714777,OTHER PROGRAM REVENUE,900099,204651,204651
202021969349302687,340714777,BOOKSTORE,900099,16286,16286
202031359349303738,840404231,TUITION AND FEES,611310,511862896,511862896
202031359349303738,840404231,AUXILIARY ENTERPRISES,611310,64406680,58129673,6277007
202031359349303738,840404231,RESEARCH GRANTS,611310,39370900,39370900
202031359349303738,840404231,EDUCATIONAL ACTIVITIES,611310,18533372,18533372
202031359349303738,840404231,STUDENT LOANS,611310,184452,184452
202041959349302944,010212542,Tuition and Fees,611710,42346684,42346684
202041959349302944,010212542,Residence & Dining,721310,9263155,9263155
202041959349302944,010212542,Miscellaneous Revenue,900099,1664465,1664465
202012139349300416,042152671,TUITION AND FEES,611710,24481456,24481456
202020089349300922,263118684,RENTAL INCOME,531120,210945,210945
202031909349300538,340733165,TUITION AND FEES,900099,24771914,24771914
202031909349300538,340733165,AUXILIARY OPERATIONS AND OTHER,900099,5008534,5008534
202021199349301122,540505922,Tuition and Fees,611310,90500199,90500199,0,0
202021199349301122,540505922,Auxiliary Services,900099,16324678,16324678,0,0
202021199349301122,540505922,Miscellaneous Income,900099,2660216,2660216,0,0
202021199349301122,540505922,Auxiliary - Catering,900099,127756,0,127756,0
202041339349302559,410693970,TUITION & FEES,611600,320680532,320680532
202041339349302559,410693970,STUDENT HOUSING,721310,20724028,20507393,216635
202041339349302559,410693970,SEMINARS & WORKSHOPS,611600,4523399,4523399
202031209349300228,231543518,TUITION AND FEES,611600,6750756,6750756
202010939349300011,591407629,COLLEGE TUITION AND FEES,1077039,1077039
202010939349300011,591407629,ACADEMY TUITION AND FEES,1032619,1032619
202010939349300011,591407629,FOOD CENTER REVENUE,342228,342228
202010939349300011,591407629,STUDENT HOUSING,129600,129600
202010939349300011,591407629,FACULTY HOUSING,39400,39400
202011299349301766,340714629,TUITION AND FEES,616000,106634837,106634837,0,0
202011299349301766,340714629,STUDENT RESIDENCE HALLS,611710,8007263,8007263,0,0
202011299349301766,340714629,SPONSORED PROGRAMS AND RESEARCH,616000,1005616,1005616,0,0
202011299349301766,340714629,CONCERT AND THEATRE TICKETS,711110,81319,81319,0,0
202011299349301766,340714629,ATHLETIC TICKETS,711210,19630,19630,0,0
201943159349303284,362327263,CONFERENCES/WORKSHOPS,900099,1826273,1826273
201943159349303284,362327263,EXCHANGE LISTINGS,900099,17955,17955
201943159349303284,362327263,PUBLICATIONS,511190,12800,12800
201943159349303284,362327263,SUBSCRIPTION REVENUE,900099,9000,9000
201913549349301036,362581098,TUITION AND FEES,611110,4132280,4132280
202041429349300104,452104341,KINDERGARDEN READINESS TOOLKI,360,360
202000599349300830,610444650,Residence/Dining Sev Rev,721310,9412605,9412605
202000599349300830,610444650,Grants for Educ Fees,611710,3200000,3200000
202000599349300830,610444650,Boone Tavern,721110,3543147,3543147
202000599349300830,610444650,Fees/Ins Pd by Students,611710,1339595,1339595
202000599349300830,610444650,Income from Agriculture Farm Lab,900099,591500,591500
202011959349302536,570705675,OTHER CONTRACT AND PROFESSIONAL I,621110,9666117,9666117
202011959349302536,570705675,PATIENT CHARGES,621110,60746,60746
201903189349314860,912120259,PROGRAM FEES,611310,699448,699448
201903189349314860,912120259,STUDENT HOUSING,532000,208301,208301
202001959349303965,421315493,TUITION AND FEES,611600,22038776,22038776
202001959349303965,421315493,ROOM AND BOARD,721310,5086976,5086976
202001959349303965,421315493,AUXILIARY ENTERPRISES,611710,2076963,2076963
202000569349300235,231352692,TUITION AND FEES,611710,21250861,21250861
202000569349300235,231352692,ROOM AND BOARD,611710,4115806,4115806
202000569349300235,231352692,BOOKSTORE,611710,97395,97395
202000569349300235,231352692,STABLE OPERATIONS,611710,60803,60023,780
202000569349300235,231352692,CAFE,611710,17342,17342
202020239349300412,231608264,STUDENT TUITION,611600,10097285,10097285
202020239349300412,231608264,DINING HALL,611600,550982,550982
202020239349300412,231608264,DENTAL HEALTH CENTER,611600,271436,271436
202020239349300412,231608264,RESIDENCE HALLS,611600,148088,148088
202020239349300412,231608264,WORKSHOPS,611600,110140,110140
202010209349301006,956002328,MEMBERSHIP DUES,541900,1288365,1288365
201903189349303195,620789275,TUITION - MASTER'S PRO,611310,3847819,3847819
201903189349303195,620789275,COUNSELING PROGRAM FEE,541900,1807385,1807385
202041559349301219,042463847,Student Tuition & Fees,900099,17300285,17300285
202041559349301219,042463847,Auxiliary Enterprises,900099,2408704,2408704
202041559349301219,042463847,Contracts & Subscriptions,900099,175671,175671
202041559349301219,042463847,Government Fees,900099,98486,98486
202041559349301219,042463847,Other Revenue,900099,93817,93817
202030229349300018,560686603,TUITION AND FEES,611310,41381873,41381873
202030229349300018,560686603,AUXILIARY ENTERPRISES,611710,8424991,8424991
202030229349300018,560686603,OTHER SOURCES,611710,1252938,1252938
202031709349300123,134349811,Program Income,230000,3410,3410
202000929349300905,042199867,TUITION AND FEES,900099,85460203,85460203
202000929349300905,042199867,RESIDENCE HALLS,721000,12817778,12817778
202000929349300905,042199867,MEAL PLANS,722320,8868203,8868203
202000929349300905,042199867,BOOKSTORE,451211,143735,143735
202020879349300512,390826049,TUITION & FEES,812900,32902100,32902100
202020879349300512,390826049,AUXILIARY ENTERPRISES,812900,6391988,6391988
202030929349300223,756001300,TUITION AND FEES,611710,102971137,102971137
202030929349300223,756001300,DORMITORY INCOME,611710,8712691,8712691
202030929349300223,756001300,DINING HALL INCOME,611710,3506366,3506366
202030929349300223,756001300,CAMPS/MISSION TRIPS,611710,1003279,1003279
202030929349300223,756001300,COMMISSIONS,611710,640010,640010
201933189349315358,461626349,PROGRAM FEES,813910,473040,0,0
201933189349315358,461626349,RENTAL INCOME,813910,2660,0,0
202041269349300509,470376525,TUITION AND FEES,900099,27657274,27657274
202041269349300509,470376525,SALES AND SERVICES OF AUX. ENTERPRISES,900099,5610346,5610346
202021359349302647,952798775,TUITION AND FEES,611710,85886304,85886304
202021359349302647,952798775,HOUSING & STUDENT FOOD SERVICES,611710,8882261,8882261
202021359349302647,952798775,AUXILIARY SERVICES,611710,1001723,1001723
202001989349300500,560547478,Tuition and Fees,611600,15084174,15084174
202001989349300500,560547478,Sales and Services of Auxiliary Enterprises,611710,5471253,5471253
202030179349300723,540505892,Tuition & Fees,611310,40739328,40739328,0,0
202030179349300723,540505892,Sales - Auxilliaries,611310,9999842,9999842,0,0
202030179349300723,540505892,Sales - Other,611310,1977601,1977601,0,0
202011069349300636,560529982,TUITION & FEES,900099,19092864,19092864
202011069349300636,560529982,ROOM & BOARD,900099,9273480,9273480
202011069349300636,560529982,OTHER EDUCATIONAL FEES,900099,1950385,1950385
202030629349300738,237213309,TUITION,259360037,259360037
202030629349300738,237213309,CONTINUING EDUCATION,5123884,5123884
202031889349302218,475652592,EDUCATIONAL PROGRAM SUPPORT,611710,686879,686879
201913199349319301,770495439,Program Fee,299415,299415
202001959349300715,231352294,EDUCATION AND BUSINESS,611300,120024168,120024168
202001959349300715,231352294,PROGRAM SERVICE RELATED REVENUE,611300,18394190,18312616,81574
202020079349300037,800820194,TUITION AND FEES,669542,669542
202001179349300200,042225850,TUITION AND FEES,611310,35666901,35666901
202001179349300200,042225850,ROOM AND BOARD,611310,5054078,5054078
202011919349300441,440617326,TUITION AND FEES,611600,25865017,25865017
202011919349300441,440617326,RESIDENT HALL INCOME,611710,1430786,1363286,67500
202011919349300441,440617326,FOOD SERVICE INCOME,611710,1088852,1088852
202011919349300441,440617326,BOOK RENTAL,611710,1076371,1076371
201913519349301006,233102135,TUITION AND FEES,611600,1137013,1137013
201913519349301006,233102135,CLINIC TREATMENT,611600,111336,111336
202040509349300304,620544854,TUITION AND FEES,611710,3892653,3892653
201943119349303019,930391547,TUITION AND FEES,611600,5093637,5093637
201943119349303019,930391547,STUDENT SALES,453220,10910,10910
202011399349300021,250496976,TUITION AND FEES,611310,115506019,115506019
202011399349300021,250496976,AUXILIARY ENTERPRISES,611310,16325887,16325887
202021969349302647,951890710,TUITION,611310,283151063,283151063
202021969349302647,951890710,AUXILIARY ENTERPRISES,900099,21323132,21323132
202011329349300901,231657958,TUITION AND FEES,611310,54992944,54992944
202011329349300901,231657958,ROOM AND BOARD,611310,8371618,8371618
202001359349303420,340737794,"TUITION, FEES, ETC",611710,37135157,37135157
202001359349303420,340737794,AUXILIARY REVENUE,900099,7181711,7181711
202001359349303420,340737794,PARKING FEES,812930,58892,58892
202001359349303420,340737794,TESTING SERVICES,900099,22400,22400
202001359349303420,340737794,TRANSCRIPT FEES,900099,17141,17141
202001359349303250,250717890,TUITION AND FEES,900099,65987966,65987966
202001359349303250,250717890,AUXILIARY ENTERPRISES,900099,8356679,8356679
202041979349304609,710448822,Tuition and Fees,611710,31090,31090
202041979349304609,710448822,Searchlight,611710,15699,15699
202032029349300203,371332634,TUITION REVENUE,611600,48071,48071
202032029349300203,371332634,EVENT INCOME,611600,4316,4316
202031319349300503,350868127,Tuition and fees,611310,47327570,47327570,0,0
202031319349300503,350868127,Room and board,611310,8330347,8330347,0,0
202031319349300503,350868127,Facility and technology fees,611310,1596781,1596781,0,0
202031319349300503,350868127,Enrollment and application fees,611310,97450,97450,0,0
202031319349300503,350868127,Student services/extracurricular,611310,16861,16861,0,0
202011329349302126,941156646,TUITION & FEES,611310,33513080,33513080
202011329349302126,941156646,ROOM AND BOARD,721310,5847242,5847242
202011329349302126,941156646,AUX. ENTERPRISES,900099,341565,341565
202030579349300038,420680460,STUDENT TUITION & FEES,611710,156435213,156435213
202030579349300038,420680460,CONTRACT MEALS - FOOD,722100,8445084,8445084
202030579349300038,420680460,CONTRACT INCOME - RES,721310,8065826,8065826
202030579349300038,420680460,SPORTS INCOME,711210,4374093,4374093
